Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Comprobar estado,Vérifier le statut,Controlla lo stato,ステータスの確認,상태 확인,Verificar status, ,查看状态,查看状态,查看狀態,Studio.Toolbox.AssetConfigSharing.VerificationAction,ID Verify your account, ,ID Verify your account
Verifica el ID de tu cuenta,Identifier ton compte,ID verifica il tuo account,お持ちのアカウントをID認証してください,본인 계정 인증,ID Verifique sua conta, ,进行帐户 ID 验证,进行帐户 ID 验证,進行帳號 ID 驗證,Studio.Toolbox.AssetConfigSharing.MeAndSpecificExperiences,Me and Specific Experiences, ,Me and Specific Experiences
Experiencias específicas y yo,Moi et des expériences spécifiques,Io ed esperienze specifiche,私と特定の仮想空間,나 및 특정 체험,Eu e experiências específicas, ,我和特定作品,我和特定作品,我和指定體驗,Studio.Toolbox.GrantAssetPermission.Failure,Failed to grant Universe permission to use asset {assetId:int}, ,Failed to grant Universe permission to use asset {assetId:int}
Error al otorgar permiso de Universo para usar el recurso {assetId:int},Impossible d'accorder la permission à l'Univers d'utiliser le contenu {assetId:int},Impossibile concedere l'autorizzazione dell'universo per usare la risorsa {assetId:int},{assetId:int} のアセットを使用するユニバース権限を付与できませんでした,유니버스에 {assetId:int} 애셋 사용 권한을 부여하지 못했습니다,Falha ao conceder permissão ao universo para usar o ativo {assetId:int}, ,无法为素材 {assetId:int} 授予 Universe 使用权限,无法为素材 {assetId:int} 授予 Universe 使用权限,無法授予宇宙使用素材 {assetId:int} 的權限,Studio.Toolbox.GrantAssetPermission.Information,Name: {assetName},ID: {assetId:int},Type: {assetType}
 ,Name: {assetName},ID: {assetId:int},Type: {assetType},Nombre: {assetName},ID: {assetId:int},Tipo: {assetType},Nom: {assetName},ID : {assetId:int},Type : {assetType},Nome: {assetName},ID: {assetId:int},Tipo: {assetType},名前: {assetName}
AssetId: {assetId:int},種類: {assetType},이름: {assetName},ID: {assetId:int},유형: {assetType},Nome: {assetName},ID: {assetId:int},Tipo: {assetType}, ,名称： {assetName},ID： {assetId:int},类型：{assetType},名称： {assetName},ID： {assetId:int}
类型：{assetType},名稱：{assetName},素材 ID：{assetId:int},類型：{assetType},Studio.Toolbox.AssetConfigPackage.HelpText,Enable automatic updates to this asset in the future. (This cannot be reversed), ,Enable automatic updates to this asset in the future. (This cannot be reversed),Activar actualizaciones automáticas de este recurso en el futuro. (Esta acción no se puede revertir),Activer les mises à jour automatiques de ce contenu dans le futur. (Cela ne peut pas être inversé),Abilita gli aggiornamenti automatici di questo asset in futuro. (Questo non può essere invertito),あとで、このアセットへの自動アップデートを有効化してください。（これは、元に戻せません）,나중에 이 애셋에 대한 자동 업데이트를 활성화합니다. (이 작업은 되돌릴 수 없음),Habilite atualizações automáticas para este ativo no futuro. (Isso não pode ser revertido)
 ,为此素材启用自动更新。（此操作无法撤回）,为此素材启用自动更新。（此操作无法撤回）,對此素材啟用日後自動更新。（此操作無法復原）,Studio.Toolbox.Audio.SoundEffect.Category.industrial,Industrial, ,Industrial,Industrial,Industriel,Industriale,工業,산업,Industrial
 ,工业,工业,工業,Studio.Toolbox.Subcategory.ModelFurniturePlant,Plant, ,Plant,Planta,Plante,Pianta,観葉植物,화초,Planta
 ,植物,植物,植物,Studio.Toolbox.General.Categories,Categories, ,Categories,Categorías,Catégories,Categorie,カテゴリ,카테고리,Categorias
 ,类别,类别,類別,Studio.Toolbox.Audio.SoundEffect.Category.cartoon,Cartoon, ,Cartoon,Caricatura,Caricature,Cartone,アニメ,만화,Desenho
 ,卡通,卡通,卡通,Studio.Toolbox.HomeView.TheEssentials,The Essentials, ,The Essentials,Lo esencial,Les Essentiels,L'essenziale,必需品,필수품,Os essenciais
 ,必需品,必需品,必備品,Studio.Toolbox.AssetConfigSharing.AllExperiences,All Experiences, ,All Experiences,Todas las experiencias,Toutes les expériences,Tutte le esperienze,すべての仮想空間,전체 체험,Todas as experiências
 ,所有作品,所有作品,所有體驗,Studio.Toolbox.Audio.SoundEffect.Category.spaceships,Spaceships, ,Spaceships,Naves espaciales,Vaisseaux spatiaux,Astronave,宇宙船,우주선,Naves espaciais
 ,宇宙飞船,宇宙飞船,太空梭,Studio.Toolbox.AssetConfigSharing.ExperiencesWithAccess,Experiences with access, ,Experiences with access,Experiencias con acceso,Expériences avec accès,Esperienze con accesso,アクセス可能な仮想空間,액세스 권한 부여된 체험,Experiências com acesso
 ,有访问权限的作品,有访问权限的作品,所有擁有存取權的體驗,Studio.Toolbox.Audio.SoundEffect.Category.movement,Movement, ,Movement,Movimiento,Déplacement,Movimento,動き,이동,Movimento
 ,移动,移动,移動,Studio.Toolbox.AssetConfigSharing.SpecificExperiences,Specific Experiences, ,Specific Experiences,Experiencias específicas,Expériences spécifiques,Esperienze specifiche,特定の仮想空間,특정 체험,Experiências específicas
 ,特定作品,特定作品,指定體驗,Studio.Toolbox.AssetConfigSharing.DistributeMarketplaceQuotaUnused2,Share up to {capacity} assets per {days} days., ,Share up to {capacity} assets per {days} days.,Comparte hasta {capacity} recursos por {days} días.,Tu peux partager jusqu'à {capacity} actifs tous les {days} jours.,Condividi fino a {capacity} risorse ogni {days} giorni.,{capacity} 日あたり最大 {days} 件のアセットを共有します。,{days}일당 최대 {capacity}개의 애셋을 공유합니다.,Compartilhe até {capacity} ativos por {days} dias.
 ,每 {days} 天分享最多 {capacity} 个素材,每 {days} 天分享最多 {capacity} 个素材,每 {days} 天最多分享 {capacity} 個素材。,Studio.Toolbox.General.SearchBarIdVerified,Show ID verified creators only, ,Show ID verified creators only,Mostrar solo el ID de los creadores verificados,Afficher uniquement les créateurs dont l'identité a été vérifiée,Mostra solo creatori con ID verificato,ID認証済みクリエーターのみ表示,본인 인증 완료한 크리에이터만 표시,Mostrar somente criadores com identidade verificada
 ,只显示拥有 ID 认证的创作者,只显示拥有 ID 认证的创作者,只顯示擁有 ID 認證的創作者,Studio.Toolbox.General.ShowMore,Show more, ,Show more,Mostrar más,Afficher plus,Mostra di più,もっと表示,더 많이 표시,Mostrar mais
Развернуть,显示更多,显示更多,顯示更多,Studio.Toolbox.AudioView.Type,Type, ,Type,Tipo,Type,Tipo,種類,유형,Tipo
Вид,类型,类型,類型,Studio.Toolbox.Audio.SoundEffect.Category.plumbing,Plumbing, ,Plumbing,Plomería,Plomberie,Impianto idraulico,排水,배관,Encanamento
 ,排水管,排水管,排水,Studio.Toolbox.General.ShowLess,Show less, ,Show less,Mostrar menos,Afficher moins,Mostra di meno,表示を減らす,간단히 표시,Mostre menos
Свернуть,缩起,缩起,顯示更少,Studio.Toolbox.Audio.SoundEffect.Category.chops,Chops, ,Chops,Cortes,Coupes,Chops,切る音,써는 소리,Cortes
 ,劈砍,劈砍,劈聲,Studio.Toolbox.AudioView.Artist,Artist, ,Artist,Artista,Artiste,Artista,アーティスト,아티스트,Artista
Исполнитель,表演者,表演者,表演者,Studio.Toolbox.HomeView.Western,Western, ,Western,Western,Western,Western,ウエスタン,서부극,Faroeste
 ,西部,西部,西部,Studio.Toolbox.AudioView.Length,Length, ,Length,Longitud,Longueur,Lunghezza,長さ,길이,Comprimento
Длина,长度,长度,長度,Studio.Toolbox.Audio.SoundEffect.Category.swishes,Swishes, ,Swishes,Silbidos,Sifflements,Fischi,ヒュー音,휙 소리,Sibilos
 ,唰唰声,唰唰声,咻聲,Studio.Toolbox.Audio.SoundEffect.Category.motorcycles,Motorcycles, ,Motorcycles,Motocicletas,Motos,Motocicli,オートバイ,오토바이,Motocicletas
 ,摩托车,摩托车,摩托車,Studio.Toolbox.AudioView.Duration,Duration, ,Duration,Duración,Durée,Durata,期間,지속 시간,Duração
Продолжительность,时长,时长,時長,Studio.Toolbox.Audio.Music.Genre.hip-hop,Hip-Hop, ,Hip-Hop,Hip-Hop,Hip-Hop,Hip-Hop,ヒップホップ,힙합,Hip-Hop
Хип-хоп,嘻哈,嘻哈,嘻哈,Studio.Toolbox.Audio.SoundEffect.Category.impacts,Impacts, ,Impacts,Impactos,Impact,Impatti,インパクト,충격적,Impactos
 ,冲击,冲击,衝擊力,Studio.Toolbox.Audio.SoundEffect.Category.tonalities,Tonalities, ,Tonalities,Tonalidades,Tonalités,Tonalità,調性音楽,조성,Tonalidades
 ,调性,调性,調性,Studio.Toolbox.Audio.SoundEffect.Category.modern-cars,Modern Cars, ,Modern Cars,Carros modernos,Voitures modernes,Auto Moderne,現代の車,모던 카,Carros modernos
 ,现代车,现代车,現代車,Studio.Toolbox.Audio.SoundEffect.Category.laughter,Laughter, ,Laughter,Risa,Rire,Risate,笑い声,웃음,Riso
 ,笑声,笑声,笑聲,Studio.Toolbox.Audio.Music.Genre.marches-military,Marches & Military, ,Marches & Military,Marchas & Militar,Marches & Militaires,Marcie & militare,行進曲とミリタリー,행진곡 및 군대음악,Marchas e militares
Марши и военная,进行曲,进行曲,進行曲,Studio.Toolbox.Audio.SoundEffect.Category.acid,Acid, ,Acid,Acid,Acide,Acid,アシッド,애시드,Ácido
Acid,酸性,酸性,酸,Studio.Toolbox.Audio.SoundEffect.Category.air,Air, ,Air,Aire,Air,Aria,エア,공기,Ar
Air,天空,天空,空氣,Studio.Toolbox.Audio.SoundEffect.Category.alien,Alien, ,Alien,Alienígena,Alien,Alieno,エイリアン,외계인,Alienígena
 ,外星人,外星人,外星人,Studio.Toolbox.Audio.SoundEffect.Category.ambience,Ambience, ,Ambience,Ambiente,Ambiance,Ambiente,環境音,주변음,Ambiente
 ,气氛,气氛,氣氛,Studio.Toolbox.Audio.SoundEffect.Category.rocks,Rocks, ,Rocks,Rocas,Rochers,Rocce,ロック,바위,Rochas
 ,岩石,岩石,岩石,Studio.Toolbox.Audio.SoundEffect.Category.amphibians,Amphibians, ,Amphibians,Anfibios,Amphibiens,Anfibi,両生類,양서류,Anfíbios
 ,两栖动物,两栖动物,雙棲動物,Studio.Toolbox.Audio.SoundEffect.Category.answering-machine,Answering Machine, ,Answering Machine,Contestadora,Répondeur,Segreteria Telefonica,留守電,자동 응답기,Secretária eletrônica
 ,答录机,答录机,答錄機,Studio.Toolbox.Audio.SoundEffect.Category.applause,Applause, ,Applause,Aplauso,Applaudissements,Applausi,拍手,박수갈채,Aplausos
 ,掌声,掌声,掌聲,Studio.Toolbox.Audio.SoundEffect.Category.arrows,Arrows, ,Arrows,Flechas,Flèches,Frecce,矢,화살,Flechas
 ,箭,箭,箭,Studio.Toolbox.Audio.SoundEffect.Category.beeps,Beeps, ,Beeps,Pitidos,Bips,Beeps,ビープ音,경고음,Bips
 ,哔哔声,哔哔声,嗶嗶聲,Studio.Toolbox.Audio.SoundEffect.Category.birds,Birds, ,Birds,Aves,Oiseaux,Uccelli,鳥,새,Pássaros
 ,鸟叫,鸟叫,鳥,Studio.Toolbox.Audio.SoundEffect.Category.blow,Blow, ,Blow,Golpe,Souffler,Colpo,殴る音,부는 소리,Soprador
 ,吹气,吹气,吹氣,Studio.Toolbox.Audio.SoundEffect.Category.carts,Carts, ,Carts,Carritos,Paniers,Carri,カート,카트,Carrinhos
 ,购物车,购物车,推車,Studio.Toolbox.Audio.SoundEffect.Category.clicks,Clicks, ,Clicks,Clics,Clics,Clic,クリック,딸깍 소리,Cliques
 ,咔哒声,咔哒声,喀擦,Studio.Toolbox.Audio.SoundEffect.Category.bubbles,Bubbles, ,Bubbles,Burbujas,Bulles,Bolle,バブル,거품,Bolhas
 ,泡泡,泡泡,泡泡,Studio.Toolbox.AssetConfigAdditionalImages.AspectRatio,Images will be displayed at {widthRatio}:{heightRatio}, ,Images will be displayed at {widthRatio}:{heightRatio},Las imágenes se mostrarán en {widthRatio}:{heightRatio},Les images seront affichées à {widthRatio}:{heightRatio},Le immagini saranno visualizzate alle {widthRatio}:{heightRatio},{widthRatio}:{heightRatio} で画像が表示されます,이미지는 {widthRatio}:{heightRatio}(으)로 표시됩니다,As imagens serão exibidas em {widthRatio}:{heightRatio}
 ,图像显示比例为：{widthRatio}：{heightRatio},图像显示比例为：{widthRatio}：{heightRatio},圖像顯示比例為：{widthRatio}:{heightRatio},Studio.Toolbox.Audio.SoundEffect.Category.fireworks,Fireworks, ,Fireworks,Fuegos artificiales,Feux d'artifice,Fuochi D'Artificio,花火,불꽃놀이,Fogo de artifício
 ,烟火,烟火,火花,Studio.Toolbox.Audio.SoundEffect.Category.bys,Bys, ,Bys,Pasar por encima,Passer à côté,Vai oltre,通過音,통과음,Passar por cima
 ,通过,通过,掰,Studio.Toolbox.Audio.SoundEffect.Category.chains,Chains, ,Chains,Cadenas,Chaînes,Catene,チェーン,체인,Correntes
 ,链条,链条,鎖鏈,Studio.Toolbox.Audio.SoundEffect.Category.chimes,Chimes, ,Chimes,Repiques,Reprises,Chimes,チャイム,차임,Sinos
 ,风铃,风铃,風鈴,Studio.Toolbox.Audio.SoundEffect.Category.classic-cars,Classic Cars, ,Classic Cars,Carros clásicos,Voitures classiques,Auto Classiche,クラシックカー,클래식 카,Carros Clássicos
 ,经典车,经典车,經典車,Studio.Toolbox.Audio.SoundEffect.Category.clocks,Clocks, ,Clocks,Relojes,Horloges,Orologi,時計,시계,Relógios
 ,钟表,钟表,鬧鐘,Studio.Toolbox.Audio.SoundEffect.Category.cloth,Cloth, ,Cloth,Tela,Vêtement,Tessuto,布,옷감,Roupa
 ,布料,布料,布料,Studio.Toolbox.Audio.SoundEffect.Category.cooking,Cooking, ,Cooking,Cocinar,Cuisine,Cucinare,料理,요리,Cozinhando
 ,烹饪,烹饪,烹飪,Studio.Toolbox.Audio.SoundEffect.Category.creaks,Creaks, ,Creaks,Rechinamientos,Craquements,Macinazione,きしみ音,삐걱 소리,Rangidos
 ,嘎吱,嘎吱,嘎吱聲,Studio.Toolbox.Audio.SoundEffect.Category.doors,Doors, ,Doors,Puertas,Portes,Porte,ドア,문,Portas
 ,门,门,門,Studio.Toolbox.Audio.SoundEffect.Category.earthquakes,Earthquakes, ,Earthquakes,Terremotos,Tremblements de terre,Terremoti,地震,지진,Terremotos
 ,地震,地震,地震,Studio.Toolbox.Audio.SoundEffect.Category.eating,Eating, ,Eating,Comer,Manger,Mangiare,食べる音,먹는 소리,Comendo
 ,用餐,用餐,進食,Studio.Toolbox.Audio.SoundEffect.Category.efforts,Efforts, ,Efforts,Esfuerzos,Éfforts,Sforzi,がんばり,안간힘,Esforços
 ,努力,努力,努力,Studio.Toolbox.Audio.SoundEffect.Category.energy,Energy, ,Energy,Energía,Énergie,Energia,エネルギー,에너지,Energia
 ,能量,能量,能量,Studio.Toolbox.Audio.SoundEffect.Category.rubber,Rubber, ,Rubber,Goma,Caoutchouc,Gomma,ゴム,고무,Borracha
 ,橡胶,橡胶,橡膠,Studio.Toolbox.Audio.SoundEffect.Category.english,English, ,English,Inglés,Anglais,Inglese,英語,영어,Inglês
 ,英语,英语,英文,Studio.Toolbox.Audio.SoundEffect.Category.hits,Hits, ,Hits,Golpes,Hits,Colpi,打つ音,타격,Golpes
 ,打击,打击,打擊,Studio.Toolbox.Audio.SoundEffect.Category.exotic,Exotic, ,Exotic,Exótico,Exotique,Esotico,エキゾチック,이국적,Exótico
 ,异国,异国,異國,Studio.Toolbox.Audio.SoundEffect.Category.farm,Farm, ,Farm,Granja,Ferme,Azienda,農場,농장,Fazenda
 ,农场,农场,農場,Studio.Toolbox.Audio.SoundEffect.Category.farts,Farts, ,Farts,Flatulencia,Flatulences,Scoregge,おなら,방귀,Peidos
 ,放屁,放屁,放屁,Studio.Toolbox.AssetConfigPackage.CantConvertIfChildPackageHasUnpublishedChangesWarning,Cannot convert to package while the instance contains packages with unpublished changes., ,Cannot convert to package while the instance contains packages with unpublished changes.,No se puede convertir en paquete mientras que la instancia contenga paquetes con cambios sin publicar.,Impossible de convertir en package alors que l'instance contient des packages avec des modifications non publiées.,Non è possibile convertire in pacchetto mentre l'istanza contiene pacchetti con modifiche non pubblicate.,インスタンスに未公開の変更があるパッケージが含まれている場合はパッケージに変換できません。,인스턴스에 게시되지 않은 변경 사항이 있는 패키지가 포함되어 있으면 패키지로 변환할 수 없습니다.,Não é possível converter em pacote enquanto a instância contiver pacotes com alterações não publicadas.
 ,实例包含的包中有未发布的更改，无法转换为包。,实例包含的包中有未发布的更改，无法转换为包。,個體包含的套件具有未發布的變更，因此無法轉換成套件。,Studio.Toolbox.Audio.SoundEffect.Category.fire,Fire, ,Fire,Fuego,Feu,Fuoco,火,불,Fogo
 ,火焰,火焰,火焰,Studio.Toolbox.General.PackagesUpdateable,Updateable, ,Updateable,Actualizable,Mise à jour possible,Aggiornabile,アップデート可能,업데이트 가능,Atualizável
 ,可更新,可更新,可更新,Studio.Toolbox.Audio.SoundEffect.Category.foley,Foley, ,Foley,Efecto de sala,Bruiteur,Effetto stanza,フォーリー,폴리,Efeito de sala
 ,拟声音效,拟声音效,擬聲音效,Studio.Toolbox.Audio.SoundEffect.Category.foreign,Foreign, ,Foreign,Extranjero,Étranger,Stranieri,外国,외국,Estrangeiro
 ,外国,外国,外國,Studio.Toolbox.Audio.SoundEffect.Category.metal,Metal, ,Metal,Metal,Métal,Metallo,メタル,금속,Metal
 ,金属,金属,金屬,Studio.Toolbox.Audio.SoundEffect.Category.games,Games, ,Games,Juegos,Jeux,Giochi,ゲーム,게임,Jogos
 ,游戏,游戏,遊戲,Studio.Toolbox.Audio.SoundEffect.Category.gears,Gears, ,Gears,Engranajes,Engrenages,Ingranaggi,ギア,기어,Engrenagens
 ,齿轮,齿轮,齒輪,Studio.Toolbox.Audio.SoundEffect.Category.gore,Gore, ,Gore,Derramamientos de sangre,Gore,Macabro,流血,유혈,Violência extrema
 ,血腥,血腥,血腥,Studio.Toolbox.Audio.SoundEffect.Category.hand,Hand, ,Hand,Mano,Main,Mano,手,손,Mão
 ,手,手,手,Studio.Toolbox.Audio.SoundEffect.Category.handling,Handling, ,Handling,Manejo,Manipulation,Gestione,取扱い,조작,Manuseio
 ,操作,操作,操作,Studio.Toolbox.Audio.SoundEffect.Category.heavy,Heavy, ,Heavy,Pesado,Lourd,Pesante,ヘビー,무거움,Pesado
 ,沉重,沉重,沉重,Studio.Toolbox.Audio.SoundEffect.Category.horns,Horns, ,Horns,Bocinas,Cornes,Corni,ホーン,경적,Metais
 ,号角,号角,號角,Studio.Toolbox.General.CategoryFonts,Fonts, ,Fonts,Tipo de letra,Polices,Caratteri,フォント,글꼴,Fontes
 ,字体,字体,字型,Studio.Toolbox.Audio.SoundEffect.Category.instruments,Instruments, ,Instruments,Instrumentos,Instruments,Strumenti,楽器,악기,instrumentos
 ,乐器,乐器,樂器,Studio.Toolbox.Audio.SoundEffect.Category.reptiles,Reptiles, ,Reptiles,Reptiles,Reptiles,Rettili,爬虫類,파충류,Répteis
 ,爬行动物,爬行动物,爬蟲動物,Studio.Toolbox.Audio.SoundEffect.Category.jets,Jets, ,Jets,Jets,Jets,Jets,ジェット,제트,Jatos
 ,喷射机,喷射机,噴射,Studio.Toolbox.Audio.SoundEffect.Category.jungle,Jungle, ,Jungle,Selva,Jungle,Giungla,ジャングル,정글,Selva
 ,丛林,丛林,叢林,Studio.Toolbox.Audio.SoundEffect.Category.knives-swords,Knives & Swords, ,Knives & Swords,Cuchillos y Espadas,Couteaux et épées,Coltelli & Spade,ナイフと剣,칼 및 검,Facas e espadas
 ,刀剑,刀剑,刀劍,Studio.Toolbox.Audio.SoundEffect.Category.land,Land, ,Land,Tierra,Territoire,Terreno,着地音,육지,Terra
 ,土地,土地,陸地,Studio.Toolbox.Audio.SoundEffect.Category.lasers,Lasers, ,Lasers,Láseres,Laser,Laser,レーザー,레이저,Lasers
 ,激光,激光,雷射,Studio.Toolbox.Audio.SoundEffect.Category.props,Props, ,Props,Hélices,Hélices,Props,プロップ,프롭,Hélices
 ,道具,道具,道具,Studio.Toolbox.Audio.SoundEffect.Category.liquid-fx,Liquid FX, ,Liquid FX,FX líquido,FX liquide,Liquido FX,液体の効果音,액체 효과음,Efeitos líquidos
 ,液体效果,液体效果,液體效果,Studio.Toolbox.Audio.SoundEffect.Category.machine,Machine, ,Machine,Máquina,Machine,Macchina,マシン,기계,Máquina
 ,机器,机器,機器,Studio.Toolbox.Audio.SoundEffect.Category.microphone,Microphone, ,Microphone,Micrófono,Microphone,Microfono,マイク,마이크,Microfone
 ,麦克风,麦克风,邁科風,Studio.Toolbox.Audio.SoundEffect.Category.military,Military, ,Military,Militar,Militaire,Militare,ミリタリー,군대,Militar
 ,军事,军事,軍事,Studio.Toolbox.Audio.SoundEffect.Category.motorboats,Motorboats, ,Motorboats,Motobarcos,Bateaux à moteur,Motoscafi,モーターボート,모터보트,Barcos motorizados
 ,摩托艇,摩托艇,機動船,Studio.Toolbox.Audio.SoundEffect.Category.motors,Motors, ,Motors,Motores,Moteurs,Motori,モーター,모터,Motores
 ,马达,马达,馬達,Studio.Toolbox.Audio.SoundEffect.Category.musical,Musical, ,Musical,Musical,Musical,Musica,音楽,음악,Musical
 ,音乐剧,音乐剧,音樂劇,Studio.Toolbox.Audio.SoundEffect.Category.nautical,Nautical, ,Nautical,Náutico,Nautique,Nautica,航海,항해,Náutico
 ,航海,航海,航海,Studio.Toolbox.Audio.SoundEffect.Category.pops,Pops, ,Pops,Tronidos,Populations,Pops,ポップス,뻥 소리,Estalos
 ,爆裂声,爆裂声,啪聲,Studio.Toolbox.Audio.SoundEffect.Category.paper,Paper, ,Paper,Papel,Papier,Carta,紙,종이,Papel
 ,纸,纸,紙,Studio.Toolbox.Audio.SoundEffect.Category.warps,Warps, ,Warps,Deformaciones,Déformations,Verruche,ワープ,파형 변형,Deformações
 ,传送,传送,傳送,Studio.Toolbox.Audio.SoundEffect.Category.vehicles,Vehicles, ,Vehicles,Vehículos,Véhicules,Veicoli,車,탈것,Veículos
 ,车辆,车辆,交通工具,Studio.Toolbox.Audio.SoundEffect.Category.phonographs,Phonographs, ,Phonographs,Fonógrafos,Phonographes,Fonografi,蓄音機,축음기,Fonógrafos
 ,留声机,留声机,留聲機,Studio.Toolbox.Audio.SoundEffect.Category.pistols,Pistols, ,Pistols,Pistolas,Pistolets,Pistole,ピストル,권총,Pistolas
 ,手枪,手枪,手槍,Studio.Toolbox.Audio.SoundEffect.Category.pottery,Pottery, ,Pottery,Alfarería,Poterie,Ceramica,陶器,도자기,Cerâmica
 ,陶艺,陶艺,陶藝,Studio.Toolbox.Audio.SoundEffect.Category.power,Power, ,Power,Energía,Électricité,Potenza,パワー,파워,Energia
 ,能量,能量,能量,Studio.Toolbox.Audio.SoundEffect.Category.public-places,Public Places, ,Public Places,Lugares públicos,Lieux publics,Luoghi Pubblici,公共の場所,공공 장소,Lugares públicos
 ,公共场所,公共场所,公共場所,Studio.Toolbox.Audio.SoundEffect.Category.race-cars,Race Cars, ,Race Cars,Carros de carrera,Voitures de course,Auto Da Corsa,レースカー,레이싱 카,Carros de corrida
 ,赛车,赛车,賽車,Studio.Toolbox.Audio.SoundEffect.Category.radio,Radio, ,Radio,Radio,Radio,Radio,ラジオ,라디오,Rádio
 ,收音机,收音机,收音機,Studio.Toolbox.Audio.SoundEffect.Category.ratchets,Ratchets, ,Ratchets,Ruedas dentadas,Ratures,Ruote dentate,ラチェット,래칫,Catracas
 ,棘轮,棘轮,棘輪,Studio.Toolbox.Audio.SoundEffect.Category.ricochets,Ricochets, ,Ricochets,Rebotes,Ricochets,Rimbalzi,跳弾,도탄,Ricochetes
 ,弹跳,弹跳,跳彈,Studio.Toolbox.Audio.SoundEffect.Category.rings,Rings, ,Rings,Timbres,Anneaux,Anelli,着信音,링,Timbres
 ,环,环,環,Studio.Toolbox.Audio.SoundEffect.Category.rips,Rips, ,Rips,Desgarres,Larmes,Rips,引き裂く音,찢음,Rasgos
 ,撕,撕,撕,Studio.Toolbox.Audio.SoundEffect.Category.rips-tears,Rips & Tears, ,Rips & Tears,Desgarres y Rasgaduras,Larmes et déchirures,Rips E Lacrime,引き裂く音と割れる音,찢음 및 뜯음,Rasgos e partidas
 ,撕裂,撕裂,撕裂,Studio.Toolbox.Audio.SoundEffect.Category.rollers,Rollers, ,Rollers,Rodillos,Rouleaux,Rulli,ローラー音,롤러,Roladores
 ,滚动,滚动,Roller,Studio.Toolbox.Audio.SoundEffect.Category.rowboats,Rowboats, ,Rowboats,Barcas de remo,Canots,Barca a remi,漕ぐ音,노 젓는 배,Barcos a remo
 ,划浆船,划浆船,划槳船,Studio.Toolbox.Audio.SoundEffect.Category.rumbles,Rumbles, ,Rumbles,Gruñidos,Grognements,Rimbombi,ゴロゴロ音,우르릉 소리,Grunhidos
 ,震动,震动,震動,Studio.Toolbox.Audio.SoundEffect.Category.rural,Rural, ,Rural,Rural,Rural,Rurale,田舎,시골,Rural
 ,农村,农村,農村,Studio.Toolbox.Audio.SoundEffect.Category.scrapes-squeaks,Scrapes & Squeaks, ,Scrapes & Squeaks,Raspados y Chillidos,Raclages et grincements,Cigolii e cigolii,摩擦音ときしみ音,긁음 및 삐걱거림,Raspagens e rangidos
 ,摩擦嘎吱声,摩擦嘎吱声,摩擦吱叫,Studio.Toolbox.Audio.SoundEffect.Category.user-interface,User Interface, ,User Interface,Interfaz de usuario,Interface utilisateur,Interfaccia Utente,ユーザーインターフェース,사용자 인터페이스,Interface do usuário
 ,用户界面,用户界面,使用者介面,Studio.Toolbox.Audio.SoundEffect.Category.screams,Screams, ,Screams,Gritos,Cris,Urli,叫び声,비명,Gritos
 ,尖叫,尖叫,尖叫,Studio.Toolbox.Audio.SoundEffect.Category.ships,Ships, ,Ships,Naves,Navires,Navi,船,배,Navios
 ,船只,船只,艦,Studio.Toolbox.Audio.SoundEffect.Category.shotguns,Shotguns, ,Shotguns,Escopetas,Fusils à pompe,Fucili,ショットガン,산탄총,Espingardas
 ,散弹枪,散弹枪,散彈槍,Studio.Toolbox.Audio.SoundEffect.Category.suspension,Suspension, ,Suspension,Suspensión,Suspension,Sospensione,サスペンション,서스펜션,Suspensão
 ,悬疑,悬疑,懸吊,Studio.Toolbox.Audio.SoundEffect.Category.sneezes,Sneezes, ,Sneezes,Estornudos,Éternuements,Starnuti,くしゃみ,재채기,Espirros
 ,打喷嚏,打喷嚏,噴嚏,Studio.Toolbox.Audio.SoundEffect.Category.splashes,Splashes, ,Splashes,Salpicaduras,Éclaboussures,Splashes,パシャパシャ音,물보라,Salpicos
 ,水花飞溅,水花飞溅,水花,Studio.Toolbox.Audio.SoundEffect.Category.spray,Spray, ,Spray,Rociar,Vaporisation,Spray,スプレー,스프레이,Borrifo
 ,喷洒,喷洒,噴灑,Studio.Toolbox.General.SearchOptionsIncludeUnverifiedHeader,Include unverified creators, ,Include unverified creators,Incluye creadores no verificados,Inclure les créateurs non vérifiés,Includi creatori non verificati,未認証のクリエーターも入れる,미인증 크리에이터 포함,Incluir criadores não verificados
 ,包括未验证的创作者,包括未验证的创作者,包括未驗證創作者,Studio.Toolbox.Audio.SoundEffect.Category.steam,Steam, ,Steam,Vapor,Vapeur,Vapore,スチーム,스팀,Vapor
 ,蒸汽,蒸汽,蒸氣,Studio.Toolbox.Audio.SoundEffect.Category.stings,Stings, ,Stings,Punzadas,Piqûres,Punture,刺す音,쏘기,Picadas
 ,叮咬,叮咬,叮刺,Studio.Toolbox.Audio.SoundEffect.Category.submarines,Submarines, ,Submarines,Submarinos,Sous-marins,Sottomarino,潜水艦,잠수함,Submarinos
 ,潜水艇,潜水艇,潛水艇,Studio.Toolbox.Audio.SoundEffect.Category.subway,Subway, ,Subway,Metropolitana,Métro,Metropolitana,地下鉄,지하철,Metrô
 ,地铁,地铁,地鐵,Studio.Toolbox.Audio.SoundEffect.Category.subwoofer,Subwoofer, ,Subwoofer,Subwoofer,Caisson de basse,Subwoofer,サブウーファー,서브우퍼,Subwoofer
