Key,Source,Context,en-us
 ,Sigh,Studio.Toolbox.Audio.SoundEffect.Category.Singing,Singing
 ,Singing,Studio.Toolbox.Audio.SoundEffect.Category.Raindrop,Raindrop
 ,Raindrop,Studio.Toolbox.Audio.SoundEffect.Category.Yodeling,Yodeling
 ,Yodeling,Studio.Toolbox.Audio.SoundEffect.Category.Chant,Chant
 ,Chant,Studio.Toolbox.Audio.SoundEffect.Category.Synthetic singing,Synthetic singing
 ,Synthetic singing,Studio.Toolbox.Audio.SoundEffect.Category.Whistle,Whistle
 ,Whistle,Studio.Toolbox.Audio.SoundEffect.Category.Humming,Humming
 ,Humming,Studio.Toolbox.Audio.SoundEffect.Category.Tambourine,Tambourine
 ,Tambourine,Studio.Toolbox.Audio.SoundEffect.Category.Grunt,Grunt
 ,Grunt,Studio.Toolbox.Audio.SoundEffect.Category.Tire squeal,Tire squeal
 ,Tire squeal,Studio.Toolbox.Audio.SoundEffect.Category.Whistling,Whistling
 ,Whistling,Studio.Toolbox.Audio.SoundEffect.Category.Gasp,Gasp
 ,Gasp,Studio.Toolbox.Audio.SoundEffect.Category.Cough,Cough
 ,Cough,Studio.Toolbox.Audio.SoundEffect.Category.Sniff,Sniff
 ,Sniff,Studio.Toolbox.Audio.SoundEffect.Category.Run,Run
 ,Run,Studio.Toolbox.Audio.SoundEffect.Category.Skidding,Skidding
 ,Skidding,Studio.Toolbox.Audio.SoundEffect.Category.Flap,Flap
 ,Flap,Studio.Toolbox.Audio.SoundEffect.Category.Shuffle,Shuffle
 ,Shuffle,Studio.Toolbox.Audio.SoundEffect.Category.Fart,Fart
 ,Fart,Studio.Toolbox.Audio.SoundEffect.Category.Biting,Biting
 ,Biting,"Studio.Toolbox.Audio.SoundEffect.Category.Roaring cats (lions, tigers)","Roaring cats (lions, tigers)"
 ,"Roaring cats (lions, tigers)",Studio.Toolbox.Audio.SoundEffect.Category.Gargling,Gargling
 ,Gargling,Studio.Toolbox.Audio.SoundEffect.Category.Dance music,Dance music
 ,Dance music,Studio.Toolbox.Audio.SoundEffect.Category.Stomach rumble,Stomach rumble
 ,Stomach rumble,Studio.Toolbox.Audio.SoundEffect.Category.Guitar,Guitar
 ,Guitar,Studio.Toolbox.Audio.SoundEffect.Category.Hiccup,Hiccup
 ,Hiccup,Studio.Toolbox.Audio.SoundEffect.Category.Finger snapping,Finger snapping
 ,Finger snapping,"Studio.Toolbox.Audio.SoundEffect.Category.Chicken, rooster","Chicken, rooster"
 ,"Chicken, rooster",Studio.Toolbox.Audio.SoundEffect.Category.Mechanisms,Mechanisms
 ,Mechanisms,"Studio.Toolbox.Audio.SoundEffect.Category.Heart sounds, heartbeat","Heart sounds, heartbeat"
 ,"Heart sounds, heartbeat",Studio.Toolbox.Audio.SoundEffect.Category.Heart murmur,Heart murmur
 ,Heart murmur,Studio.Toolbox.Audio.SoundEffect.Category.Cheering,Cheering
 ,Cheering,Studio.Toolbox.Audio.SoundEffect.Category.Children playing,Children playing
 ,Children playing,Studio.Toolbox.Audio.SoundEffect.Category.Animal,Animal
 ,Animal,Studio.Toolbox.Audio.SoundEffect.Category.Bark,Bark
 ,Bark,Studio.Toolbox.Audio.SoundEffect.Category.Bow-wow,Bow-wow
 ,Bow-wow,Studio.Toolbox.Audio.SoundEffect.Category.Hi-hat,Hi-hat
 ,Hi-hat,Studio.Toolbox.Audio.SoundEffect.Category.Dubstep,Dubstep
 ,Dubstep,Studio.Toolbox.Audio.SoundEffect.Category.Purr,Purr
 ,Purr,Studio.Toolbox.Audio.SoundEffect.Category.Horse,Horse
 ,Horse,"Studio.Toolbox.Audio.SoundEffect.Category.Cattle, bovinae","Cattle, bovinae"
 ,"Cattle, bovinae",Studio.Toolbox.Audio.SoundEffect.Category.Pig,Pig
 ,Pig,Studio.Toolbox.Audio.SoundEffect.Category.Oink,Oink
 ,Oink,Studio.Toolbox.Audio.SoundEffect.Category.Goat,Goat
 ,Goat,Studio.Toolbox.Audio.SoundEffect.Category.Bleat,Bleat
 ,Bleat,Studio.Toolbox.Audio.SoundEffect.Category.Ukulele,Ukulele
 ,Ukulele,Studio.Toolbox.Audio.SoundEffect.Category.Sheep,Sheep
 ,Sheep,"Studio.Toolbox.Audio.SoundEffect.Category.Crowing, cock-a-doodle-doo","Crowing, cock-a-doodle-doo"
 ,"Crowing, cock-a-doodle-doo",Studio.Toolbox.Audio.SoundEffect.Category.Gobble,Gobble
 ,Gobble,Studio.Toolbox.Audio.SoundEffect.Category.Duck,Duck
 ,Duck,Studio.Toolbox.Audio.SoundEffect.Category.Goose,Goose
 ,Goose,Studio.Toolbox.Audio.SoundEffect.Category.Quack,Quack
 ,Quack,Studio.Toolbox.Audio.SoundEffect.Category.Wild animals,Wild animals
 ,Wild animals,Studio.Toolbox.Audio.SoundEffect.Category.Coo,Coo
 ,Coo,"Studio.Toolbox.Audio.SoundEffect.Category.Chirp, tweet","Chirp, tweet"
 ,"Chirp, tweet",Studio.Toolbox.Audio.SoundEffect.Category.Caw,Caw
 ,Caw,Studio.Toolbox.Audio.SoundEffect.Category.Hoot,Hoot
 ,Hoot,"Studio.Toolbox.Audio.SoundEffect.Category.Rodents, rats, mice","Rodents, rats, mice"
 ,"Rodents, rats, mice",Studio.Toolbox.Audio.SoundEffect.Category.Mouse,Mouse
 ,Mouse,Studio.Toolbox.Audio.SoundEffect.Category.Insect,Insect
 ,Insect,Studio.Toolbox.Audio.SoundEffect.Category.Cricket,Cricket
 ,Cricket,Studio.Toolbox.Audio.SoundEffect.Category.Artillery fire,Artillery fire
 ,Artillery fire,Studio.Toolbox.Audio.SoundEffect.Category.Frying (food),Frying (food)
 ,Frying (food),"Studio.Toolbox.Audio.SoundEffect.Category.Fly, housefly","Fly, housefly"
 ,"Fly, housefly",Studio.Toolbox.Audio.SoundEffect.Category.Rattle,Rattle
 ,Rattle,"Studio.Toolbox.Audio.SoundEffect.Category.Steel guitar, slide guitar","Steel guitar, slide guitar"
 ,"Steel guitar, slide guitar",Studio.Toolbox.Audio.SoundEffect.Category.Whale vocalization,Whale vocalization
 ,Whale vocalization,Studio.Toolbox.Audio.SoundEffect.Category.Bathtub (filling or washing),Bathtub (filling or washing)
 ,Bathtub (filling or washing),Studio.Toolbox.Audio.SoundEffect.Category.Musical instrument,Musical instrument
 ,Musical instrument,Studio.Toolbox.Audio.SoundEffect.Category.Plucked string instrument,Plucked string instrument
 ,Plucked string instrument,Studio.Toolbox.Audio.SoundEffect.Category.Drum machine,Drum machine
 ,Drum machine,Studio.Toolbox.Audio.SoundEffect.Category.Electric guitar,Electric guitar
 ,Electric guitar,"Studio.Toolbox.Audio.SoundEffect.Category.Burst, pop","Burst, pop"
 ,"Burst, pop",Studio.Toolbox.Audio.SoundEffect.Category.Bass guitar,Bass guitar
 ,Bass guitar,Studio.Toolbox.Audio.SoundEffect.Category.Jet engine,Jet engine
 ,Jet engine,Studio.Toolbox.Audio.SoundEffect.Category.Sawing,Sawing
 ,Sawing,Studio.Toolbox.Audio.SoundEffect.Category.Strum,Strum
 ,Strum,Studio.Toolbox.Audio.SoundEffect.Category.Sitar,Sitar
 ,Sitar,Studio.Toolbox.Audio.SoundEffect.Category.Zither,Zither
 ,Zither,Studio.Toolbox.Audio.SoundEffect.Category.Exciting music,Exciting music
 ,Exciting music,Studio.Toolbox.Audio.SoundEffect.Category.Aircraft engine,Aircraft engine
 ,Aircraft engine,Studio.Toolbox.Audio.SoundEffect.Category.Clicking,Clicking
 ,Clicking,Studio.Toolbox.Audio.SoundEffect.Category.Keyboard (musical),Keyboard (musical)
 ,Keyboard (musical),Studio.Toolbox.Audio.SoundEffect.Category.Piano,Piano
 ,Piano,Studio.Toolbox.Audio.SoundEffect.Category.Rimshot,Rimshot
 ,Rimshot,Studio.Toolbox.Audio.SoundEffect.Category.Electric piano,Electric piano
 ,Electric piano,Studio.Toolbox.Audio.SoundEffect.Category.Organ,Organ
 ,Organ,Studio.Toolbox.Audio.SoundEffect.Category.Maraca,Maraca
 ,Maraca,Studio.Toolbox.Audio.SoundEffect.Category.Hammond organ,Hammond organ
 ,Hammond organ,Studio.Toolbox.Audio.SoundEffect.Category.Synthesizer,Synthesizer
 ,Synthesizer,Studio.Toolbox.Audio.SoundEffect.Category.Sampler,Sampler
 ,Sampler,Studio.Toolbox.Audio.SoundEffect.Category.Tubular bells,Tubular bells
 ,Tubular bells,Studio.Toolbox.Audio.SoundEffect.Category.Glockenspiel,Glockenspiel
 ,Glockenspiel,Studio.Toolbox.Audio.SoundEffect.Category.French horn,French horn
 ,French horn,Studio.Toolbox.Audio.SoundEffect.Category.Cello,Cello
 ,Cello,Studio.Toolbox.Audio.SoundEffect.Category.Bowed string instrument,Bowed string instrument
 ,Bowed string instrument,Studio.Toolbox.Audio.SoundEffect.Category.String section,String section
 ,String section,"Studio.Toolbox.Audio.SoundEffect.Category.Violin, fiddle","Violin, fiddle"
 ,"Violin, fiddle",Studio.Toolbox.Audio.SoundEffect.Category.Background music,Background music
 ,Background music,Studio.Toolbox.Audio.SoundEffect.Category.Church bell,Church bell
 ,Church bell,Studio.Toolbox.Audio.SoundEffect.Category.Car passing by,Car passing by
 ,Car passing by,Studio.Toolbox.Audio.SoundEffect.Category.Chime,Chime
 ,Chime,Studio.Toolbox.Audio.SoundEffect.Category.Harmonica,Harmonica
 ,Harmonica,Studio.Toolbox.Audio.SoundEffect.Category.Bagpipes,Bagpipes
 ,Bagpipes,Studio.Toolbox.Audio.SoundEffect.Category.Didgeridoo,Didgeridoo
 ,Didgeridoo,Studio.Toolbox.Audio.SoundEffect.Category.Rail transport,Rail transport
 ,Rail transport,Studio.Toolbox.Audio.SoundEffect.Category.Scratching (performance technique),Scratching (performance technique)
 ,Scratching (performance technique),Studio.Toolbox.Audio.SoundEffect.Category.Pop music,Pop music
 ,Pop music,Studio.Toolbox.Audio.SoundEffect.Category.Hip hop music,Hip hop music
 ,Hip hop music,Studio.Toolbox.Audio.SoundEffect.Category.Happy music,Happy music
 ,Happy music,Studio.Toolbox.Audio.SoundEffect.Category.Beatboxing,Beatboxing
 ,Beatboxing,Studio.Toolbox.Audio.SoundEffect.Category.Rock music,Rock music
 ,Rock music,Studio.Toolbox.Audio.SoundEffect.Category.Progressive rock,Progressive rock
 ,Progressive rock,Studio.Toolbox.Audio.SoundEffect.Category.Rock and roll,Rock and roll
 ,Rock and roll,Studio.Toolbox.Audio.SoundEffect.Category.Reggae,Reggae
 ,Reggae,Studio.Toolbox.Audio.SoundEffect.Category.Swing music,Swing music
 ,Swing music,Studio.Toolbox.Audio.SoundEffect.Category.Scratch,Scratch
 ,Scratch,Studio.Toolbox.Audio.SoundEffect.Category.Bluegrass,Bluegrass
 ,Bluegrass,Studio.Toolbox.Audio.SoundEffect.Category.Chorus effect,Chorus effect
 ,Chorus effect,Studio.Toolbox.Audio.SoundEffect.Category.Folk music,Folk music
 ,Folk music,Studio.Toolbox.Audio.SoundEffect.Category.Middle Eastern music,Middle Eastern music
 ,Middle Eastern music,Studio.Toolbox.Audio.SoundEffect.Category.Disco,Disco
 ,Disco,Studio.Toolbox.Audio.SoundEffect.Category.Opera,Opera
 ,Opera,Studio.Toolbox.Audio.SoundEffect.Category.Busy signal,Busy signal
 ,Busy signal,Studio.Toolbox.Audio.SoundEffect.Category.Sad music,Sad music
 ,Sad music,Studio.Toolbox.Audio.SoundEffect.Category.Electronic music,Electronic music
 ,Electronic music,Studio.Toolbox.Audio.SoundEffect.Category.Coin (dropping),Coin (dropping)
 ,Coin (dropping),Studio.Toolbox.Audio.SoundEffect.Category.Rub,Rub
 ,Rub,Studio.Toolbox.Audio.SoundEffect.Category.Techno,Techno
 ,Techno,Studio.Toolbox.Audio.SoundEffect.Category.Drum and bass,Drum and bass
 ,Drum and bass,Studio.Toolbox.Audio.SoundEffect.Category.Toot,Toot
 ,Toot,Studio.Toolbox.Audio.SoundEffect.Category.Electronic dance music,Electronic dance music
 ,Electronic dance music,Studio.Toolbox.Audio.SoundEffect.Category.Trance music,Trance music
 ,Trance music,Studio.Toolbox.Audio.SoundEffect.Category.Music of Latin America,Music of Latin America
 ,Music of Latin America,Studio.Toolbox.Audio.SoundEffect.Category.Flamenco,Flamenco
 ,Flamenco,Studio.Toolbox.Audio.SoundEffect.Category.Music for children,Music for children
 ,Music for children,Studio.Toolbox.Audio.SoundEffect.Category.Afrobeat,Afrobeat
 ,Afrobeat,Studio.Toolbox.Audio.SoundEffect.Category.Christian music,Christian music
 ,Christian music,Studio.Toolbox.Audio.SoundEffect.Category.Buzzer,Buzzer
 ,Buzzer,Studio.Toolbox.Audio.SoundEffect.Category.Music of Asia,Music of Asia
 ,Music of Asia,Studio.Toolbox.Audio.SoundEffect.Category.Music of Bollywood,Music of Bollywood
 ,Music of Bollywood,Studio.Toolbox.Audio.SoundEffect.Category.Song,Song
 ,Song,Studio.Toolbox.Audio.SoundEffect.Category.Slam,Slam
 ,Slam,Studio.Toolbox.Audio.SoundEffect.Category.Jingle (music),Jingle (music)
 ,Jingle (music),Studio.Toolbox.Audio.SoundEffect.Category.Christmas music,Christmas music
 ,Christmas music,Studio.Toolbox.Audio.SoundEffect.Category.Wedding music,Wedding music
 ,Wedding music,Studio.Toolbox.Audio.SoundEffect.Category.Jackhammer,Jackhammer
 ,Jackhammer,Studio.Toolbox.Audio.SoundEffect.Category.Tender music,Tender music
 ,Tender music,Studio.Toolbox.Audio.SoundEffect.Category.Angry music,Angry music
 ,Angry music,Studio.Toolbox.Audio.SoundEffect.Category.Scary music,Scary music
 ,Scary music,Studio.Toolbox.Audio.SoundEffect.Category.Wind,Wind
 ,Wind,Studio.Toolbox.Audio.SoundEffect.Category.Thunderstorm,Thunderstorm
 ,Thunderstorm,Studio.Toolbox.Audio.SoundEffect.Category.Rain on surface,Rain on surface
 ,Rain on surface,"Studio.Toolbox.Audio.SoundEffect.Category.Waves, surf","Waves, surf"
 ,"Waves, surf",Studio.Toolbox.Audio.SoundEffect.Category.Ship,Ship
 ,Ship,"Studio.Toolbox.Audio.SoundEffect.Category.Power windows, electric windows","Power windows, electric windows"
 ,"Power windows, electric windows","Studio.Toolbox.Audio.SoundEffect.Category.Race car, auto racing","Race car, auto racing"
 ,"Race car, auto racing",Studio.Toolbox.Audio.SoundEffect.Category.Air brake,Air brake
 ,Air brake,Studio.Toolbox.Audio.SoundEffect.Category.Alarm clock,Alarm clock
 ,Alarm clock,"Studio.Toolbox.Audio.SoundEffect.Category.Air horn, truck horn","Air horn, truck horn"
 ,"Air horn, truck horn",Studio.Toolbox.Audio.SoundEffect.Category.Reversing beeps,Reversing beeps
 ,Reversing beeps,"Studio.Toolbox.Audio.SoundEffect.Category.Ice cream truck, ice cream van","Ice cream truck, ice cream van"
 ,"Ice cream truck, ice cream van",Studio.Toolbox.Audio.SoundEffect.Category.Emergency vehicle,Emergency vehicle
 ,Emergency vehicle,Studio.Toolbox.Audio.SoundEffect.Category.Police car (siren),Police car (siren)
 ,Police car (siren),Studio.Toolbox.Audio.SoundEffect.Category.Motorcycle,Motorcycle
 ,Motorcycle,"Studio.Toolbox.Audio.SoundEffect.Category.Traffic noise, roadway noise","Traffic noise, roadway noise"
 ,"Traffic noise, roadway noise",Studio.Toolbox.Audio.SoundEffect.Category.Train,Train
 ,Train,Studio.Toolbox.Audio.SoundEffect.Category.Train whistle,Train whistle
 ,Train whistle,Studio.Toolbox.Audio.SoundEffect.Category.Clatter,Clatter
 ,Clatter,Studio.Toolbox.Audio.SoundEffect.Category.Train horn,Train horn
 ,Train horn,Studio.Toolbox.Audio.SoundEffect.Category.Train wheels squealing,Train wheels squealing
 ,Train wheels squealing,"Studio.Toolbox.Audio.SoundEffect.Category.Fixed-wing aircraft, airplane","Fixed-wing aircraft, airplane"
 ,"Fixed-wing aircraft, airplane",Studio.Toolbox.Audio.SoundEffect.Category.Skateboard,Skateboard
 ,Skateboard,Studio.Toolbox.Audio.SoundEffect.Category.Engine,Engine
 ,Engine,Studio.Toolbox.Audio.SoundEffect.Category.Light engine (high frequency),Light engine (high frequency)
 ,Light engine (high frequency),"Studio.Toolbox.Audio.SoundEffect.Category.Dental drill, dentist's drill","Dental drill, dentist's drill"
 ,"Dental drill, dentist's drill",Studio.Toolbox.Audio.SoundEffect.Category.Lawn mower,Lawn mower
 ,Lawn mower,Studio.Toolbox.Audio.SoundEffect.Category.Heavy engine (low frequency),Heavy engine (low frequency)
 ,Heavy engine (low frequency),Studio.Toolbox.Audio.SoundEffect.Category.Idling,Idling
 ,Idling,Studio.Toolbox.Audio.SoundEffect.Category.Shatter,Shatter
 ,Shatter,Studio.Toolbox.Audio.SoundEffect.Category.Ding-dong,Ding-dong
 ,Ding-dong,Studio.Toolbox.Audio.SoundEffect.Category.Tap,Tap
 ,Tap,"Studio.Toolbox.Audio.SoundEffect.Category.Cutlery, silverware","Cutlery, silverware"
 ,"Cutlery, silverware",Studio.Toolbox.Audio.SoundEffect.Category.Sink (filling or washing),Sink (filling or washing)
 ,Sink (filling or washing),Studio.Toolbox.Audio.SoundEffect.Category.Hair dryer,Hair dryer
 ,Hair dryer,Studio.Toolbox.Audio.SoundEffect.Category.Electronic tuner,Electronic tuner
 ,Electronic tuner,Studio.Toolbox.Audio.SoundEffect.Category.Toothbrush,Toothbrush
 ,Toothbrush,Studio.Toolbox.Audio.SoundEffect.Category.Electric toothbrush,Electric toothbrush
 ,Electric toothbrush,Studio.Toolbox.Audio.SoundEffect.Category.Zipper (clothing),Zipper (clothing)
 ,Zipper (clothing),Studio.Toolbox.Audio.SoundEffect.Category.Computer keyboard,Computer keyboard
 ,Computer keyboard,Studio.Toolbox.Audio.SoundEffect.Category.Telephone bell ringing,Telephone bell ringing
 ,Telephone bell ringing,"Studio.Toolbox.Audio.SoundEffect.Category.Telephone dialing, DTMF","Telephone dialing, DTMF"
 ,"Telephone dialing, DTMF",Studio.Toolbox.Audio.SoundEffect.Category.Dial tone,Dial tone
 ,Dial tone,"Studio.Toolbox.Audio.SoundEffect.Category.Smoke detector, smoke alarm","Smoke detector, smoke alarm"
 ,"Smoke detector, smoke alarm",Studio.Toolbox.Audio.SoundEffect.Category.Steam whistle,Steam whistle
 ,Steam whistle,Studio.Toolbox.Audio.SoundEffect.Category.Clock,Clock
 ,Clock,Studio.Toolbox.Audio.SoundEffect.Category.Tick,Tick
 ,Tick,Studio.Toolbox.Audio.SoundEffect.Category.Tick-tock,Tick-tock
 ,Tick-tock,Studio.Toolbox.Audio.SoundEffect.Category.Pulleys,Pulleys
 ,Pulleys,Studio.Toolbox.Audio.SoundEffect.Category.Mechanical fan,Mechanical fan
 ,Mechanical fan,Studio.Toolbox.Audio.SoundEffect.Category.Cash register,Cash register
 ,Cash register,Studio.Toolbox.Audio.SoundEffect.Category.Printer,Printer
 ,Printer,Studio.Toolbox.Audio.SoundEffect.Category.Camera,Camera
 ,Camera,Studio.Toolbox.Audio.SoundEffect.Category.Single-lens reflex camera,Single-lens reflex camera
 ,Single-lens reflex camera,Studio.Toolbox.Audio.SoundEffect.Category.Sanding,Sanding
 ,Sanding,Studio.Toolbox.Audio.SoundEffect.Category.Pulse,Pulse
 ,Pulse,Studio.Toolbox.Audio.SoundEffect.Category.Drill,Drill
 ,Drill,Studio.Toolbox.Audio.SoundEffect.Category.Machine gun,Machine gun
 ,Machine gun,Studio.Toolbox.Audio.SoundEffect.Category.Fusillade,Fusillade
 ,Fusillade,Studio.Toolbox.Audio.SoundEffect.Category.Firecracker,Firecracker
 ,Firecracker,Studio.Toolbox.Audio.SoundEffect.Category.Eruption,Eruption
 ,Eruption,Studio.Toolbox.Audio.SoundEffect.Category.Boom,Boom
 ,Boom,Studio.Toolbox.Audio.SoundEffect.Category.Chop,Chop
 ,Chop,Studio.Toolbox.Audio.SoundEffect.Category.Crack,Crack
 ,Crack,"Studio.Toolbox.Audio.SoundEffect.Category.Chink, clink","Chink, clink"
 ,"Chink, clink",Studio.Toolbox.Audio.SoundEffect.Category.Liquid,Liquid
 ,Liquid,Studio.Toolbox.Audio.SoundEffect.Category.Slosh,Slosh
 ,Slosh,Studio.Toolbox.Audio.SoundEffect.Category.Squish,Squish
 ,Squish,Studio.Toolbox.Audio.SoundEffect.Category.Pour,Pour
 ,Pour,Studio.Toolbox.Audio.SoundEffect.Category.Gush,Gush
 ,Gush,Studio.Toolbox.Audio.SoundEffect.Category.Fill (with liquid),Fill (with liquid)
 ,Fill (with liquid),Studio.Toolbox.Audio.SoundEffect.Category.Pump (liquid),Pump (liquid)
 ,Pump (liquid),Studio.Toolbox.Audio.SoundEffect.Category.Boiling,Boiling
 ,Boiling,"Studio.Toolbox.Audio.SoundEffect.Category.Thump, thud","Thump, thud"
 ,"Thump, thud",Studio.Toolbox.Audio.SoundEffect.Category.Thunk,Thunk
 ,Thunk,Studio.Toolbox.Audio.SoundEffect.Category.Effects unit,Effects unit
 ,Effects unit,Studio.Toolbox.Audio.SoundEffect.Category.Basketball bounce,Basketball bounce
 ,Basketball bounce,Studio.Toolbox.Audio.SoundEffect.Category.Bang,Bang
 ,Bang,"Studio.Toolbox.Audio.SoundEffect.Category.Slap, smack","Slap, smack"
 ,"Slap, smack","Studio.Toolbox.Audio.SoundEffect.Category.Whack, thwack","Whack, thwack"
 ,"Whack, thwack","Studio.Toolbox.Audio.SoundEffect.Category.Smash, crash","Smash, crash"
 ,"Smash, crash",Studio.Toolbox.Audio.SoundEffect.Category.Bouncing,Bouncing
 ,Bouncing,Studio.Toolbox.Audio.SoundEffect.Category.Whip,Whip
 ,Whip,Studio.Toolbox.Audio.SoundEffect.Category.Roll,Roll
 ,Roll,Studio.Toolbox.Audio.SoundEffect.Category.Crushing,Crushing
 ,Crushing,Studio.Toolbox.Audio.SoundEffect.Category.Tearing,Tearing
 ,Tearing,"Studio.Toolbox.Audio.SoundEffect.Category.Beep, bleep","Beep, bleep"
 ,"Beep, bleep",Studio.Toolbox.Audio.SoundEffect.Category.Ping,Ping
 ,Ping,Studio.Toolbox.Audio.SoundEffect.Category.Ding,Ding
 ,Ding,Studio.Toolbox.Audio.SoundEffect.Category.Squeal,Squeal
 ,Squeal,Studio.Toolbox.Audio.SoundEffect.Category.Creak,Creak
 ,Creak,Studio.Toolbox.Audio.SoundEffect.Category.Whir,Whir
 ,Whir,Studio.Toolbox.Audio.SoundEffect.Category.Sizzle,Sizzle
 ,Sizzle,Studio.Toolbox.Audio.SoundEffect.Category.Rumble,Rumble
 ,Rumble,"Studio.Toolbox.Audio.SoundEffect.Category.Jingle, tinkle","Jingle, tinkle"
 ,"Jingle, tinkle",Studio.Toolbox.Audio.SoundEffect.Category.Crunch,Crunch
 ,Crunch,Studio.Toolbox.Audio.SoundEffect.Category.Silence,Silence
 ,Silence,Studio.Toolbox.Audio.SoundEffect.Category.Sine wave,Sine wave
 ,Sine wave,Studio.Toolbox.Audio.SoundEffect.Category.Harmonic,Harmonic
 ,Harmonic,Studio.Toolbox.Audio.SoundEffect.Category.Chirp tone,Chirp tone
 ,Chirp tone,Studio.Toolbox.Audio.SoundEffect.Category.Sound effect,Sound effect
 ,Sound effect,"Studio.Toolbox.Audio.SoundEffect.Category.Inside, large room or hall","Inside, large room or hall"
 ,"Inside, large room or hall","Studio.Toolbox.Audio.SoundEffect.Category.Outside, urban or manmade","Outside, urban or manmade"
 ,"Outside, urban or manmade",Studio.Toolbox.Audio.SoundEffect.Category.Reverberation,Reverberation
 ,Reverberation,Studio.Toolbox.Audio.SoundEffect.Category.Echo,Echo
 ,Echo,Studio.Toolbox.Audio.SoundEffect.Category.Noise,Noise
 ,Noise,Studio.Toolbox.Audio.SoundEffect.Category.Environmental noise,Environmental noise
 ,Environmental noise,Studio.Toolbox.Audio.SoundEffect.Category.Sidetone,Sidetone
 ,Sidetone,Studio.Toolbox.Audio.SoundEffect.Category.Cacophony,Cacophony
 ,Cacophony,Studio.Toolbox.Audio.SoundEffect.Category.Pink noise,Pink noise
 ,Pink noise,Studio.Toolbox.Audio.SoundEffect.Category.Vibration,Vibration
 ,Vibration,Studio.Toolbox.Audio.SoundEffect.Category.Television,Television
 ,Television
