Studio.App.GenerativeAI.LearnMore,,,Learn More,Learn More,معرفة المزيد,Mehr erfahren,Aprende más,En savoir plus,ज़्यादा जानें,Pelajari Selengkapnya,Scopri di più,もっと詳しく,자세히 보기,Dowiedz się więcej,Saiba mais,,เรียนรู้เพิ่มเติม,Daha fazla bilgi edin,Tìm Hiểu Thêm,了解更多,了解更多,深入了解
Studio.App.GenerativeAI.AgreeAndContinue,,,Agree and Continue,Agree and Continue,الموافقة والمتابعة,Zustimmen und fortfahren,Aceptar y continuar,Accepter et continuer,सहमति दें और जारी रखें,Setuju dan Lanjutkan,Accetta e continua,同意して続ける,동의 및 계속,Zaakceptuj i kontynuuj,Aceitar e Continuar,,ยอมรับและดำเนินการต่อ,Kabul ederek devam et,Đồng Ý và Tiếp Tục,同意并继续,同意并继续,同意並繼續
Studio.App.GameExplorerUtils.AliasNameInvalid,,,Alias name is invalid,Alias name is invalid,اسم الاسم المستعار غير صالح,Alias-Name ist ungültig,El alias no es válido,Le nom d'alias n'est pas valide,एलियस नाम अमान्य है,Nama alias tidak valid,Nome alias non valido,ニックネームが無効です,유효하지 않은 닉네임입니다,Nazwa aliasu jest nieprawidłowa,O nome alternativo é inválido,,ชื่อเล่นไม่ถูกต้อง,Takma ad geçersiz,Tên bí danh không hợp lệ,别名名称无效,别名名称无效,別名名稱無效
Studio.App.GameExplorerUtils.DataModelInvalid,,,DataModel is invalid,DataModel is invalid,DataModel غير صالح,DataModel ist ungültig,DataModel no es válido,Le DataModel est invalide,DataModel अमान्य है,DataModel tidak valid,DataModel non valido,DataModel が無効です,유효하지 않은 DataModel입니다,Nieprawidłowy plik DataModel,DataModel é inválido,,DataModel ไม่ถูกต้อง,DataModel geçersiz,Mô Hình Dữ Liệu không hợp lệ,DataModel 无效,DataModel 无效,DataModel 無效
Studio.App.GameExplorerUtils.MessageFieldNotFound,,,"'success' is false, 'message' field not found","'success' is false, 'message' field not found","""النجاح"" خطأ، لم يتم العثور على حقل ""الرسالة""","'success' ist falsch, Feld 'message' nicht gefunden",'success' es falso; el campo 'message' no se encontró,"""succès"" est faux, le champ ""message"" n'a pas été trouvé","'पूरा हो गया' गलत है, 'मैसेज' फ़ील्ड नहीं मिला","'success' bernilai false, bidang 'message' tidak ditemukan","'success' è falso, non è stato possibile trovare il campo 'message'",'success' は誤りで、 'message' フィールドが見つかりませんでした,"'success'가 false입니다, 'message' 필드를 찾을 수 없습니다","„success” ma wartość false, nie znaleziono pola „message”","'success' é falso, o campo 'message' não foi encontrado",,'สำเร็จ' เป็นเท็จ ไม่พบพื้นที่ 'ข้อความ',"""success"" yanlış, ""message"" alanı bulunamadı","""success"" không chính xác, không tìm thấy trường ""message""",'success' 为 false，未找到 'message' 字段,'success' 为 false，未找到 'message' 字段,'success' 為 false，找不到 'message' 欄位
Studio.App.GameExplorerUtils.ResponseInvalid,,,Http response is invalid,Http response is invalid,استجابة Http غير صالحة,Http-Antwort ist ungültig,La respuesta Http no es válida,La réponse Http n'est pas valide,Http रिस्पॉन्स अमान्य है,Respons http tidak valid,Risposta http non valida,Http 応答が無効です,유효하지 않은 Http 응답입니다,Nieprawidłowa odpowiedź serwera Http,Resposta Http inválida,,การตอบสนอง Http ไม่ถูกต้อง,Http yanıtı geçersiz,Phản hồi Http không hợp lệ,Http 响应无效,Http 响应无效,HTTP 回應無效
Studio.App.PlaceManager.PlaySoloError,,,Error loading PlaySolo. Please try again later.,Error loading PlaySolo. Please try again later.,خطأ في تحميل PlaySolo. الرجاء المحاولة مرة أخرى لاحقاً.,Fehler beim Laden von PlaySolo. Bitte versuche es später erneut.,Error al cargar PlaySolo. Inténtalo más tarde.,Erreur lors du chargement de PlaySolo. Réessayer plus tard.,PlaySolo लोड करने में गड़बड़ी हुई. बाद में फिर से कोशिश करें.,Eror saat me-load PlaySolo. Coba lagi nanti.,Errore durante il caricamento di PlaySolo. Riprova più tardi.,PlaySoloのアップロード中にエラーが発生しました。後でもう一度お試しください。,PlaySolo 업로드 중 오류가 발생했습니다. 나중에 다시 시도하세요.,Błąd podczas ładowania usługi PlaySolo. Spróbuj ponownie później.,Erro ao carregar PlaySolo. Tente novamente mais tarde.,,เกิดข้อผิดพลาดในการโหลด PlaySolo โปรดลองอีกครั้งในภายหลัง,Tek oyunculu mod yüklenemedi. Lütfen daha sonra tekrar dene.,Lỗi khi tải PlaySolo. Vui lòng thử lại sau.,上传 PlaySolo 时发生错误。请稍后重试。,上传 PlaySolo 时发生错误。请稍后重试。,載入 PlaySolo 時發生錯誤。請稍後再試一次。
Studio.App.PlaceManager.GameJoin403FailureMessage,,,Bad authentication for joining a team create place. We will log out and please try again after logging in.,Bad authentication for joining a team create place. We will log out and please try again after logging in.,مصادقة سيئة للانضمام إلى مكان إنشاء فريق. سنقوم بتسجيل الخروج ويرجى المحاولة مرة أخرى بعد تسجيل الدخول.,Falsche Authentifizierung um einem Team Create-Ort beizutreten. Wir werden dich abmelden. Versuche es bitte nach dem Einloggen erneut.,Autenticación incorrecta para unirse a un lugar de Creación en equipo. Cerraremos la sesión e inténtalo de nuevo después de iniciar sesión.,Mauvaise authentification pour rejoindre un lieu de création d'équipe. Nous allons nous déconnecter et nous vous prions de réessayer après vous être connecté.,टीम क्रिएट प्लेस में शामिल होने के लिए गलत ऑथेंटिकेशन. हम लॉग आउट करेंगे और लॉग इन करने के बाद फिर से कोशिश करेंगे.,Autentikasi bermasalah untuk bergabung ke tempat kreasi bersama. Kami akan log out dan silakan coba lagi setelah log in.,Autenticazione non riuscita per l'adesione a un posto di Team Crea. Esci e riprova dopo aver effettuato l'accesso.,チーム制作用プレースに参加するための認証に問題があります。ログアウト後にもう一度ログインしてやり直してください。,팀 제작 플레이스 참가 인증이 잘못되어 로그아웃됩니다. 로그인 후 다시 시도하세요.,Problem z uwierzytelnianiem w celu dołączenia do miejsca tworzonego zespołowo. Wylogujemy cię. Spróbuj ponownie po zalogowaniu.,Autenticação inválida para entrar em um local de criação de equipe. Vamos sair e tentar novamente depois de entrar.,,การยืนยันตัวตนสำหรับการเข้าร่วมสถานที่การสร้างร่วมกับเพื่อนไม่ถูกต้อง เราจะลงชื่อออก และโปรดลองอีกครั้งหลังจากที่ลงชื่อเข้าใช้,Takım çalışması mekânına katılım sırasında yetkilendirme başarısız. Çıkış yapılacak. Lütfen giriş yaptıktan sonra tekrar dene.,"Xác thực không hợp lệ khi tham gia địa điểm Team Create. Chúng tôi sẽ đăng xuất bạn, vui lòng thử lại sau khi đăng nhập.",加入团队创建场景时发生认证错误。我们将注销并登录后请重试。,加入团队创建场景时发生认证错误。我们将注销并登录后请重试。,加入團隊創作地點時發生驗證錯誤。我們將會登出，請在登入後再試一次。
Studio.App.GenerativeAI.DataCollection.ContentUpdated,,,"We are updating our data use policy. Please review the <a href='%1'>Supplemental Terms</a>. We are making these updates to address the way we process data for the purpose of AI training to develop better tools that support your creation process.<br/><br/> Here is what you need to know:<ul><li><b>You can control what you share:</b> When you save or publish a new creation, you will see a new toggle that allows you to control what you share to improve generative AI. The toggle is set by default to allow data sharing. You can change this from Creator Hub.</li><li><b>No retroactive data sharing:</b> Any experience, avatar or avatar items that you created prior to 6/26/2024 will be set to not sharing by default.</li><li><b>Policy update takes effect in 60 days:</b> We will not start collecting or training with the data you share until 08/26/2024</li><li><b>Accepting these Supplemental Terms will not affect your ability to change your sharing preferences.</b></li></ul>","We are updating our data use policy. Please review the <a href='%1'>Supplemental Terms</a>. We are making these updates to address the way we process data for the purpose of AI training to develop better tools that support your creation process.<br/><br/> Here is what you need to know:<ul><li><b>You can control what you share:</b> When you save or publish a new creation, you will see a new toggle that allows you to control what you share to improve generative AI. The toggle is set by default to allow data sharing. You can change this from Creator Hub.</li><li><b>No retroactive data sharing:</b> Any experience, avatar or avatar items that you created prior to 6/26/2024 will be set to not sharing by default.</li><li><b>Policy update takes effect in 60 days:</b> We will not start collecting or training with the data you share until 08/26/2024</li><li><b>Accepting these Supplemental Terms will not affect your ability to change your sharing preferences.</b></li></ul>",لقد حدّثنا سياسة استخدام البيانات لدينا. الرجاء مراجعة <a href='%1'>الشروط التكميلية</a>. نحن نجري هذه التحديثات لتبيان الطريقة التي نعالج بها البيانات لغرض تدريب الذكاء الاصطناعي لتطوير أدوات تدعم تصاميمك بشكل أفضل<br/><br/> إليك ما تحتاج إلى معرفته:<ul><li><b>يمكنك التحكم في ما تشاركه:</b> عند حفظ أو نشر تصميم جديد، سترى زر تبديل جديد يسمح لك بالتحكم في ما تشاركه لتحسين الذكاء الاصطناعي. يتم تفعيل زر التبديل بشكل افتراضي للسماح بمشاركة البيانات. يمكنك تغيير هذا من مركز المصمم.</li><li><b>لن يتم مشاركة البيانات السابقة:</b> التجارب والأفاتار وعناصر الأفاتار التي أنشأتها قبل 6/26/2024 فسيتم تعيينها بشكل افتراضي إلى عدم مشاركتها.</li><li><b>يبدأ سريان تحديث السياسة العامة في 60 يومًا:</b> لن نبدأ في جمع أو تدريب البيانات التي تشاركها لغاية 08/26/2024</li><li><b>لن يؤثر قبول هذه الشروط التكميلية على قدرتك على تغيير تفضيلات المشاركة.</b></li></ul>,"Wir aktualisieren unsere Richtlinie zur Datennutzung. Bitte überprüfe die <a href='%1'>Zusatzbedingungen</a>. Diese Aktualisierungen betreffen die Art und Weise, wie wir Daten für das Training von KI verarbeiten, um bessere Tools zu entwickeln, die deinen kreativen Prozess unterstützen.<br/><br/> Das musst du wissen:<ul><li><b>Du hast die Kontrolle darüber, was du teilst:</b> Wenn du eine neue Kreation speicherst oder veröffentlichst, wirst du einen neuen Schalter sehen, der es dir ermöglicht, zu kontrollieren, was du teilst, um die generative KI zu verbessern. Der Schalter ist standardmäßig so eingestellt, dass die Freigabe von Daten erlaubt ist. Du kannst dies allerdings im Creator Hub ändern.</li><li><b>Keine rückwirkende Datenfreigabe:</b> Jede Experience, jeder Avatar oder Avatar-Artikel, den du vor dem 26.06.2024 erstellt hast, wird standardmäßig nicht geteilt.</li><li><b>Die Richtlinienaktualisierung tritt in 60 Tagen in Kraft:</b> Wir werden die Daten, die du teilst, nicht vor dem 26.08.2024 sammeln oder für das Training verwenden.</li><li><b> Das Akzeptieren dieser Zusatzbedingungen beeinträchtigt nicht deine Möglichkeit, deine Freigabe-Einstellungen zu ändern. </b></li></ul>","Estamos actualizando nuestra política de uso de datos. Revisa los <a href='%1'>Términos complementarios</a>. Estamos haciendo estas actualizaciones para abordar la forma en que procesamos los datos con el fin de entrenar la inteligencia artificial para desarrollar mejores herramientas que apoyen tu proceso de creación.<br/><br/> Esto es lo que necesitas saber:<ul><li><b>Puedes controlar lo que compartes:</b> Cuando guardes o publiques una nueva creación, verás un nuevo conmutador que te permite controlar lo que compartes para mejorar la inteligencia artificial generativa. La configuración predeterminada es permitir compartir datos. Puedes cambiarla desde el Centro de creación.</li><li><b>No se compartirán datos retroactivamente:</b> Cualquier experiencia, avatar u objeto de avatar que hayas creado antes del 26/6/2024 estará configurado para no compartirse por defecto.</li><li><b>La actualización de la política entrará en vigor en 60 días:</b> No empezaremos a recolectar ni a entrenar con los datos que compartas hasta el 26/08/2024</li><li><b>Aceptar estos Términos adicionales no afectará tu capacidad para cambiar tus preferencias de uso compartido.</b></li></ul>","Nous mettons à jour notre politique d’utilisation des données. Merci de consulter les <a href='%1'>conditions supplémentaires</a>. Nous effectuons ces mises à jour pour aborder la façon dont nous utilisons les données à des fins d’entraînement de l’IA générative afin de développer de meilleurs outils qui soutiennent ton processus de création.<br/><br/> Voici ce que tu dois savoir :<ul><li><b>Tu as le contrôle :</b>Lorsque tu enregistres ou publies une nouvelle création, tu verras un nouveau bouton qui te permet de contrôler ce que tu partages pour améliorer l'IA générative. Cette option est activée par défaut, mais tu peux la modifier à partir du Hub Création.</li><li><b>Pas de partage rétroactif des données :</b> toute expérience, avatar ou item d’avatar que tu as créé avant le 26/08/2024 sera défini comme ne pas partager par défaut.</li><li><b>La mise à jour de la politique prend effet dans 60 jours :</b> nous ne commencerons pas à collecter ou à former les données que tu partages avant le 26/08/2024</li><li><b>L’acceptation de ces conditions supplémentairesn’affectera pas ta capacité à modifier tes préférences de partage.</b></li></ul>","हम अपने डेटा के इस्तेमाल से जुड़ी पॉलिसी को अपडेट कर रहे हैं. कृपया <a href='%1'>सप्लीमेंटल शर्तों</a> की समीक्षा करें. हम ये अपडेट आपकी क्रिएशन प्रोसेस को सपोर्ट करने वाले बेहतर टूल डेवलप करने के लिए, AI प्रशिक्षण के उद्देश्य से डेटा को प्रोसेस करने के तरीके को बेहतर करने के लिए कर रहे हैं.<br/><br/> यहाँ आपको यह जानने की ज़रूरत है: <ul><li><b>आपकी शेयर की हुई चीज़, आपके कंट्रोल में है: </b> जब एक नई क्रिएशन को सेव या पब्लिश किया जाता है, तो आपको एक नया टॉगल दिखाई देगा जो आपको जेनरेटिव AI को बेहतर बनाने के लिए आपके शेयर किए गए डेटा को कंट्रोल करने की अनुमति देता है. डेटा शेयर करने की अनुमति देने के लिए टॉगल डिफ़ॉल्ट रूप से सेट किया गया है. इसे क्रिएटर हब से बदला जा सकता है.</li><li><b>पहले की तरह डेटा शेयरिंग नहीं होगी: </b>26/06/2024 से पहले आपका बनाया गया कोई भी एक्सपीरिएंस, अवतार या अवतार आइटम डिफ़ॉल्ट रूप से शेयर नहीं करने के लिए सेट किया जाएगा.</li><li><b>पॉलिसी अपडेट 60 दिनों में प्रभावी होता है: </b> हम 26/08/2024 तक आपके शेयर किए गए डेटा को कलेक्ट करना या उससे ट्रेनिंग देना शुरू नहीं करेंगे</li><li><b>स्वीकार करने से आपकी शेयरिंग प्राथमिकताओं को बदलने की आपकी क्षमता पर कोई असर नहीं होगा.</b></li></ul>","Kami memperbarui kebijakan penggunaan data kami. Silakan baca <a href='%1'>Ketentuan Tambahan</a>. Kami membuat pembaruan ini untuk mengatur cara kami memproses data untuk keperluan pelatihan AI dan mengembangkan alat yang lebih baik untuk mendukung proses kreasi Anda.<br/><br/> Berikut ini hal-hal yang perlu Anda ketahui:<ul><li><b>Anda dapat mengendalikan hal apa saja yang Anda bagikan:</b> Saat Anda menyimpan atau memublikasikan kreasi baru, Anda akan melihat tombol baru yang memungkinkan Anda mengendalikan hal yang dibagikan untuk meningkatkan kualitas AI generatif. Tombol ini secara default diatur untuk mengizinkan berbagi data. Anda dapat mengubah pengaturan ini dari Pusat Kreator.</li><li><b>Tidak ada berbagi data yang berlaku surut:</b> Semua pengalaman virtual, avatar, atau item avatar yang dibuat sebelum tanggal 26/06/2024 akan diatur untuk tidak dibagikan secara default.</li><li><b>Pembaruan kebijakan akan berlaku dalam 60 hari:</b> Kami tidak akan mulai mengumpulkan atau melatih AI dengan data yang Anda bagikan hingga 26/08/2024</li><li><b>Menyetujui Ketentuan Tambahan ini tidak akan memengaruhi kemampuan Anda untuk mengubah preferensi berbagi Anda.</b></li></ul>","Stiamo aggiornando la nostra politica di utilizzo dei dati. Si prega di rivedere i termini <a href='%1'>Supplementari</a>. Stiamo effettuando questi aggiornamenti per affrontare il modo in cui trattiamo i dati allo scopo di formazione sull'IA per sviluppare strumenti migliori che supportano il processo di creazione.<br/><br/> Ecco quello che devi sapere:<ul><li><b>Puoi controllare quello che condividi:</b> Quando salvi o pubblichi una nuova creazione, vedrai una nuova commutazione che ti permette di controllare quello che condividi per migliorare l'IA generativa. L'interruttore è impostato di default per consentire la condivisione dei dati. È possibile cambiare questo da Hub creatore.</li><li><b>Nessuna condivisione di dati retroattiva:</b> Qualunque esperienza gli elementi avatar o avatar che hai creato prima del 6/26/2024 saranno impostati come non condivisione per impostazione predefinita.</li><li><b>L'aggiornamento della Policy ha effetto tra 60 giorni:</b> Non inizieremo a raccogliere o a formarsi con i dati che condividiamo fino al 08/26/2024</li><li><b>Accettare questi Termini Supplementari non influenzerà la tua capacità di modificare le tue preferenze di condivisione.</b></li></ul>",当社は、データ使用ポリシーを更新しています。 <a href='%1'>補足規約</a> をごらんください。制作プロセスをサポートするより良いツールを開発するためにAIを訓練する目的で当社のデータ処理方法に対応させるためにこの更新をしています。　<br/><br/> 以下の内容をお知りおきください。<ul><li><b>共有するかどうかは、あなたが決められます。</b> 新しい作品を保存または公開するとき、生成AI向上のために何を共有するかを決められる新しい切りかえボタンが表示されます。切りかえボタンは初期設定で有効になっています。これはクリエーターハブで変更できます。</li><li><b>データ共有の遡及（過去にさかのぼる）適用はありません。</b> あなたが2024年6月26日より前に作成したどのバーチャル空間、アバター、またはアバターアイテムも初期設定で非共有に設定されます。</li><li><b>ポリシー更新は、60日以内に発効します。</b> 当社は2024年8月26日までは、あなたが共有するデータの収集またはこれを使用した訓練は開始しません。</li><li><b>この補足規約への同意は、あなたの共有設定を変更する能力には影響を与えません。</b></li></ul>,"데이터 사용 정책을 업데이트 중입니다. <a href='%1'>추가 약관</a>을 확인해 주세요. 해당 업데이트는 사용자의 제작 프로세스를 지원하는 더욱 향상된 도구를 개발하기 위한 AI 훈련을 위해 데이터를 처리하는 방법에 대한 내용입니다.<br/><br/> 확인해야 하는 내용은 다음과 같습니다.<ul><li><b>공유할 데이터는 사용자가 선택할 수 있습니다.</b> 새로운 창작물을 저장 또는 게시할 때 생성형 AI의 향상을 위해 무엇을 공유할지 선택하는 새로운 기능이 표시됩니다. 이 기능은 기본적으로 데이터 공유를 허용하도록 활성화되어 있으며, 크리에이터 허브에서 변경이 가능합니다.</li><li><b>소급 적용이 되지 않습니다.</b> 2024년 6월 26일 이전에 제작한 체험, 아바타 또는 아바타 아이템은 기본적으로 데이터를 공유하지 않게 설정됩니다.</li><li><b>새로운 정책은 60일 후에 발효됩니다.</b> 사용자가 공유하는 데이터는 2024년 8월 26일까지 수집 또는 훈련에 사용되지 않습니다.</li><li><b>해당 추가 약관의 수락은 데이터 공유에 대한 사용자의 기본 설정에 영향을 주지 않습니다.</b></li></ul>","Aktualizujemy nasze zasady wykorzystywania danych. Zapoznaj się z <a href='%1'>warunkami dodatkowymi</a>. Wprowadzamy te zmiany, aby uwzględnić sposób przetwarzania przez nas danych do celów trenowania AI w celu opracowania lepszych narzędzi wspomagających proces tworzenia.<br/><br/> Oto, co musisz wiedzieć:<ul><li><b>Masz kontrolę nad tym, co udostępniasz:</b> Podczas zapisywania lub publikowania nowego dzieła zobaczysz nowy przełącznik, który umożliwia kontrolowanie tego, co udostępniasz do celów usprawniania generatywnych narzędzi AI. Domyślne ustawienie przełącznika to zezwolenie na udostępnianie danych. Możesz je zmienić w Centrum twórców.</li><li><b>Udostępnianie danych nie działa wstecz:</b> Projekty, awatary oraz przedmioty dla awatarów utworzone przed 26.06.2024 r. domyślnie nie będą udostępniane.</li><li><b>Aktualizacja zasad wejdzie w życie po 60 dniach:</b> Nie zaczniemy gromadzić udostępnionych danych ani szkolić na nich AI przed 26.08.2024 r.</li><li><b>Zaakceptowanie tych warunków dodatkowych nie będzie mieć wpływu na możliwość zmiany preferencji dotyczących udostępniania.</b></li></ul>","Estamos atualizando a nossa política de uso de dados. Leia os <a href='%1'>Termos Complementares</a>. Estamos fazendo as atualizações para abordar o modo como usamos dados para fins de treinamento de IA gerativa de modo a desenvolver ferramentas melhores que apoiem seu processo de criação.<br/><br/> Segue o que você precisa saber:<ul><li><b>Você controla o que compartilha:</b> Ao salvar ou publicar uma criação nova, verá um interruptor com o qual pode controlar o que compartilha para melhorar a IA generativa. Ele fica ligado por padrão para permitir o compartilhamento de dados, mas você pode mudar essa opção no Painel do Criador.</li><li><b>Sem compartilhamento de dados retroativos:</b> Qualquer experiência, avatar ou itens de avatar criados antes de 26/06/2024 serão configurados como não compartilhados por padrão.</li><li><b>A atualização da política passa a vigorar em 60 dias:</b> Não vamos começar a coletar nem treinar com os dados compartilhados até 26/08/2024</li><li><b>Aceitar os Termos Complementares não afetará sua capacidade de alterar suas preferências de compartilhamento.</b></li></ul>",,"เรากำลังอัปเดตนโยบายการใช้ข้อมูลของเรา โปรดตรวจสอบ <a href='%1'>ข้อกำหนดเพิ่มเติม</a> เรากำลังทำการอัปเดตเหล่านี้เพื่อกำหนดวิธีที่เราประมวลข้อมูลเพื่อวัตถุประสงค์ในการฝึกฝน Generative AI ให้พัฒนาอุปกรณ์ที่ดียิ่งขึ้นซึ่งรองรับสนับสนุนความคืบหน้าในการสร้างสรรค์ของคุณ <br/><br/> นี่คือสิ่งที่คุณจำเป็นต้องทราบ:<ul><li><b>คุณสามารถควบคุมสิ่งที่คุณจะแชร์เพื่อปรับปรุง Generative AI ได้:</b> เมื่อคุณบันทึกหรือเผยแพร่ผลงานใหม่ คุณจะปุ่มการเปิด/ปิดใหม่ที่ช่วยให้คุณควบคุมสิ่งที่จะแชร์เพื่อปรับปรุง Generative AI ได้ ปุ่มเปิดปิดนี้ถูกกำหนดตามค่าเริ่มต้นเป็นอนุญาตการแชร์ข้อมูล แต่คุณสามารถเปลี่ยนแปลงสิ่งนี้ได้จาก Creator Hub</li><li><b>ไม่มีการแชร์ข้อมูลย้อนหลัง:</b> ประสบการณ์, อวาตาร์ หรือไอเท็มอวาตาร์ใดๆ ที่คุณสร้างก่อนวันที่ 6/20/2024 จะถูกกำหนดให้เป็นไม่แชร์ตามค่าเริ่มต้น</li><li><b>การอัปเดตนโยบายจะมีผลบังคับใช้ภายใน 60 วัน:</b> เราจะไม่เริ่มการเก็บข้อมูลหรือการฝึกฝนจนกว่าจะถึงวันที่ 08/26/2024</li><li><b>การยอมรับข้อกำหนดนี้จะไม่ส่งผลกระทบต่อความสามารถของคุณในการเปลี่ยนแปลงการตั้งค่าการแชร์ของคุณ</b></li></ul>","Veri kullanımı politikamızı güncelliyoruz. Lütfen <a href='%1'>Ek Koşulları</a> gözden geçir. Bu güncellemeleri içerik oluşturma sürecini kolaylaştıracak daha iyi araçlar geliştirmek adına yapay zekâ eğitimi amacıyla işlediğimiz verilere değinmek için yapıyoruz.<br/><br/>İşte bilmen gerekenler:<ul><li><b>Ne paylaşacağını kendin belirle:</b> Yeni bir eser kaydettiğinde ya da yayınladığında üretken yapay zekânın geliştirilmesi için neler paylaşacağını belirleyebileceğin bir seçim göreceksin. Bu seçim, varsayılan olarak veri paylaşacak şekilde ayarlı olsa da Yaratıcı Merkezi üzerinden değiştirilebilir.</li><li><b>Geriye dönük veri paylaşımı yok:</b> 26/6/2024 tarihinden önce oluşturduğun deneyimler, avatarlar ya da avatar öğeleri varsayılan olarak paylaşılmayacak şekilde ayarlanacak.</li><li><b>Politika güncellemesi 60 gün içerisinde yürürlüğe girecek:</b> 26/8/2024 tarihine kadar paylaşacağın verileri toplamayacağız veya bu verileri eğitim için kullanmayacağız</li><li><b>Bu Ek Koşulları kabul etmek, paylaşım tercihi ayarlarını değiştirmenin önüne geçmeyecek.</b></li></ul>","Chúng tôi đang cập nhật chính sách sử dụng dữ liệu. Vui lòng đọc kỹ <a href='%1'>Điều Khoản Bổ Sung</a>. Chúng tôi thực hiện những cập nhật này để cải thiện cách chúng tôi xử lý dữ liệu để huấn luyện AI nhằm phát triển các công cụ tốt hơn giúp hỗ trợ quy trình sáng tạo của bạn.<br/><br/> Sau đây là những điều bạn cần biết:<ul><li><b>Bạn có quyền kiểm soát nội dung bạn chia sẻ:</b> Khi lưu hoặc đăng tải một nội dung sáng tạo mới, bạn sẽ thấy một nút bật/tắt mới cho phép bạn lựa chọn nội dung để chia sẻ giúp cải thiện AI tạo sinh. Theo mặc định, nút bật/tắt này sẽ ở trạng thái bật để cho phép chia sẻ dữ liệu. Bạn có thể thay đổi trong Trung Tâm Nhà Sáng Tạo.</li><li><b>Không chia sẻ dữ liệu hồi quy:</b> Theo mặc định, mọi trải nghiệm, avatar hoặc vật phẩm avatar mà bạn tạo trước ngày 26/6/2024 sẽ được đặt thành không chia sẻ.</li><li><b>Chính sách cập nhật sẽ có hiệu lực sau 60 ngày nữa:</b> Chúng tôi sẽ không thu thập hoặc huấn luyện AI bằng dữ liệu bạn chia sẻ cho đến ngày 26/8/2024</li><li><b>Việc bạn có chấp nhận các Điều Khoản Bổ Sung này hay không sẽ không ảnh hưởng đến khả năng thay đổi cài đặt chia sẻ của bạn.</b></li></ul>",我们正在更新我们的数据使用政策。请查看<a href='%1'>补充条款</a>。我们进行这些更新是为了解决我们处理数据进行生成式人工智能培训的方式，从而开发更好的工具以支持你的创作过程。<br/><br/> 以下是你需要了解的内容：<ul><li ><b>你依然拥有你分享的内容：</b>当你保存或发布新创作时，你将看到一个新的切换开关，让你可以控制共享内容来改进生成式人工智能。此开关会默认启用，但你可以在创作者中心更改此设置。</li><li><b>无追溯数据共享：</b>你在 2024 年 6 月 20 日之前创建的任何体验、虚拟形象或虚拟形象道具将默认设置为不共享。</li><li><b>政策更新将在 60 天后生效：</b>我们将从 2024 年 8 月 26 日开始，才会收集或训练你共享的数据</li><li><b>接受这些补充条款将不会影响你更改分享的偏好设置。</b></li></ul>,我们正在更新我们的数据使用政策。请查看<a href='%1'>补充条款</a>。我们进行这些更新是为了解决我们处理数据进行生成式人工智能培训的方式，从而开发更好的工具以支持你的创作过程。<br/><br/> 以下是你需要了解的内容：<ul><li ><b>你依然拥有你分享的内容：</b>当你保存或发布新创作时，你将看到一个新的切换开关，让你可以控制共享内容来改进生成式人工智能。此开关会默认启用，但你可以在创作者中心更改此设置。</li><li><b>无追溯数据共享：</b>你在 2024 年 6 月 20 日之前创建的任何体验、虚拟形象或虚拟形象道具将默认设置为不共享。</li><li><b>政策更新将在 60 天后生效：</b>我们将从 2024 年 8 月 26 日开始，才会收集或训练你共享的数据</li><li><b>接受这些补充条款将不会影响你更改分享的偏好设置。</b></li></ul>,我們正在更新資料使用政策。請閱覽<a href='%1'>補充條款</a>。我們進行這些更新的目的是為了改善我們基於生成式 AI 訓練目的處理資料的方式，以開發更好的工具來支援您的創作流程。<br/><br/>以下是您需要知道的資訊：<ul><li><b>您可以控制要分享的項目：</b>當您儲存或發佈新的創作時，將會看見新的切換選項，可讓您控制您想要分享哪些項目來改善生成式 AI。此切換選項預設會設定為允許資料分享，但您可以從創作者中心變更此設定。</li><li><b>不會有溯及既往的資料分享：</b>您在 2024/6/26 之前分享的任何體驗、虛擬人偶或虛擬人偶道具，預設都會設定為不分享。</li><li><b>政策更新會在 60 天後生效：</b>在 2024/08/26 之前，我們將不會開始收集您的資料，或是使用您分享的資料來進行訓練。</li><li><b>接受這些補充條款並不會影響您變更分享偏好設定的能力。</b></li></ul>
Studio.App.DraggerModeSettings.DragMode,,,Drag Mode,Drag Mode,وضع السحب,Ziehmodus,Modo de arrastre,Mode glisser,ड्रैग मोड,Mode Seret,Modalità trascinamento,ドラッグモード,드래그 모드,Tryb przeciągania,Modo de arraste,,โหมดลาก,Sürükleme Modu,Chế Độ Kéo,拖拽模式,拖拽模式,拖曳模式
Studio.App.MoveGridSettings.MoveGridSize,,,Move Grid Size,Move Grid Size,نقل حجم الشبكة,Rastergröße verschieben,Mover tamaño de la cuadrícula,Déplacer la taille de la grille,ग्रिड साइज़ मूव करें,Ukuran Kisi Gerakan,Sposta le dimensioni della griglia,グリッドサイズ設定を移動,그리드 크기 이동,Przenieś rozmiar siatki,Mover tamanho da grade,,ขนาดกริดการเคลื่อนไหว,Taşıma kılavuz boyutu,Di Chuyển Kích Thước Lưới,移动网格大小,移动网格大小,移動網格大小
