Key,Context,Source,en-us
Studio.App.EmulatorMainWidget.PhoneSectionName,,"Phone","Phone"
Studio.App.EmulatorMainWidget.PhysicalSize,,"Physical Size","Physical Size"
Studio.App.EmulatorMainWidget.Portrait,,"Portrait","Portrait"
Studio.App.EmulatorMainWidget.RotateMobileDeviceOrientation,,"Rotate mobile device orientation","Rotate mobile device orientation"
Studio.App.EmulatorMainWidget.RotatePhonesTablets,,"You can only rotate phones and tablets","You can only rotate phones and tablets"
Studio.App.EmulatorMainWidget.SamsungGalaxyA51,"Emulation devices","Samsung Galaxy A51","Samsung Galaxy A51"
Studio.App.EmulatorMainWidget.SamsungGalaxyS3,"Emulation devices","Samsung Galaxy S3","Samsung Galaxy S3"
Studio.App.EmulatorMainWidget.SamsungGalaxyS7,"Emulation devices","Samsung Galaxy S7","Samsung Galaxy S7"
Studio.App.EmulatorMainWidget.SamsungGtN5110,"Emulation devices","Samsung GT-N5110","Samsung GT-N5110"
Studio.App.EmulatorMainWidget.SamsungTabA2015,"Emulation devices","Samsung Tab A (2015)","Samsung Tab A (2015)"
Studio.App.EmulatorMainWidget.SamsungTabA2019101,"Emulation devices","Samsung Tab A (2019, 10.1)","Samsung Tab A (2019, 10.1)"
Studio.App.EmulatorMainWidget.SamsungTabA20198,"Emulation devices","Samsung Tab A (2019, 8.0)","Samsung Tab A (2019, 8.0)"
Studio.App.EmulatorMainWidget.ScreenOrientation,,"ScreenOrientation","ScreenOrientation"
Studio.App.EmulatorMainWidget.Sensor,,"Sensor","Sensor"
Studio.App.EmulatorMainWidget.ShowControllerWidgetCheckBox,,"Virtual Controller","Virtual Controller"
Studio.App.EmulatorMainWidget.ShowControllerWidgetCheckBoxToolTip,,"Show / Hide Virtual Controller","Show / Hide Virtual Controller"
Studio.App.EmulatorMainWidget.StandardDevicesSectionName,,"Standard Devices","Standard Devices"
Studio.App.EmulatorMainWidget.StarterGui,,"StarterGui","StarterGui"
Studio.App.EmulatorMainWidget.StarterGuiEnabledModeMessage3,,"To enable it, stop the experience if running, and set the %1 setting of %2 to one of the following: %3","To enable it, stop the experience if running, and set the %1 setting of %2 to one of the following: %3"
Studio.App.EmulatorMainWidget.StarterGuiModeNotEnabledMessage1,,"%1 mode is not enabled for your game.","%1 mode is not enabled for your game."
Studio.App.EmulatorMainWidget.SteamOS,,"SteamOS","SteamOS"
Studio.App.EmulatorMainWidget.TabletSectionName,,"Tablet","Tablet"
Studio.App.EmulatorMainWidget.UWP,,"UWP","UWP"
Studio.App.EmulatorMainWidget.UnknownDevice,"Emulation devices","Unknown Device","Unknown Device"
Studio.App.EmulatorMainWidget.UnkownDevice,"Emulation devices","Unknown Device","Unknown Device"
Studio.App.EmulatorMainWidget.VGA,"Emulation devices","VGA","VGA"
Studio.App.EmulatorMainWidget.VrSectionName,,"VR","VR"
Studio.App.EmulatorMainWidget.WebOS,,"WebOS","WebOS"
Studio.App.EmulatorMainWidget.WiiU,,"WiiU","WiiU"
Studio.App.EmulatorMainWidget.Windows,,"Windows","Windows"
Studio.App.EmulatorMainWidget.XBox360,,"XBox360","XBox360"
Studio.App.EmulatorMainWidget.XBoxOne,,"XBoxOne","XBoxOne"
Studio.App.EmulatorMainWidget.Xbox,"Emulation devices","Xbox One","Xbox One"
Studio.App.EmulatorMainWidget.XiaomiRedmiNote9,"Emulation devices","Xiaomi Redmi Note 9","Xiaomi Redmi Note 9"
Studio.App.EmulatorMainWidget.iOS,,"iOS","iOS"
Studio.App.EmulatorMainWidget.iPodTouch6thGeneration,"Emulation devices","iPod Touch 6th Generation","iPod Touch 6th Generation"
Studio.App.ExplorerFiltering.BackslashNotEscapingAnything,,"backslash not escaping anything","backslash not escaping anything"
Studio.App.ExplorerFiltering.BadBespokeFilter4,,"unexpected '%1' after '%2%3', expected a value for filter, such as %4","unexpected '%1' after '%2%3', expected a value for filter, such as %4"
Studio.App.ExplorerFiltering.BadName2,,"unexpected '%1'. if you are trying to search for a name instead, try ""%2"" (with quotes)","unexpected '%1'. if you are trying to search for a name instead, try ""%2"" (with quotes)"
Studio.App.ExplorerFiltering.IncompleteOr1,"User typed a search like 'Barrier or'","expected something to '%1' with","expected something to '%1' with"
Studio.App.ExplorerFiltering.IncompleteParenthesis3,"User typed a search like (Barrier","expected '%1' to balance '%2', received '%3'","expected '%1' to balance '%2', received '%3'"
Studio.App.ExplorerFiltering.InvalidDoubleStar2,,"don't use %1 after %2","don't use %1 after %2"
Studio.App.ExplorerFiltering.InvalidQuery,"User used a special query filter with an invalid value.","'%1' is an invalid query: %2","'%1' is an invalid query: %2"
Studio.App.ExplorerFiltering.InvalidTilde,,"'%1' is invalid other than for '%2'","'%1' is invalid other than for '%2'"
Studio.App.ExplorerFiltering.PropertyAncestrySearchMix1,,"property indexing can only be done through something like '%1'. if you want to check children and match a property, use multiple searches.","property indexing can only be done through something like '%1'. if you want to check children and match a property, use multiple searches."
Studio.App.ExplorerFiltering.PropertyBadOperator4,"User typed a search like Locked>true -- the > should instead be an equals sign","'%1' cannot be used to compare '%2', try '%3' or '%4'","'%1' cannot be used to compare '%2', try '%3' or '%4'"
Studio.App.ExplorerFiltering.PropertyDoesNotExist1,"User typed a search like 'ThisPropertyDoesNotExist=1'","'%1' does not exist","'%1' does not exist"
Studio.App.ExplorerFiltering.PropertyInvalidField2,"User typed a search like Position.What = true -- Position does not have a 'What' field","'%1' is not a valid field for '%2'","'%1' is not a valid field for '%2'"
Studio.App.ExplorerFiltering.PropertyInvalidValue2,"User typed a search like Locked=100 -- Locked is only true or false, it cannot be 100","'%1' is not a valid value for '%2'","'%1' is not a valid value for '%2'"
Studio.App.ExplorerFiltering.PropertyUnsupported1,,"'%1' is unsupported. please file a feature request if you believe it to be useful.","'%1' is unsupported. please file a feature request if you believe it to be useful."
Studio.App.ExplorerFiltering.PropertyUnsupported1Fields2,"User typed a search like Locked.What = true -- Locked does not have fields, like 'What'","'%1' does not support fields, like '%2'","'%1' does not support fields, like '%2'"
Studio.App.ExplorerFiltering.PropertyUnsupportedFields2,"User typed a search like Locked.What = true -- Locked does not have fields, like 'What'","'%1' does not support fields, like '%2'","'%1' does not support fields, like '%2'"
Studio.App.ExplorerFiltering.UnexpectedNameIndex2,"User typed a search like Foo.$","expected a name after '%1', received %2","expected a name after '%1', received %2"
Studio.App.ExplorerFiltering.UnexpectedToken2,"User typed a search like Locked=$ -- the $ is an example of a character that is not allowed.","unexpected '%1' after '%2'","unexpected '%1' after '%2'"
Studio.App.ExplorerFiltering.UnfinishedBinaryOperator1,,"unfinished search, you need something after the '%1'","unfinished search, you need something after the '%1'"
Studio.App.ExplorerFiltering.UnfinishedQuote,,"unfinished quote, you forgot a %1","unfinished quote, you forgot a %1"
Studio.App.ExplorerFiltering.UnknownBespokeFilter1,,"unknown special filter name '%1'","unknown special filter name '%1'"
Studio.App.ExplorerFiltering.WildcardInProperty,"User typed a search like Position.* = 3","wildcards are not supported in property checks","wildcards are not supported in property checks"
Studio.App.ExportScene.ExportCompleted,,"Export completed successfully.","Export completed successfully."
Studio.App.ExportScene.ExportInProgress,,"Export in progress, avoid editing parts until the export has completed to prevent tearing.","Export in progress, avoid editing parts until the export has completed to prevent tearing."
Studio.App.ExportScene.FailedToExportPlace,,"Failed to export the place.","Failed to export the place."
Studio.App.ExportScene.FailedToExportSelection,,"Failed to export selected Instances.","Failed to export selected Instances."
Studio.App.ExportScene.StepGatheringGeometry,,"Gathering relevant Instances from place","Gathering relevant Instances from place"
Studio.App.ExportScene.StepGeneratingGeometry2,,"Generating geometry for Instances %1 / %2","Generating geometry for Instances %1 / %2"
Studio.App.ExportScene.StepGeneratingTerrainGeometry2,,"Generating geometry for Terrain chunk %1 / %2","Generating geometry for Terrain chunk %1 / %2"
Studio.App.ExportScene.StepInitializing,,"Initializing export","Initializing export"
Studio.App.ExportScene.StepNone,,"Missing translation for step","Missing translation for step"
Studio.App.ExportScene.StepPostprocessingGeometry,,"Postprocessing generated geometry","Postprocessing generated geometry"
Studio.App.ExportScene.StepPreloadingAssets2,,"Preloading assets %1 / %2","Preloading assets %1 / %2"
Studio.App.ExportScene.StepSavingGeometry2,,"Saving generated geometry %1 / %2","Saving generated geometry %1 / %2"
Studio.App.ExportScene.StepSavingTextures2,,"Saving generated textures %1 / %2","Saving generated textures %1 / %2"
Studio.App.ExternalLoginDialog.CertificateCheckError,,"We failed the certificate check on your machine. If you can't see the login page, try refreshing or using external brower to login.","We failed the certificate check on your machine. If you can't see the login page, try refreshing or using external brower to login."
Studio.App.ExternalLoginDialog.CertificateCheckTimeout,,"Timeout on certification check, might due to unstable internet. If you can't see the login page, try refreshing or using external brower to login.","Timeout on certification check, might due to unstable internet. If you can't see the login page, try refreshing or using external brower to login."
Studio.App.ExternalLoginDialog.ExternalBrowserLogin,,"External Browser Login","External Browser Login"
Studio.App.ExternalLoginDialog.FatalErrorMessage,,"Failed to login. Please restart Studio or contact support if the problem persists.","Failed to login. Please restart Studio or contact support if the problem persists."
Studio.App.ExternalLoginDialog.GenericErrorMessage,,"Failed to login. Please try again or contact support if problem persists.","Failed to login. Please try again or contact support if problem persists."
Studio.App.ExternalLoginDialog.MessageOnDialogClose,,"Are you sure you want to close this window? This will close Roblox Studio.","Are you sure you want to close this window? This will close Roblox Studio."
Studio.App.ExternalLoginDialog.NoNetworkMessage,,"Please check that you are connected to the internet and try again. Please contact support if the problem persists.","Please check that you are connected to the internet and try again. Please contact support if the problem persists."
Studio.App.ExternalLoginDialog.ReloadLoginPage,,"Refresh","Refresh"
Studio.App.ExternalLoginDialog.RobloxLogin,,"Roblox login","Roblox login"
Studio.App.ExternalLoginDialog.StudioWillClose,,"Roblox Studio will now close, continue on the browser.","Roblox Studio will now close, continue on the browser."
Studio.App.ExternalLoginDialog.WindowTitle,,"Log In","Log In"
Studio.App.FBXAnimatedHeadImporter.CorrectiveDupe2,"Error message when importing FBX file.  ""corrective"" is a technical term that refers to a corrective shape that is used to handle bad deformation.  Please ensure the appropriate technical term is used in the translation for ""corrective"". Note FACS refers to the acronym Facial Action Coding System.  FACS may not need to be translated if the English acronym is used.","Failed importing head with facial animation: Found duplicate FACS control name %1 for corrective %2","Failed importing head with facial animation: Found duplicate FACS control name %1 for corrective %2"
Studio.App.FBXAnimatedHeadImporter.DupeControl3,"""frame"" refers to a frame of animation.  ""control"" refers to a FACS control, where FACS stands for Facial Action Coding System","Failed importing head with facial animation: Duplicate control name found: ""%1"" in frame %2 and frame %3","Failed importing head with facial animation: Duplicate control name found: ""%1"" in frame %2 and frame %3"
Studio.App.FBXAnimatedHeadImporter.FailureException1,"Error message that displays if an internal error occurred while importing head with facial animation","Failed importing head with facial animation: %1","Failed importing head with facial animation: %1"
Studio.App.FBXAnimatedHeadImporter.FrameExtraChars1,"Warning message when importing FBX file.  Do not translate ""Frame#"" and leave ""#"" as is.  These refer to specific computer-readable strings.","Ignoring ""%1"" because it contains underscores or spaces.  Must be of the form ""Frame#"" where ""#"" is an integer with no spaces or underscores.","Ignoring ""%1"" because it contains underscores or spaces.  Must be of the form ""Frame#"" where ""#"" is an integer with no spaces or underscores."
Studio.App.FBXAnimatedHeadImporter.HasFramesNoRootFaceJoint1,"Warning message when importing FBX file.  Note FACS refers to the acronym Facial Action Coding System.  FACS may not need to be translated if the English acronym is used.  Do not translate ""Frame#"" or ""RootFaceJoint"".","Found ""Frame#"" attributes in mesh ""%1"" but no ""RootFaceJoint"" attribute.  No FACS mapping will be created for this mesh.","Found ""Frame#"" attributes in mesh ""%1"" but no ""RootFaceJoint"" attribute.  No FACS mapping will be created for this mesh."
Studio.App.FBXAnimatedHeadImporter.IncompletePoses,"Warning message when importing FBX file.  ""base poses"" refers to the main facial expressions for an avatar.  ""character"" refers to the 3d avatar","Found only %1 base poses. Your character may not be able to express itself.","Found only %1 base poses. Your character may not be able to express itself."
Studio.App.FBXAnimatedHeadImporter.InvalidCorrective1,"Error message when importing FBX file.  ""corrective"" is a technical term that refers to a corrective shape that is used to handle bad deformation.  Please ensure the appropriate technical term is used in the translation for ""corrective"".","Failed importing head with facial animation: Invalid corrective name ""%1"": Neutral cannot be part of a corrective","Failed importing head with facial animation: Invalid corrective name ""%1"": Neutral cannot be part of a corrective"
