Key,Context,Example,Source,en-us,ko,ru,zh-cn
Studio.ReflectionMetadata.ReflectionMetadata.BasePartRootPriority,,,An integer from -127 to 127. Compares before other all other part properties besides massless for deciding which part is the assembly root part according to GetRootPart().,An integer from -127 to 127. Compares before other all other part properties besides massless for deciding which part is the assembly root part according to GetRootPart().,-127에서  127.  사이의 정수입니다. 어느 파트가 GetRootPart()에 따른 어셈블리 루트 파트인지 결정하기 위해 무질량 외에 다른 모든 파트 속성과 비교합니다.,"Целое число от -127 до 127. Сравнивает все свойства детали, кроме отсутствия массы, чтобы определить, какая часть является корневой деталью сборки согласно GetRootPart().",-127 到 127 之间的整数。在除无质量外的其他所有部件属性之前进行比较，以确定哪个部件是根据  GetRootPart() 确定的装配根部件。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartElasticity,,,"A float value ranging from 0.0f to 1.0f. Sets how much the Part will rebound against another. a value of 1 is like a superball, and 0 is like a lead block.","A float value ranging from 0.0f to 1.0f. Sets how much the Part will rebound against another. a value of 1 is like a superball, and 0 is like a lead block.",0.0f에서 1.0f 사이의 부동 소수점 값입니다. 파트가 다른 파트에 부딪혔을 때 튀어나오는 정도를 설정합니다. 값이 1이면 매우 빠르게 튀어나오고 값이 0이면 매우 느리게 튀어나옵니다.,"Плавающее значение в диапазоне от 0,0f до 1,0f. Определяет, насколько далеко деталь отскакивает от других. Значение 1 — это отскок с силой мяча, а 0 — как бетонный блок.",0.0f 到 1.0f 之间的浮点值。设置 Part 相互间的反弹系数。值为 1 时相当于橡皮球，值为 0 时相当于铅块。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartFriction,,,"A float value ranging from 0.0f to 1.0f. Sets how much the Part will be able to slide. a value of 1 is no sliding, and 0 is no friction, so infinite sliding.","A float value ranging from 0.0f to 1.0f. Sets how much the Part will be able to slide. a value of 1 is no sliding, and 0 is no friction, so infinite sliding.","0.0f에서 1.0f 사이의 부동 소수점 값입니다. 파트가 미끄러지는 정도를 설정합니다. 값이 1이면 미끄러지지 않고, 값이 0이면 마찰이 없어 무한히 미끄러집니다.","Плавающее значение в диапазоне от 0,0f до 1,0f. Определяет, насколько далеко деталь скользит. Значение 1 — без скольжения, а 0 — отсутствие трения и бесконечное скольжение.",0.0f 到 1.0f 之间的浮点值。设置 Part 的滑行能力。值为 1 时无法滑动，值为 0 时无摩擦力，即可以无限滑行。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartLocked,,,"Determines whether building tools (in-game and studio) can manipulate this Part.  If true, no editing allowed.  If false, editing is allowed.","Determines whether building tools (in-game and studio) can manipulate this Part.  If true, no editing allowed.  If false, editing is allowed.","제작 도구(게임 내 및 Studio)가 이 파트를 조작할 수 있는지 여부를 결정합니다. true이면 편집이 허용되지 않고, false이면 편집이 허용됩니다.","Определяет, могут ли строительные инструменты (внутриигровые и студийные) изменять эту деталь. Если true, редактирование не разрешается. Если false, редактирование разрешается.",决定建造工具 (游戏内和 Studio 中) 是否可操作此 Part。值为 true 时不允许编辑。值为 false 时允许编辑。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartCastShadow,,,Determines whether this Part casts a shadow.,Determines whether this Part casts a shadow.,이 파트가 그림자를 드리우는지 여부를 결정합니다.,"Определяет, отбрасывает ли эта деталь тень.",决定此 Part 是否投射阴影。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartMaterial,,,"Specifies the look and feel the Part should have.  Note: this does not define the color the Part is, see BrickColor for that. <a href='http://wiki.roblox.com/index.php/Material' target='_blank'>More info</a>","Specifies the look and feel the Part should have.  Note: this does not define the color the Part is, see BrickColor for that. <a href='http://wiki.roblox.com/index.php/Material' target='_blank'>More info</a>",파트의 모양과 느낌을 지정합니다. 참고: 이 설정은 파트의 색상에 영향을 주지 않습니다. 해당 내용은 BrickColor를 참조하세요. <a href='http://wiki.roblox.com/index.php/Material' target='_blank'>추가 정보</a>,"Определяет внешний вид и ощущения от прикосновения к детали. Примечание: не определяет цвет детали, для этого см. BrickColor. <a href='http://wiki.roblox.com/index.php/Material' target='_blank'>Узнать больше</a>",指定 Part 应有的外观和感觉。注: 不会定义 Part 的颜色，若需定义该值，请参阅 BrickColor。<a href='http://wiki.roblox.com/index.php/Material' target='_blank'>更多信息</a>
Studio.ReflectionMetadata.ReflectionMetadata.BasePartReflectance,,,"Specifies how shiny the Part is. A value of 1 is completely reflective (chrome), while a value of 0 is no reflectance (concrete wall)","Specifies how shiny the Part is. A value of 1 is completely reflective (chrome), while a value of 0 is no reflectance (concrete wall)","파트가 빛나는 정도를 지정합니다. 값이 1이면 완전히 반사되고(크롬), 값이 0이면 전혀 반사되지 않습니다(콘크리트 벽).","Указание степени блеска детали. Значение 1 — это полное светоотражение (хром), а значение 0 — отсутствие отражения (бетонная стена).",指定 Part 的光泽度。值为 1 时完全反射 (铬)，值为 0 时无反射 (混凝土墙)
Studio.ReflectionMetadata.ReflectionMetadata.BasePartResizeIncrement,,,"Sets the value for the smallest change in size allowable by the Resize(NormalId, int) function.","Sets the value for the smallest change in size allowable by the Resize(NormalId, int) function.","Resize(NormalId, int) 함수가 허용하는 최소 크기 변경 값을 설정합니다.","Устанавливает наименьшее допустимое функцией Resize(NormalId, int) значение для изменения размера.","设置 Resize(NormalId, int) 函数允许改变尺寸的最小改动值。"
Studio.ReflectionMetadata.ReflectionMetadata.BasePartResizeableFaces,,,"Sets the value for the faces allowed to be resized by the Resize(NormalId, int) function.","Sets the value for the faces allowed to be resized by the Resize(NormalId, int) function.","Resize(NormalId, int) 함수로 크기 변경이 가능한 면의 값을 설정합니다.","Устанавливает значение для лиц, размер которых допустимо изменять с помощью функции Resize(NormalId, int).","设置 Resize(NormalId, int) 函数允许改变尺寸的面的值。"
Studio.ReflectionMetadata.ReflectionMetadata.BasePartTransparency,,,"Sets how visible an object is. A value of 1 makes the object invisible, while a value of 0 makes the object opaque.","Sets how visible an object is. A value of 1 makes the object invisible, while a value of 0 makes the object opaque.",개체의 가시성을 설정합니다. 값이 1이면 개체가 보이지 않게 되고 값이 0이면 불투명하게 됩니다.,"Устанавливает видимость объекта. Значение 1 делает объект невидимым, значение 0 делает его непрозрачным.",设置物体的可见程度。值为 1 时物体不可见，值为 0 时物体完全不透明。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartVelocity,,,"How fast the Part is traveling in studs/second. This property is NOT recommended to be modified directly, unless there is good reason.  Otherwise, try using a BodyForce to move a Part.","How fast the Part is traveling in studs/second. This property is NOT recommended to be modified directly, unless there is good reason.  Otherwise, try using a BodyForce to move a Part.",파트가 이동하는 속도(스터드/초)입니다. 이 속성은 합당한 이유가 없다면 직접 수정하지 않는 것이 좋습니다. 다른 경우에는 BodyForce를 사용하여 파트를 이동시키세요.,"Насколько быстро деталь перемещается в стойках в секунду. Это свойство НЕ рекомендуется изменять напрямую, если на то нет веских причин. В противном случае попробуйте использовать для перемещения детали BodyForce.",Part 的行进速度，以格/秒为单位。除非理由充分，否则不推荐直接修改此属性。请尝试使用 BodyForce 来移动 Part。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartPositionLocal,,,"Position relative to parent part, or global space if there is no parent.","Position relative to parent part, or global space if there is no parent.","부모 파트를 기준으로 한 위치, 또는 부모가 없는 경우에는 전역 공간입니다.","Положение относительно родительской детали или глобального пространства, если родительский элемент отсутствует.",相对父部件的位置，或无父部件时相对全局空间的位置。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartOrientationLocal,,,"Orientation relative to parent part, or global space if there is no parent.","Orientation relative to parent part, or global space if there is no parent.","부모 파트를 기준으로 한 방향, 또는 부모가 없는 경우에는 전역 공간입니다.","Ориентация относительно родительской детали или глобального пространства, если родительский элемент отсутствует.",相对父部件的朝向，或无父部件时相对全局空间的朝向。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartOrientation,,,"Rotation around X, Y, and Z axis.  Rotations applied in YXZ order.","Rotation around X, Y, and Z axis.  Rotations applied in YXZ order.","X, Y 및 Z 축을 중심으로 한 회전입니다. 회전은 YXZ 순서로 적용됩니다.","Вращение вокруг осей X, Y и Z. Вращение в порядке YXZ.",围绕 X、Y 和 Z 轴的旋转值。按 YXZ 顺序旋转。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartmakeJoints,,,"Creates the appropriate SurfaceJoints with all parts that are touching this Instance (including internal joints in the Instance, as in a Model).  This uses the SurfaceTypes defined on the surfaces of parts to create the appropriate welds. <a href='http://wiki.roblox.com/index.php/MakeJoints' target='_blank'>More info</a>","Creates the appropriate SurfaceJoints with all parts that are touching this Instance (including internal joints in the Instance, as in a Model).  This uses the SurfaceTypes defined on the surfaces of parts to create the appropriate welds. <a href='http://wiki.roblox.com/index.php/MakeJoints' target='_blank'>More info</a>",이 인스턴스와 접촉하는 모든 파트가 포함된 적절한 SurfaceJoints(인스턴스와 모델의 내부 조인트 포함)를 만듭니다. 이때 파트 표면에 정의된 SurfaceTypes를 사용하여 적절한 용접을 만듭니다. <a href='http://wiki.roblox.com/index.php/MakeJoints' target='_blank'>추가 정보</a>,"Создает соответствующие соединения SurfaceJoint со всеми деталями, которые касаются этого экземпляра (включая внутренние соединения в экземпляре, как в модели). Использует тип SurfaceType, определенный на поверхностях деталей для создания соответствующих швов. <a href='http://wiki.roblox.com/index.php/MakeJoints' target='_blank'>Узнать больше</a>",使用接触到此 Instance 的所有 Part 创建适当的 SurfaceJoint (包括如 Model 等 Instance 中的内部接头)。利用部件表面定义的 SurfaceType 来创建适当的接合。<a href='http://wiki.roblox.com/index.php/MakeJoints' target='_blank'>更多信息</a>
Studio.ReflectionMetadata.ReflectionMetadata.BasePartBreakJoints,,,"Destroys SurfaceJoints with all parts that are touching this Instance (including internal joints in the Instance, as in a Model).","Destroys SurfaceJoints with all parts that are touching this Instance (including internal joints in the Instance, as in a Model).",이 인스턴스와 접촉하는 모든 파트가 포함된 적절한 SurfaceJoints(인스턴스와 모델의 내부 조인트 포함)를 파괴합니다.,"Уничтожает SurfaceJoints со всеми деталями, которые касаются данного экземпляра (включая внутренние соединения в экземпляре, как в модели).",销毁接触到此 Instance 的所有部件的 SurfaceJoint（包括 Instance 中的内部接头，如在 Model 中）。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartGetMass,,,"Returns a number that is the mass of this Instance.  Mass of a Part is immutable, and is changed only by the size of the Part.","Returns a number that is the mass of this Instance.  Mass of a Part is immutable, and is changed only by the size of the Part.",이 인스턴스의 질량을 숫자로 반환합니다. 파트의 질량은 변경할 수 없으며 파트의 크기에 의해서만 변경됩니다.,"Возвращает число, равное массе этого экземпляра. Масса детали неизменна и изменяется только с размером детали.",返回一个数字，该数字是此实例的质量。部件的质量是不变的，并且仅通过部件的大小进行更改。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartResize,,,"Resizes a Part in the direction of the face defined by 'NormalId', by the amount specified by 'deltaAmount'. If the operation will expand the part to intersect another Instance, the part will not resize at all.  Return true if the call is successful, false otherwise.","Resizes a Part in the direction of the face defined by 'NormalId', by the amount specified by 'deltaAmount'. If the operation will expand the part to intersect another Instance, the part will not resize at all.  Return true if the call is successful, false otherwise.","'NormalId'에서 정의된 면 방향으로 'deltaAmount'만큼 파트의 크기를 변경합니다. 이 작업으로 인해 파트가 다른 인스턴스와 교차되도록 확장되면 파트의 크기가 변경되지 않습니다. 호출이 성공하면 true를 반환하고, 실패하면 false를 반환합니다.","Изменяет размер детали в направлении грани, заданной параметром NormalId, на величину, заданную параметром deltaAmount. Если при этом деталь расширяется и пересекается с другим экземпляром, размер детали не изменяется. В случае успешного вызова возвращается true, в противном случае false.",根据 'NormalId' 定义的面的方向，根据 'deltaAmount' 指定的数值调整 Part 的大小。若此操作会拓展部件至其与其他 Instance 相交，则部件不会被调整大小。若调用成功返回 true，否则返回 false。
Studio.ReflectionMetadata.ReflectionMetadata.BasePartLocalSimulationTouched,,,Deprecated. Use Touched instead,Deprecated. Use Touched instead,더 이상 사용되지 않습니다. Touched를 대신 사용하세요,Устарело. Используйте Touched,已过时。请改用 Touched
Studio.ReflectionMetadata.ReflectionMetadata.BasePartStoppedTouching,,,Deprecated. Use TouchEnded instead,Deprecated. Use TouchEnded instead,더 이상 사용되지 않습니다. TouchEnded를 대신 사용하세요,Устарело. Используйте TouchEnded,已过时。请改用 TouchEnded
Studio.ReflectionMetadata.ReflectionMetadata.BasePartTouchEnded,,,Fired when the part stops touching another part,Fired when the part stops touching another part,파트가 다른 파트에 닿지 않게 되면 발생합니다.,"Возникает, когда деталь перестает касаться другой детали",当部件停止接触其他部件时触发
Studio.ReflectionMetadata.ReflectionMetadata.Part,,,A plastic building block - the fundamental component of ROBLOX,A plastic building block - the fundamental component of ROBLOX,플라스틱 건설 블록 - ROBLOX의 기본 구성 요소,Пластиковый строительный блок — основной компонент системы ROBLOX,一块塑料积木— ROBLOX 的基本组件
Studio.ReflectionMetadata.ReflectionMetadata.TrussPart,,,An extendable building truss,An extendable building truss,확장 가능한 건물 트러스,Удлиняемая стропильная балка,可扩展的建筑桁架
Studio.ReflectionMetadata.ReflectionMetadata.WedgePart,,,A Wedge Part,A Wedge Part,Wedge 파트,"Деталь ""клин""",一个楔形部件
Studio.ReflectionMetadata.ReflectionMetadata.PrismPart,,,A Prism Part,A Prism Part,Prism 파트,"Деталь ""призма""",一个棱形部件
Studio.ReflectionMetadata.ReflectionMetadata.PyramidPart,,,A Pyramid Part,A Pyramid Part,Pyramid 파트,"Деталь ""пирамида""",一个金字塔部件
Studio.ReflectionMetadata.ReflectionMetadata.ParallelRampPart,,,A ParallelRamp Part,A ParallelRamp Part,ParallelRamp 파트,Деталь ParallelRamp,一个并行斜坡部件
Studio.ReflectionMetadata.ReflectionMetadata.RightAngleRampPart,,,A RightAngleRamp Part,A RightAngleRamp Part,RightAngleRamp 파트,Деталь RightAngleRamp,一个右角斜坡部件
Studio.ReflectionMetadata.ReflectionMetadata.CornerWedgePart,,,A CornerWedge Part,A CornerWedge Part,CornerWedge 파트,Деталь CornerWedge,一个转角楔形部件
Studio.ReflectionMetadata.ReflectionMetadata.PlayerGui,,,A container instance that syncs data between a single player and the server.  ScreenGui objects that are placed in this container will be shown to the Player parent only,A container instance that syncs data between a single player and the server.  ScreenGui objects that are placed in this container will be shown to the Player parent only,단일 플레이어와 서버 간에 데이터를 동기화하는 컨테이너 인스턴스입니다. 이 컨테이너에 배치된 ScreenGui 개체는 플레이어 부모에게만 표시됩니다,"Экземпляр контейнера, который синхронизирует данные между одним игроком и сервером. Объекты ScreenGui, которые находятся в этом контейнере, будут показаны только родительскому элементу игрока",一个容器实例，用于在单个玩家和服务器之间同步数据。放置在此容器中的 ScreenGui 对象只会对 Player 父类显示
Studio.ReflectionMetadata.ReflectionMetadata.PlayerGuiSelectionImageObject,,,"Overrides the default selection adornment (used for gamepads). For best results, this should point to a GuiObject.","Overrides the default selection adornment (used for gamepads). For best results, this should point to a GuiObject.",기본 선택 장식을 재정의합니다(게임 패드에 사용). 최상의 결과를 얻으려면 GuiObject를 가리켜야 합니다.,Переопределяет графические элементы выделения по умолчанию (используемые для геймпадов). Для наилучших результатов должно указывать на GuiObject.,覆盖默认选择装饰 (用于游戏手柄)。为了获得最佳效果，应指向一个 GuiObject。
Studio.ReflectionMetadata.ReflectionMetadata.PlayerScripts,,,A container instance that contains LocalScripts.  LocalScript objects that are placed in this container will be exectue only when a Player is the parent.,A container instance that contains LocalScripts.  LocalScript objects that are placed in this container will be exectue only when a Player is the parent.,LocalScripts가 들어 있는 컨테이너 인스턴스입니다. 이 컨테이너에 배치된 LocalScript 개체는 플레이어가 부모인 경우에만 실행됩니다.,"Экземпляр контейнера с LocalScripts. Объекты LocalScript, расположенные в этом контейнере, будут выполняться только в том случае, если родительским элементом является Player.",一个包含 LocalScript 的容器实例。放置在此容器中的 LocalScript 对象只会在作为 Player 的子类时执行。
Studio.ReflectionMetadata.ReflectionMetadata.StarterPlayerScripts,,,A container instance that contains LocalScripts.  LocalScript objects that are placed in this container will be copied to new Players on startup.,A container instance that contains LocalScripts.  LocalScript objects that are placed in this container will be copied to new Players on startup.,LocalScripts가 들어 있는 컨테이너 인스턴스입니다. 이 컨테이너에 배치된 LocalScript 개체는 시작 시 새로운 플레이어에게 복사됩니다.,"Экземпляр контейнера с LocalScripts. Объекты LocalScript, расположенные в этом контейнере, будут скопированы в новые элементы Player при запуске.",一个包含 LocalScript 的容器实例。放置在此容器中的 LocalScript 对象会在启动时复制给新玩家。
Studio.ReflectionMetadata.ReflectionMetadata.StarterCharacterScripts,,,A container instance that contains LocalScripts.  LocalScript objects that are placed in this container will be copied to new characters on startup.,A container instance that contains LocalScripts.  LocalScript objects that are placed in this container will be copied to new characters on startup.,LocalScripts가 들어 있는 컨테이너 인스턴스입니다. 이 컨테이너에 배치된 LocalScript 개체는 시작 시 새로운 캐릭터에게 복사됩니다.,"Экземпляр контейнера c LocalScripts. Объекты LocalScript, расположенные в этом контейнере, будут скопированы новым персонажам при запуске.",一个包含 LocalScript 的容器实例。放置在此容器中的 LocalScript 对象会在启动时复制给新角色。
Studio.ReflectionMetadata.ReflectionMetadata.GuiMain,,,"Deprecated, please use ScreenGui","Deprecated, please use ScreenGui",더 이상 사용할 수 없습니다. ScreenGui를 사용하세요.,Устарело. Используйте ScreenGui,已过时。请改用 ScreenGui
Studio.ReflectionMetadata.ReflectionMetadata.LayerCollector,,,"The base class of ScreenGui, BillboardGui, and SurfaceGui.","The base class of ScreenGui, BillboardGui, and SurfaceGui.","ScreenGui, BillboardGui 및 SurfaceGui의 기본 클래스입니다.","Базовый класс ScreenGui, BillboardGui и SurfaceGui.",ScreenGui、BillboardGui 和 SurfaceGui 的基类。
Studio.ReflectionMetadata.ReflectionMetadata.ScreenGui,,,The core GUI object on which tools are built.  Add Frames/Labels/Buttons to this object to have them rendered as a 2D overlay,The core GUI object on which tools are built.  Add Frames/Labels/Buttons to this object to have them rendered as a 2D overlay,도구가 제작되는 코어 GUI 개체.  이 개체에 프레임/레이블/버튼을 추가해 2D 오버레이로 렌더링,"Основной объект графического интерфейса, на котором построены инструменты. Добавьте к этому объекту рамки/метки/кнопки, чтобы они отображались в виде 2D-наложений.",打造工具所需的核心 GUI 对象。为对象添加帧/标签/按钮，将它们渲染为 2D 覆盖
Studio.ReflectionMetadata.ReflectionMetadata.FunctionalTest,,,Deprecated. Use TestService instead,Deprecated. Use TestService instead,더 이상 사용되지 않습니다. TestService를 대신 사용하세요,Устарело. Используйте TestService,已过时。请改用 TestService
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGui,,,A GUI that adorns an object in the 3D world.  Add Frames/Labels/Buttons to this object to have them rendered while attached to a 3D object,A GUI that adorns an object in the 3D world.  Add Frames/Labels/Buttons to this object to have them rendered while attached to a 3D object,3D 세계에서 개체를 장식하는 GUI. 이 개체에 프레임/레이블/버튼을 추가해 3D 객체에 연결된 상태에서 렌더링되도록 하세요.,"Графический интерфейс оформления объекта в 3D-мире. Добавьте рамки/метки/кнопки, чтобы они отображались при присоединении к 3D-объекту.",用于装饰 3D 世界中的对象的 GUI。为此对象添加 Frame/Label/Button，以便在附加到 3D 对象时进行渲染
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiAdornee,,,"The Object the billboard gui uses as its base to render from.  Currently, the only way to set this property is thru a script, and must exist in the workspace.  This will only render if the object assigned derives from BasePart.","The Object the billboard gui uses as its base to render from.  Currently, the only way to set this property is thru a script, and must exist in the workspace.  This will only render if the object assigned derives from BasePart.","빌보드 GUI가 렌더링할 기준으로 사용하는 개체입니다. 현재 이 속성을 설정하는 유일한 방법은 스크립트를 통하는 것이며, 작업 공간에 존재해야 합니다. 지정된 개체가 BasePart에서 파생된 경우에만 렌더링됩니다.","Объект, который используется графическим интерфейсом рекламной панели как источник отображения. В настоящее время установить это свойство можно только с помощью скрипта, и оно должно существовать в рабочей области. Отображается, только если назначенный объект является производным от BasePart.",排行榜 GUI 用作渲染的基础 Object。目前只能通过脚本设置此属性，且必须存在于工作区中。只有当指定对象派生自 BasePart 时才会进行渲染。
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiAbsolutePosition,,,"A read-only Vector2 value that is the GuiObject's current position (x,y) in pixel space, from the top left corner of the GuiObject.","A read-only Vector2 value that is the GuiObject's current position (x,y) in pixel space, from the top left corner of the GuiObject.","GuiObject의 왼쪽 상단 모서리의 픽셀 공간에서 GuiObject의 현재 위치(x,y)인 읽기 전용 Vector2 값입니다.","Значение Vector2 только для чтения, которое является текущей позицией GuiObject (X,Y) в пиксельном пространстве от левого верхнего угла GuiObject.","一个表明 GuiObject 在像素空间中的当前位置 (x, y) 的只读 Vector2 值，以 GuiObject 的左上角为准。"
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiAbsoluteSize,,,"A read-only Vector2 value that is the GuiObject's current size (width, height) in pixel space.","A read-only Vector2 value that is the GuiObject's current size (width, height) in pixel space.","픽셀 공간에서 GuiObject의 현재 크기(너비, 높이)인 읽기 전용 Vector2 값입니다.","Значение Vector2 только для чтения, которое является текущим размером GuiObject (ширина, высота) в пиксельном пространстве.",一个表明 GuiObject 在像素空间中的当前大小 (宽，高) 的只读 Vector2 值。
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiActive,,,"If true, this GuiObject can fire mouse events and will pass them to any GuiObjects layered underneath, while false will do neither.","If true, this GuiObject can fire mouse events and will pass them to any GuiObjects layered underneath, while false will do neither.",true인 경우 GuiObject는 마우스 이벤트를 발생시키며 계층 하위의 모든 GuiObject로 전달합니다. false이면 해당 기능이 없습니다.,"Если значение true, этот GuiObject может запускать события мыши и передавать их любым GuiObject в нижних слоях. Значение false не будет делать ни того, ни другого.",若值为 true，此 GuiObject 可触发鼠标事件并将其传递给下层 GuiObject，若值为否则无上述功能。
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiAlwaysOnTop,,,"If true, billboard gui does not get occluded by 3D objects, but always renders on the screen.","If true, billboard gui does not get occluded by 3D objects, but always renders on the screen.","true인 경우, 빌보드 GUI는 3D 개체에 의해 가려지지 않지만 항상 화면에 렌더링됩니다.","Если значение true, интерфейс рекламной панели не загораживается 3D-объектами, а всегда отображается на экране.",若值为 true，排行榜 GUI 不会被 3D 对象遮挡，而是始终渲染在屏幕上。
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiEnabled,,,"If true, billboard gui will render, otherwise rendering will be skipped.","If true, billboard gui will render, otherwise rendering will be skipped.","true일 경우 빌보드 GUI가 렌더링되고, 그렇지 않으면 렌더링을 건너뜁니다.","Если значение true, интерфейс рекламной панели отображается. В противном случае отображение не происходит.",若值为 true，排行榜 GUI 会被渲染，否则将会跳过渲染。
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiExtentsOffset,,,"A Vector3 (x,y,z) defined in studs that will offset the gui from the extents of the 3d object it is rendering from.","A Vector3 (x,y,z) defined in studs that will offset the gui from the extents of the 3d object it is rendering from.","렌더링하는 3D 개체 범위에서 GUI를 오프셋하는 스터드로 정의되는 Vector3(x,y,z)입니다.","Vector3 (X,Y,Z), заданный в стойках, который смещает интерфейс с 3D-объекта, с которого выполняется отображение.","一个定义 GUI 与其渲染的 3D 对象范围的相对偏移值的 Vector3 (x,y,z)，以格为单位。"
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiPlayerToHideFrom,,,Specifies a Player that the BillboardGui will not render to.,Specifies a Player that the BillboardGui will not render to.,BillboardGui가 렌더링하지 않을 플레이어를 지정합니다.,"Указывает игрока, для которого не отображается BillboardGui.",指定 BillboardGui 不会渲染的 Player。
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiStudsOffset,,,"A Vector3 (x,y,z) defined in studs that will offset the gui from the centroid of the 3d object it is rendering from","A Vector3 (x,y,z) defined in studs that will offset the gui from the centroid of the 3d object it is rendering from","렌더링하는 3D 개체 중심에서 GUI를 오프셋하는 스터드로 정의되는 Vector3(x,y,z)입니다.","Vector3 (X,Y,Z), заданный в стойках, который смещает интерфейс с центроида 3D-объекта, с которого выполняется отображение","一个定义 GUI 与其渲染的 3D 对象质心的相对偏移值的 Vector3 (x,y,z)，以格为单位"
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiSizeOffset,,,"A Vector2 (x,y) defined in studs that will offset the gui size from it's current size.","A Vector2 (x,y) defined in studs that will offset the gui size from it's current size.","현재 크기에서 GUI 크기를 오프셋하는 스터드로 정의되는 Vector2(x,y,z)입니다.","Vector2 (X,Y), заданный в стойках, который смещает размер интерфейса по отношению к текущему размеру.","一个定义 GUI 与其当前大小的相对偏移值的 Vector2 (x,y)，以格为单位。"
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiSize,,,A UDim2 value describing the size of the BillboardGui. More information on UDim2 is available <a href='http://wiki.roblox.com/index.php/UDim2' target='_blank'>here</a>. Relative values are defined as one-to-one with studs.,A UDim2 value describing the size of the BillboardGui. More information on UDim2 is available <a href='http://wiki.roblox.com/index.php/UDim2' target='_blank'>here</a>. Relative values are defined as one-to-one with studs.,BillboardGui 크기를 설명하는 UDim2 값입니다. UDim2에 대한 추가 정보는 <a href='http://wiki.roblox.com/index.php/UDim2' target='_blank'>여기서</a> 확인할 수 있습니다. 상대 값은 스터드로 1대1 정의됩니다.,"Значение UDim2, описывающее размер BillboardGui. Дополнительная информация о UDim2 доступна <a href='http://wiki.roblox.com/index.php/UDim2' target='_blank'>здесь</a>. Относительные значения определяются стойками как одно к одному.",一个描述 BillboardGui 大小的 UDim2 值。更多关于 UDim2 的信息请参阅<a href='http://wiki.roblox.com/index.php/UDim2' target='_blank'>这里</a>。所定义的相关值与格一一对应。
Studio.ReflectionMetadata.ReflectionMetadata.BillboardGuiLightInfluence,,,"Specifies the amount of influence lighting has on the billboard gui. A value of 0 is unlit, 1 is fully lit. Fractional values blend from unlit to lit.","Specifies the amount of influence lighting has on the billboard gui. A value of 0 is unlit, 1 is fully lit. Fractional values blend from unlit to lit.",조명이 빌보드 GUI에 미치는 영향력을 지정합니다. 값이 0이면 조명을 비추지 않고 값이 1이면 조명을 완전히 비춥니다. 분수 값은 조명을 비추지 않음(unlit)과 비춤(lit) 간에 혼합됩니다.,"Указание степени влияния освещения на интерфейс рекламной панели. Значение 0 — не освещен, 1 — полностью освещен. Дробные значения означают переход от неосвещенного к освещенному.",指定照明对排行榜 GUI 的影响力值。值为 0 时完全熄灭，值为 1 时完全点亮。中间的分数值表示从完全熄灭到完全点亮之间的状态。
Studio.ReflectionMetadata.ReflectionMetadata.SurfaceGui,,,Renders its contained GuiObjects flat against the face of a part.,Renders its contained GuiObjects flat against the face of a part.,포함된 GuiObjects 평면을 파트의 면에 대해 렌더링합니다.,Отображает содержащиеся GuiObject на лицевой стороне детали.,渲染其包含的平放在一个部件的面上的 GuiObject。
Studio.ReflectionMetadata.ReflectionMetadata.SurfaceGuiAdornee,,,"The Object the surface gui uses as its base to render from.  Currently, the only way to set this property is thru a script, and must exist in the workspace.  This will only render if the object assigned derives from BasePart.","The Object the surface gui uses as its base to render from.  Currently, the only way to set this property is thru a script, and must exist in the workspace.  This will only render if the object assigned derives from BasePart.","표면 GUI가 렌더링할 기준으로 사용하는 개체입니다. 현재 이 속성을 설정하는 유일한 방법은 스크립트를 통하는 것이며, 작업 공간에 존재해야 합니다. 지정된 개체가 BasePart에서 파생된 경우에만 렌더링됩니다.","Объект, который использует интерфейс поверхности в качестве базы для отображения. В настоящее время установить это свойство можно только с помощью скрипта, и оно должно существовать в рабочей области. Отображается, только если назначенный объект является производным от BasePart.",被此表面 GUI 用作渲染基础的 Object。目前只能通过脚本设置此属性，且必须存在于工作区。只有当指定对象派生自 BasePart 时才会进行渲染。
