Key,Context,Example,Source,en-us
Studio.ReflectionMetadata.ReflectionMetadata.TeamsGetPlayers,,,Returns a read-only table of players which are on this team.,Returns a read-only table of players which are on this team.
Studio.ReflectionMetadata.ReflectionMetadata.TeleportService,,,Allows players to seamlessly leave a game and join another,Allows players to seamlessly leave a game and join another
Studio.ReflectionMetadata.ReflectionMetadata.TeleportServiceCustomizedTeleportUI,,,Deprecated,Deprecated
Studio.ReflectionMetadata.ReflectionMetadata.Terrain,,,Object representing a high performance bounded grid of static 4x4 parts,Object representing a high performance bounded grid of static 4x4 parts
Studio.ReflectionMetadata.ReflectionMetadata.TerrainDecoration,,,Enables terrain materials decoration,Enables terrain materials decoration
Studio.ReflectionMetadata.ReflectionMetadata.TerrainGetCell,,,"Returns CellMaterial, CellBlock, CellOrientation","Returns CellMaterial, CellBlock, CellOrientation"
Studio.ReflectionMetadata.ReflectionMetadata.TerrainGetWaterCell,,,"Returns hasAnyWater, WaterForce, WaterDirection","Returns hasAnyWater, WaterForce, WaterDirection"
Studio.ReflectionMetadata.ReflectionMetadata.TerrainRegion,,,Object representing a snapshot of the region of terrain,Object representing a snapshot of the region of terrain
Studio.ReflectionMetadata.ReflectionMetadata.TextBox,,,A text entry box,A text entry box
Studio.ReflectionMetadata.ReflectionMetadata.TextBoxTextColor,,,Deprecated. Use TextColor3 instead,Deprecated. Use TextColor3 instead
Studio.ReflectionMetadata.ReflectionMetadata.TextButton,,,A GUI button containing text,A GUI button containing text
Studio.ReflectionMetadata.ReflectionMetadata.TextButtonTextColor,,,Deprecated. Use TextColor3 instead,Deprecated. Use TextColor3 instead
Studio.ReflectionMetadata.ReflectionMetadata.TextLabel,,,A GUI object containing text,A GUI object containing text
Studio.ReflectionMetadata.ReflectionMetadata.TextLabelTextColor,,,Deprecated. Use TextColor3 instead,Deprecated. Use TextColor3 instead
Studio.ReflectionMetadata.ReflectionMetadata.TouchTransmitter,,,Used by networking and replication code to transmit touch events - no other purpose,Used by networking and replication code to transmit touch events - no other purpose
Studio.ReflectionMetadata.ReflectionMetadata.Trail,,,Makes two attachments emit trail when moving,Makes two attachments emit trail when moving
Studio.ReflectionMetadata.ReflectionMetadata.TremoloSoundEffect,,,A Tremolo audio effect that can be applied to a Sound or SoundGroup.,A Tremolo audio effect that can be applied to a Sound or SoundGroup.
Studio.ReflectionMetadata.ReflectionMetadata.TrussPart,,,An extendable building truss,An extendable building truss
Studio.ReflectionMetadata.ReflectionMetadata.Tween,,,"An object linked to an instance that animates properties on the instance over a specified period of time. Useful for easily moving UI objects around, rotating objects, etc. without having to write a lot of code. To create a new tween, please use TweenService:Create.","An object linked to an instance that animates properties on the instance over a specified period of time. Useful for easily moving UI objects around, rotating objects, etc. without having to write a lot of code. To create a new tween, please use TweenService:Create."
Studio.ReflectionMetadata.ReflectionMetadata.TweenBaseCancel,,,Stops the tween animation. Animation can be restarted by calling Play(). Animation will start from the beginning values.,Stops the tween animation. Animation can be restarted by calling Play(). Animation will start from the beginning values.
Studio.ReflectionMetadata.ReflectionMetadata.TweenBaseCompleted,,,Fires when the tween either reaches PlaybackState Completed or Cancelled. PlaybackState of one of these types is passed as the first arg to the function listening to this event.,Fires when the tween either reaches PlaybackState Completed or Cancelled. PlaybackState of one of these types is passed as the first arg to the function listening to this event.
Studio.ReflectionMetadata.ReflectionMetadata.TweenBasePause,,,Temporarily stops the tween animation. Animation can be resumed by calling Play().,Temporarily stops the tween animation. Animation can be resumed by calling Play().
Studio.ReflectionMetadata.ReflectionMetadata.TweenBasePlay,,,"Starts or resumes (if Tween.PlaybackState is Paused) the tween animation. If current PlaybackState is Cancelled, this property will reset the tween to the beginning properties and play the animations from the beginning.","Starts or resumes (if Tween.PlaybackState is Paused) the tween animation. If current PlaybackState is Cancelled, this property will reset the tween to the beginning properties and play the animations from the beginning."
Studio.ReflectionMetadata.ReflectionMetadata.TweenBasePlaybackState,,,"The current state of how the tween is animating. Possible values are Begin, Playing, Paused, Completed and Cancelled. This property is modified by using functions such as Tween:Play(), Tween:Pause(), and Tween:Cancel(). Read-only.","The current state of how the tween is animating. Possible values are Begin, Playing, Paused, Completed and Cancelled. This property is modified by using functions such as Tween:Play(), Tween:Pause(), and Tween:Cancel(). Read-only."
Studio.ReflectionMetadata.ReflectionMetadata.TweenInstance,,,The object this tween is operating on. Read-only.,The object this tween is operating on. Read-only.
Studio.ReflectionMetadata.ReflectionMetadata.TweenService,,,Service responsible for creating tweens on instances.,Service responsible for creating tweens on instances.
Studio.ReflectionMetadata.ReflectionMetadata.TweenServiceCreate,,,"Creates a Tween object bound to a particular Instance. The first arg is the Instance to tween. The second arg is a TweenInfo struct, which specifies how a tween should behave. The third arg is a table, which should specify the properties to tween as keys, with the end value specified as values to the keys.","Creates a Tween object bound to a particular Instance. The first arg is the Instance to tween. The second arg is a TweenInfo struct, which specifies how a tween should behave. The third arg is a table, which should specify the properties to tween as keys, with the end value specified as values to the keys."
Studio.ReflectionMetadata.ReflectionMetadata.TweenServiceGetValue,,,Transforms a linear alpha to a given EasingStyle and EasingDirection.,Transforms a linear alpha to a given EasingStyle and EasingDirection.
Studio.ReflectionMetadata.ReflectionMetadata.TweenTweenInfo,,,Specifies how the tween animates. Read-only.,Specifies how the tween animates. Read-only.
Studio.ReflectionMetadata.ReflectionMetadata.UIAspectRatioConstraint,,,"Ensures a GuiObject will always have a particular aspect ratio. If an element with a constraint is under the control of a layout, the constraint takes precedence in determining the element’s size, but not position. You can use a Constraint by parenting it to the element you wish to constrain.","Ensures a GuiObject will always have a particular aspect ratio. If an element with a constraint is under the control of a layout, the constraint takes precedence in determining the element’s size, but not position. You can use a Constraint by parenting it to the element you wish to constrain."
Studio.ReflectionMetadata.ReflectionMetadata.UIAspectRatioConstraintAspectRatio,,,The aspect ratio to maintain. This is the width/height. Only positive numbers allowed.,The aspect ratio to maintain. This is the width/height. Only positive numbers allowed.
Studio.ReflectionMetadata.ReflectionMetadata.UIAspectRatioConstraintAspectType,,,"Describes how the aspect ratio will determine its size. Options are FitWithinMaxSize, ScaleWithParentSize. FitWithinMaxSize will make the element the maximum size it can be within the current possible AbsoluteSize of the element while maintaining the AspectRatio. ScaleWithParentSize will make the element the closest to the parent element’s maximum size while maintaining aspect ratio.","Describes how the aspect ratio will determine its size. Options are FitWithinMaxSize, ScaleWithParentSize. FitWithinMaxSize will make the element the maximum size it can be within the current possible AbsoluteSize of the element while maintaining the AspectRatio. ScaleWithParentSize will make the element the closest to the parent element’s maximum size while maintaining aspect ratio."
Studio.ReflectionMetadata.ReflectionMetadata.UIAspectRatioConstraintDominantAxis,,,"Describes which axis to use when determining the new size of the element, while keeping respect to the aspect ratio.","Describes which axis to use when determining the new size of the element, while keeping respect to the aspect ratio."
Studio.ReflectionMetadata.ReflectionMetadata.UICorner,,,Modify corner properties of parent GuiObject.,Modify corner properties of parent GuiObject.
Studio.ReflectionMetadata.ReflectionMetadata.UICornerCornerRadius,,,Round corner with specified radius.,Round corner with specified radius.
Studio.ReflectionMetadata.ReflectionMetadata.UIGradient,,,Apply a gradient to the parent GuiObject.,Apply a gradient to the parent GuiObject.
Studio.ReflectionMetadata.ReflectionMetadata.UIGradientColor,,,The (sequence of) color3 of the gradient.,The (sequence of) color3 of the gradient.
Studio.ReflectionMetadata.ReflectionMetadata.UIGradientOffset,,,Offset of gradient center in scale.,Offset of gradient center in scale.
Studio.ReflectionMetadata.ReflectionMetadata.UIGradientRotation,,,Clockwise rotation in degrees.,Clockwise rotation in degrees.
Studio.ReflectionMetadata.ReflectionMetadata.UIGradientTransparency,,,The (sequence of) transparency of the gradient.,The (sequence of) transparency of the gradient.
Studio.ReflectionMetadata.ReflectionMetadata.UIGridLayout,,,"Sets the position of UI elements in a 2D grid (this can be modified to 1D grid for list layout). This will also set the elements to a particular size, although this can be overridden with particular constraints on elements. You can use a UIGridLayout by parenting it to a GuiObject. The UIGridLayout will then apply itself to all of its GuiObject siblings.","Sets the position of UI elements in a 2D grid (this can be modified to 1D grid for list layout). This will also set the elements to a particular size, although this can be overridden with particular constraints on elements. You can use a UIGridLayout by parenting it to a GuiObject. The UIGridLayout will then apply itself to all of its GuiObject siblings."
Studio.ReflectionMetadata.ReflectionMetadata.UIGridLayoutAbsoluteSize,,,"Returns the current size of the grid. If more elements are added, this can increase. If elements are removed this can decrease.","Returns the current size of the grid. If more elements are added, this can increase. If elements are removed this can decrease."
Studio.ReflectionMetadata.ReflectionMetadata.UIGridLayoutCellPadding,,,How much space between elements there should be.,How much space between elements there should be.
Studio.ReflectionMetadata.ReflectionMetadata.UIGridLayoutCellSize,,,Denotes what size each element should be. Can be overridden by elements using constraints on individual elements.,Denotes what size each element should be. Can be overridden by elements using constraints on individual elements.
Studio.ReflectionMetadata.ReflectionMetadata.UIGridLayoutFillDirectionMaxCells,,,Determines how many cells over in the FillDirection we go before starting a new row or column. Set to 0 for max cell count.  Will be clamped if this is set higher than the parent container allows room for.,Determines how many cells over in the FillDirection we go before starting a new row or column. Set to 0 for max cell count.  Will be clamped if this is set higher than the parent container allows room for.
Studio.ReflectionMetadata.ReflectionMetadata.UIGridLayoutStartCorner,,,"Which corner we start laying the elements out from. Can be TopLeft, TopRight, BottomLeft, BottomRight.","Which corner we start laying the elements out from. Can be TopLeft, TopRight, BottomLeft, BottomRight."
Studio.ReflectionMetadata.ReflectionMetadata.UIGridStyleLayoutApplyLayout,,,Forces a relayout of all elements. Useful when sort is set to Custom.,Forces a relayout of all elements. Useful when sort is set to Custom.
Studio.ReflectionMetadata.ReflectionMetadata.UIGridStyleLayoutFillDirection,,,Determines which direction to fill the grid. Can be Horizontal or Vertical.,Determines which direction to fill the grid. Can be Horizontal or Vertical.
Studio.ReflectionMetadata.ReflectionMetadata.UIGridStyleLayoutHorizontalAlignment,,,"Determines how grid is placed within it's parent's container in the x direction. Can be Left, Center, or Right.","Determines how grid is placed within it's parent's container in the x direction. Can be Left, Center, or Right."
Studio.ReflectionMetadata.ReflectionMetadata.UIGridStyleLayoutSetCustomSortFunction,,,"When SortOrder is set to Custom, this lua function is used to determine the ordering of elements. Function should take two arguments (each will be an Instance child to compare), and return true if a comes before b, otherwise return false. In other words, use this function the same way you would use a table.sort function. The sorting should be deterministic, otherwise sort will fail and fall back to name order.","When SortOrder is set to Custom, this lua function is used to determine the ordering of elements. Function should take two arguments (each will be an Instance child to compare), and return true if a comes before b, otherwise return false. In other words, use this function the same way you would use a table.sort function. The sorting should be deterministic, otherwise sort will fail and fall back to name order."
Studio.ReflectionMetadata.ReflectionMetadata.UIGridStyleLayoutSortOrder,,,"Determines how we decide which element to place next. Can be Name or Custom. If using Custom, make sure SetCustomSortFunction was called with an appropriate sort function.","Determines how we decide which element to place next. Can be Name or Custom. If using Custom, make sure SetCustomSortFunction was called with an appropriate sort function."
Studio.ReflectionMetadata.ReflectionMetadata.UIGridStyleLayoutVerticalAlignment,,,"Determines how grid is placed within it's parent's container in the y direction. Can be Top, Center, or Bottom.","Determines how grid is placed within it's parent's container in the y direction. Can be Top, Center, or Bottom."
Studio.ReflectionMetadata.ReflectionMetadata.UIListLayout,,,Sets the position of UI elements in a list. You can use a UIListLayout by parenting it to a GuiObject. The UIListLayout will then apply itself to all of its GuiObject siblings.,Sets the position of UI elements in a list. You can use a UIListLayout by parenting it to a GuiObject. The UIListLayout will then apply itself to all of its GuiObject siblings.
Studio.ReflectionMetadata.ReflectionMetadata.UIListLayoutPadding,,,"Determines the amount of free space between each element. Can be set either using scale (Percentage of parent's size in the current direction) or offset (a static spacing value, similar to pixel size).","Determines the amount of free space between each element. Can be set either using scale (Percentage of parent's size in the current direction) or offset (a static spacing value, similar to pixel size)."
Studio.ReflectionMetadata.ReflectionMetadata.UIPaddingPaddingBottom,,,The padding to apply on the bottom side relative to the parent's normal size.,The padding to apply on the bottom side relative to the parent's normal size.
Studio.ReflectionMetadata.ReflectionMetadata.UIPaddingPaddingLeft,,,The padding to apply on the left side relative to the parent's normal size.,The padding to apply on the left side relative to the parent's normal size.
Studio.ReflectionMetadata.ReflectionMetadata.UIPaddingPaddingRight,,,The padding to apply on the right side relative to the parent's normal size.,The padding to apply on the right side relative to the parent's normal size.
Studio.ReflectionMetadata.ReflectionMetadata.UIPaddingPaddingTop,,,The padding to apply on the top side relative to the parent's normal size.,The padding to apply on the top side relative to the parent's normal size.
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayout,,,"Creates a paged viewing window, like the home screen of a mobile device. You can use a UIPageLayout by parenting it to a GuiObject. The UIPageLayout will then apply itself to all of its GuiObject siblings.","Creates a paged viewing window, like the home screen of a mobile device. You can use a UIPageLayout by parenting it to a GuiObject. The UIPageLayout will then apply itself to all of its GuiObject siblings."
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutAnimated,,,Whether or not to animate transitions between pages.,Whether or not to animate transitions between pages.
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutCircular,,,Whether or not the page layout wraps around at the ends.,Whether or not the page layout wraps around at the ends.
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutCurrentPage,,,The page that is either currently being displayed or is the target of the current animation.,The page that is either currently being displayed or is the target of the current animation.
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutEasingDirection,,,The easing direction to use when performing an animation.,The easing direction to use when performing an animation.
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutEasingStyle,,,The easing style to use when performing an animation.,The easing style to use when performing an animation.
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutJumpTo,,,"If the instance is in the layout, then it sets CurrentPage to it and animtes to it. If circular layout is set, it will take the shortest path.","If the instance is in the layout, then it sets CurrentPage to it and animtes to it. If circular layout is set, it will take the shortest path."
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutJumpToIndex,,,"If the index is >= 0 and less than the size of the layout, acts like JumpTo. If it's out of bounds and circular is set, it will animate the full distance between the in-bounds index of CurrentPage and the new index.","If the index is >= 0 and less than the size of the layout, acts like JumpTo. If it's out of bounds and circular is set, it will animate the full distance between the in-bounds index of CurrentPage and the new index."
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutNext,,,"Sets CurrentPage to the page after the current page and animates to it, or does nothing if there isn't a next page.","Sets CurrentPage to the page after the current page and animates to it, or does nothing if there isn't a next page."
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutPadding,,,"Determines the amount that pages are separated from each other by. Can be set either using scale (Percentage of parent's size in the current direction) or offset (a static spacing value, similar to pixel size).","Determines the amount that pages are separated from each other by. Can be set either using scale (Percentage of parent's size in the current direction) or offset (a static spacing value, similar to pixel size)."
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutPageEnter,,,"Fires when a page comes into view, and is going to be rendered.","Fires when a page comes into view, and is going to be rendered."
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutPageLeave,,,"Fires when a page leaves view, and will not be rendered.","Fires when a page leaves view, and will not be rendered."
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutPrevious,,,"Sets CurrentPage to the page after the current page and animates to it, or does nothing if there isn't a next page.","Sets CurrentPage to the page after the current page and animates to it, or does nothing if there isn't a next page."
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutStopped,,,"Fires when an animation to CurrentPage is completed without being cancelled, and the view stops scrolling.","Fires when an animation to CurrentPage is completed without being cancelled, and the view stops scrolling."
Studio.ReflectionMetadata.ReflectionMetadata.UIPageLayoutTweenTime,,,The length of the animation.,The length of the animation.
Studio.ReflectionMetadata.ReflectionMetadata.UIScale,,,Uniformly scales a GUI object and all its children.,Uniformly scales a GUI object and all its children.
Studio.ReflectionMetadata.ReflectionMetadata.UIScaleScale,,,The scale factor to apply.,The scale factor to apply.
Studio.ReflectionMetadata.ReflectionMetadata.UISizeConstraint,,,"Ensures a GuiObject does not become smaller or larger than the min and max size. If an element with a constraint is under the control of a layout, the constraint takes precedence in determining the element’s size, but not position. You can use a Constraint by parenting it to the element you wish to constrain.","Ensures a GuiObject does not become smaller or larger than the min and max size. If an element with a constraint is under the control of a layout, the constraint takes precedence in determining the element’s size, but not position. You can use a Constraint by parenting it to the element you wish to constrain."
Studio.ReflectionMetadata.ReflectionMetadata.UISizeConstraintMaxSize,,,The biggest size the GuiObject is allowed to be.,The biggest size the GuiObject is allowed to be.
Studio.ReflectionMetadata.ReflectionMetadata.UISizeConstraintMinSize,,,The smallest size the GuiObject is allowed to be.,The smallest size the GuiObject is allowed to be.
Studio.ReflectionMetadata.ReflectionMetadata.UITableLayout,,,Provides a layout of rows and columns that are sized based on the cells in them.,Provides a layout of rows and columns that are sized based on the cells in them.
Studio.ReflectionMetadata.ReflectionMetadata.UITableLayoutFillEmptySpaceColumns,,,"Whether the table should expand to fill the available space of its container, column-wise.","Whether the table should expand to fill the available space of its container, column-wise."
Studio.ReflectionMetadata.ReflectionMetadata.UITableLayoutFillEmptySpaceRows,,,"Whether the table should expand to fill the available space of its container, row-wise.","Whether the table should expand to fill the available space of its container, row-wise."
Studio.ReflectionMetadata.ReflectionMetadata.UITableLayoutMajorAxis,,,"Whether the direct siblings are considered the rows or the columns. The children of the direct siblings are the columns or rows, respectively.","Whether the direct siblings are considered the rows or the columns. The children of the direct siblings are the columns or rows, respectively."
Studio.ReflectionMetadata.ReflectionMetadata.UITableLayoutPadding,,,The amount of padding to insert in between the cells of the table.,The amount of padding to insert in between the cells of the table.
Studio.ReflectionMetadata.ReflectionMetadata.UITextSizeConstraint,,,"Ensures a GuiObject with text does not allow the font size to become larger or smaller than min and max text sizes. If an element with a constraint is under the control of a layout, the constraint takes precedence in determining the element’s size, but not position. You can use a Constraint by parenting it to the element you wish to constrain.","Ensures a GuiObject with text does not allow the font size to become larger or smaller than min and max text sizes. If an element with a constraint is under the control of a layout, the constraint takes precedence in determining the element’s size, but not position. You can use a Constraint by parenting it to the element you wish to constrain."
Studio.ReflectionMetadata.ReflectionMetadata.UITextSizeConstraintMaxTextSize,,,The biggest size the font is allowed to be.,The biggest size the font is allowed to be.
Studio.ReflectionMetadata.ReflectionMetadata.UITextSizeConstraintMinTextSize,,,The smallest size the font is allowed to be.,The smallest size the font is allowed to be.
Studio.ReflectionMetadata.ReflectionMetadata.UnionOperation,,,A UnionOperation is a union of multiple parts,A UnionOperation is a union of multiple parts
Studio.ReflectionMetadata.ReflectionMetadata.UnionOperationUsePartColor,,,Override the colors of the mesh with the part color.,Override the colors of the mesh with the part color.
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceAccelerometerEnabled,,,"Returns true if the local device has an accelerometer, false otherwise.","Returns true if the local device has an accelerometer, false otherwise."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceDeviceAccelerationChanged,,,"Fired when a user moves a device that has an accelerometer. This is fired with an InputObject, which has type Enum.InputType.Accelerometer, and position that shows the g force in each local device axis. This event only fires locally.","Fired when a user moves a device that has an accelerometer. This is fired with an InputObject, which has type Enum.InputType.Accelerometer, and position that shows the g force in each local device axis. This event only fires locally."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceDeviceGravityChanged,,,"Fired when the force of gravity changes on a device that has an accelerometer. This is fired with an InputObject, which has type Enum.InputType.Accelerometer, and position that shows the g force in each local device axis. This event only fires locally.","Fired when the force of gravity changes on a device that has an accelerometer. This is fired with an InputObject, which has type Enum.InputType.Accelerometer, and position that shows the g force in each local device axis. This event only fires locally."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceDeviceRotationChanged,,,"Fired when a user rotates a device that has an gyroscope. This is fired with an InputObject, which has type Enum.InputType.Gyroscope, and position that shows total rotation in each local device axis.  The delta property describes the amount of rotation that last happened. A second argument of Vector4 is the device's current quaternion rotation in reference to it's default reference frame. This event only fires locally.","Fired when a user rotates a device that has an gyroscope. This is fired with an InputObject, which has type Enum.InputType.Gyroscope, and position that shows total rotation in each local device axis.  The delta property describes the amount of rotation that last happened. A second argument of Vector4 is the device's current quaternion rotation in reference to it's default reference frame. This event only fires locally."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceGetDeviceAcceleration,,,"Returns an InputObject that describes the device's current acceleration. This is fired with an InputObject, which has type Enum.InputType.Accelerometer, and position that shows the g force in each local device axis.  The delta property describes the amount of rotation that last happened. This event only fires locally.","Returns an InputObject that describes the device's current acceleration. This is fired with an InputObject, which has type Enum.InputType.Accelerometer, and position that shows the g force in each local device axis.  The delta property describes the amount of rotation that last happened. This event only fires locally."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceGetDeviceGravity,,,"Returns an InputObject that describes the device's current gravity vector. This is fired with an InputObject, which has type Enum.InputType.Accelerometer, and position that shows the g force in each local device axis. The delta property describes the amount of rotation that last happened. This event only fires locally.","Returns an InputObject that describes the device's current gravity vector. This is fired with an InputObject, which has type Enum.InputType.Accelerometer, and position that shows the g force in each local device axis. The delta property describes the amount of rotation that last happened. This event only fires locally."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceGetDeviceRotation,,,"Returns an InputObject and a Vector4 that describes the device's current rotation vector. This is fired with an InputObject, which has type Enum.InputType.Gyroscope, and position that shows total rotation in each local device axis. The delta property describes the amount of rotation that last happened. The Vector4 is the device's current quaternion rotation in reference to it's default reference frame. This event only fires locally.","Returns an InputObject and a Vector4 that describes the device's current rotation vector. This is fired with an InputObject, which has type Enum.InputType.Gyroscope, and position that shows total rotation in each local device axis. The delta property describes the amount of rotation that last happened. The Vector4 is the device's current quaternion rotation in reference to it's default reference frame. This event only fires locally."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceGyroscopeEnabled,,,"Returns true if the local device has an gyroscope, false otherwise.","Returns true if the local device has an gyroscope, false otherwise."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceInputBegan,,,"Fired when a user begins interacting via a Human-Computer Interface device (Mouse button down, touch begin, keyboard button down, etc.). 'inputObject' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user begins interacting via a Human-Computer Interface device (Mouse button down, touch begin, keyboard button down, etc.). 'inputObject' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceInputChanged,,,"Fired when a user changes interacting via a Human-Computer Interface device (Mouse move, touch move, mouse wheel, etc.). 'inputObject' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user changes interacting via a Human-Computer Interface device (Mouse move, touch move, mouse wheel, etc.). 'inputObject' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceInputEnded,,,"Fired when a user stops interacting via a Human-Computer Interface device (Mouse button up, touch end, keyboard button up, etc.). 'inputObject' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user stops interacting via a Human-Computer Interface device (Mouse button up, touch end, keyboard button up, etc.). 'inputObject' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceKeyboardEnabled,,,"Returns true if the local device accepts keyboard input, false otherwise.","Returns true if the local device accepts keyboard input, false otherwise."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceMouseEnabled,,,"Returns true if the local device accepts mouse input, false otherwise.","Returns true if the local device accepts mouse input, false otherwise."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTextBoxFocusReleased,,,Fired when a user stops text entry into a textbox (usually by pressing return or clicking/tapping somewhere else on the screen). Argument is the textbox that was taken out of focus. This event only fires locally.,Fired when a user stops text entry into a textbox (usually by pressing return or clicking/tapping somewhere else on the screen). Argument is the textbox that was taken out of focus. This event only fires locally.
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTextBoxFocused,,,Fired when a user clicks/taps on a textbox to begin text entry. Argument is the textbox that was put in focus. This also fires if a textbox forces focus on the user. This event only fires locally.,Fired when a user clicks/taps on a textbox to begin text entry. Argument is the textbox that was put in focus. This also fires if a textbox forces focus on the user. This event only fires locally.
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchEnabled,,,"Returns true if the local device accepts touch input, false otherwise.","Returns true if the local device accepts touch input, false otherwise."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchEnded,,,"Fired when a user moves their finger on a TouchEnabled device. 'touch' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user moves their finger on a TouchEnabled device. 'touch' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchLongPress,,,"Fired when a user holds at least one finger for a short amount of time on the same screen position on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the gesture. 'state' indicates the Enum.UserInputState of the gesture.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user holds at least one finger for a short amount of time on the same screen position on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the gesture. 'state' indicates the Enum.UserInputState of the gesture.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchMoved,,,"Fired when a user moves their finger on a TouchEnabled device. 'touch' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user moves their finger on a TouchEnabled device. 'touch' is an InputObject, which contains useful data for querying user input.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchPan,,,"Fired when a user drags at least one finger on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the gesture. 'totalTranslation' is a Vector2, indicating how far the pan gesture has gone from its starting point. 'velocity' is a Vector2 that indicates how quickly the gesture is being performed in each dimension. 'state' indicates the Enum.UserInputState of the gesture.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user drags at least one finger on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the gesture. 'totalTranslation' is a Vector2, indicating how far the pan gesture has gone from its starting point. 'velocity' is a Vector2 that indicates how quickly the gesture is being performed in each dimension. 'state' indicates the Enum.UserInputState of the gesture.  This event only fires locally.  This event will always fire regardless of game state."
Studio.ReflectionMetadata.ReflectionMetadata.UserInputServiceTouchPinch,,,"Fired when a user pinches their fingers on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the pinch gesture. 'scale' is a float that indicates the difference from the beginning of the pinch gesture. 'velocity' is a float indicating how quickly the pinch gesture is happening. 'state' indicates the Enum.UserInputState of the gesture.  This event only fires locally.  This event will always fire regardless of game state.","Fired when a user pinches their fingers on a TouchEnabled device. 'touchPositions' is a Lua array of Vector2, each indicating the position of all the fingers involved in the pinch gesture. 'scale' is a float that indicates the difference from the beginning of the pinch gesture. 'velocity' is a float indicating how quickly the pinch gesture is happening. 'state' indicates the Enum.UserInputState of the gesture.  This event only fires locally.  This event will always fire regardless of game state."
