Studio.App.RobloxRibbonMainWindow.Motor,,Motor,Motor
Studio.App.RobloxRibbonMainWindow.Move,,Move,Move
Studio.App.RobloxRibbonMainWindow.MoveAnObject,,Move an Object,Move an Object
Studio.App.RobloxRibbonMainWindow.Mute,,Mute,Mute
Studio.App.RobloxRibbonMainWindow.Navigate,,Navigate,Navigate
Studio.App.RobloxRibbonMainWindow.NegatePartsForMakingHoles,,Negate parts for making holes,Negate parts for making holes
Studio.App.RobloxRibbonMainWindow.Network,,Network,Network
Studio.App.RobloxRibbonMainWindow.NewUpdates,,What's New,What's New
Studio.App.RobloxRibbonMainWindow.NoCollision,,No Collision,No Collision
Studio.App.RobloxRibbonMainWindow.NoCollisionTooltip,,Create a no collision constraint,Create a no collision constraint
Studio.App.RobloxRibbonMainWindow.None,,None,None
Studio.App.RobloxRibbonMainWindow.OpenSaveManageDoc,,"Click here to open, save or publish, and to see everything else you can do with the document","Click here to open, save or publish, and to see everything else you can do with the document"
Studio.App.RobloxRibbonMainWindow.OpenTheLocalPluginsFolder,,Open the local plugins folder,Open the local plugins folder
Studio.App.RobloxRibbonMainWindow.OutputFeedOfScripts,,See the output feed of your scripts,See the output feed of your scripts
Studio.App.RobloxRibbonMainWindow.Part,,Part,Part
Studio.App.RobloxRibbonMainWindow.Parts,,Parts,Parts
Studio.App.RobloxRibbonMainWindow.PasteItemInClipboard,,Paste item in clipboard,Paste item in clipboard
Studio.App.RobloxRibbonMainWindow.Physics,,Physics,Physics
Studio.App.RobloxRibbonMainWindow.PivotGroup,,Pivot,Pivot
Studio.App.RobloxRibbonMainWindow.PlaceConstraintAttachment,,Place a constraint or an attachment,Place a constraint or an attachment
Studio.App.RobloxRibbonMainWindow.PlacePart,,Place part,Place part
Studio.App.RobloxRibbonMainWindow.PlacePartWorkspace,,Place a part into the workspace,Place a part into the workspace
Studio.App.RobloxRibbonMainWindow.PlayTheGameInsideTheWindow,,Play the game inside the window,Play the game inside the window
Studio.App.RobloxRibbonMainWindow.PlayerEmulator,,Player,Player
Studio.App.RobloxRibbonMainWindow.Plugins,,Plugins,Plugins
Studio.App.RobloxRibbonMainWindow.PluginsFolder,,Plugins Folder,Plugins Folder
Studio.App.RobloxRibbonMainWindow.PreciselyManipulateAnObject,,Precisely Manipulate an Object,Precisely Manipulate an Object
Studio.App.RobloxRibbonMainWindow.Prismatic,,Prismatic,Prismatic
Studio.App.RobloxRibbonMainWindow.PushScriptTCServer,,Push the current edits to a script to the Team Create server,Push the current edits to a script to the Team Create server
Studio.App.RobloxRibbonMainWindow.RecentFiles,,Recent Files,Recent Files
Studio.App.RobloxRibbonMainWindow.RecordAVideo,,Record a video,Record a video
Studio.App.RobloxRibbonMainWindow.ReloadScriptAfterMod,,"Reload the script after modifying it, while playing","Reload the script after modifying it, while playing"
Studio.App.RobloxRibbonMainWindow.Render,,Render,Render
Studio.App.RobloxRibbonMainWindow.ResizeAnObject,,Resize an Object,Resize an Object
Studio.App.RobloxRibbonMainWindow.ResizeGridToFourStuds,,Resize grid to four studs,Resize grid to four studs
Studio.App.RobloxRibbonMainWindow.ResizeGridToSixteenStuds,,Resize grid to sixteen studs,Resize grid to sixteen studs
Studio.App.RobloxRibbonMainWindow.ResizeGridToTwoStuds,,Resize grid to two studs,Resize grid to two studs
Studio.App.RobloxRibbonMainWindow.Rod,,Rod,Rod
Studio.App.RobloxRibbonMainWindow.Rope,,Rope,Rope
Studio.App.RobloxRibbonMainWindow.RotateAnObject,,Rotate an Object,Rotate an Object
Studio.App.RobloxRibbonMainWindow.RunScript,,Run Script,Run Script
Studio.App.RobloxRibbonMainWindow.Scale,,Scale,Scale
Studio.App.RobloxRibbonMainWindow.ScreenGUI,,ScreenGUI,ScreenGUI
Studio.App.RobloxRibbonMainWindow.ScreenShot,,Screen Shot,Screen Shot
Studio.App.RobloxRibbonMainWindow.ScriptActions,,Script Actions,Script Actions
Studio.App.RobloxRibbonMainWindow.ScriptMenu,,Script Menu,Script Menu
Studio.App.RobloxRibbonMainWindow.ScrollingFrameTooltip,,"A container object used to layout other GUI objects, and allows for scrolling","A container object used to layout other GUI objects, and allows for scrolling"
Studio.App.RobloxRibbonMainWindow.SelectAnObject,,Select an Object,Select an Object
Studio.App.RobloxRibbonMainWindow.SelectAndClickForEffects,,Select a part and then click here to add effects,Select a part and then click here to add effects
Studio.App.RobloxRibbonMainWindow.SelectColorAndApplyToParts,,Select color and apply to parts,Select color and apply to parts
Studio.App.RobloxRibbonMainWindow.SelectMaterialAndApply,,Select material and apply to parts,Select material and apply to parts
Studio.App.RobloxRibbonMainWindow.SelectTextElps,,Select text...,Select text...
Studio.App.RobloxRibbonMainWindow.Service,,Service,Service
Studio.App.RobloxRibbonMainWindow.SetPivotMenu,,Set pivot to...,Set pivot to...
Studio.App.RobloxRibbonMainWindow.SetPivotMenuTooltip,,Set the pivot in a specific way,Set the pivot in a specific way
Studio.App.RobloxRibbonMainWindow.SetPivotToGeometry,,Set to Geometry...,Set to Geometry...
Studio.App.RobloxRibbonMainWindow.SetPivotToGeometryTooltip,,"Snap the pivot to a face, edge, or vertex","Snap the pivot to a face, edge, or vertex"
Studio.App.RobloxRibbonMainWindow.SetPivotToModel,,Center on Model,Center on Model
Studio.App.RobloxRibbonMainWindow.SetPivotToModelTooltip,,Center the pivot on the selected model,Center the pivot on the selected model
Studio.App.RobloxRibbonMainWindow.SetPivotToPart,,Center on Part...,Center on Part...
Studio.App.RobloxRibbonMainWindow.SetPivotToPartTooltip,,Center the pivot on the clicked part,Center the pivot on the clicked part
Studio.App.RobloxRibbonMainWindow.SetPivotToSurface,,Set to Surface...,Set to Surface...
Studio.App.RobloxRibbonMainWindow.SetPivotToSurfaceTooltip,,Set the pivot to exactly the clicked point,Set the pivot to exactly the clicked point
Studio.App.RobloxRibbonMainWindow.Settings,,Settings,Settings
Studio.App.RobloxRibbonMainWindow.Show,,Show,Show
Studio.App.RobloxRibbonMainWindow.ShowConstraintDetails,,Show constraint details,Show constraint details
Studio.App.RobloxRibbonMainWindow.ShowDetails,,Show Details,Show Details
Studio.App.RobloxRibbonMainWindow.ShowGrid,,Show Grid,Show Grid
Studio.App.RobloxRibbonMainWindow.ShowTabNamesRibbon,,Show only the tab names on the Ribbon,Show only the tab names on the Ribbon
Studio.App.RobloxRibbonMainWindow.ShowTabNamesRibbonTitle,,Toggle ribbon visiblity,Toggle ribbon visiblity
Studio.App.RobloxRibbonMainWindow.ShowWelds,,Show Welds,Show Welds
Studio.App.RobloxRibbonMainWindow.ShowWorldSpaceAxis,,Show world-space aligned coordinate axis,Show world-space aligned coordinate axis
Studio.App.RobloxRibbonMainWindow.Simulation,,Simulation,Simulation
Studio.App.RobloxRibbonMainWindow.Smooth,,Smooth,Smooth
Studio.App.RobloxRibbonMainWindow.SmoothNoOutline,,"Smooth, No Outline","Smooth, No Outline"
Studio.App.RobloxRibbonMainWindow.SnapToGrid,,Snap to Grid,Snap to Grid
Studio.App.RobloxRibbonMainWindow.SolidModeling,,Solid Modeling,Solid Modeling
Studio.App.RobloxRibbonMainWindow.SolveConstraintsWhileDragging,,Solve constraints while dragging,Solve constraints while dragging
Studio.App.RobloxRibbonMainWindow.Spawn,,Spawn,Spawn
Studio.App.RobloxRibbonMainWindow.Spring,,Spring,Spring
Studio.App.RobloxRibbonMainWindow.Start,,Start,Start
Studio.App.RobloxRibbonMainWindow.StartATeamTest,,Start a Team Test,Start a Team Test
Studio.App.RobloxRibbonMainWindow.StartServerAndPlayers,,Start server and players,Start server and players
Studio.App.RobloxRibbonMainWindow.Studs,,Studs,Studs
Studio.App.RobloxRibbonMainWindow.Summary,,Summary,Summary
Studio.App.RobloxRibbonMainWindow.SurfaceOnly,,Surface only,Surface only
Studio.App.RobloxRibbonMainWindow.SwitchDifferentWindow,,Switch to a different Studio window,Switch to a different Studio window
Studio.App.RobloxRibbonMainWindow.SwitchWindows,,Switch Windows,Switch Windows
Studio.App.RobloxRibbonMainWindow.TakeAScreenshot,,Take a screenshot,Take a screenshot
Studio.App.RobloxRibbonMainWindow.TeamTest,,Team Test,Team Test
Studio.App.RobloxRibbonMainWindow.Terrain,,Terrain,Terrain
Studio.App.RobloxRibbonMainWindow.Test,,Test,Test
Studio.App.RobloxRibbonMainWindow.TextBox,,Text Box,Text Box
Studio.App.RobloxRibbonMainWindow.TheRotateGrid,,The grid that rotate tools will snap to,The grid that rotate tools will snap to
Studio.App.RobloxRibbonMainWindow.TheSnapGrid,,The grid move and resize tools will snap to,The grid move and resize tools will snap to
Studio.App.RobloxRibbonMainWindow.ToggleCommentSelectedLines,,Toggle the commented status of the selected lines,Toggle the commented status of the selected lines
Studio.App.RobloxRibbonMainWindow.ToggleGameAudioSounds,,Toggle Game Audio Sounds,Toggle Game Audio Sounds
Studio.App.RobloxRibbonMainWindow.ToggleSelectionAnchor,,Anchor/Unanchor the selected parts,Anchor/Unanchor the selected parts
Studio.App.RobloxRibbonMainWindow.TogglesGridSnap,,Toggles move and resize tools snapping to grid,Toggles move and resize tools snapping to grid
Studio.App.RobloxRibbonMainWindow.TogglesMaterialActionAsTool,,Toggles material action as tool,Toggles material action as tool
Studio.App.RobloxRibbonMainWindow.TogglesRotateSnap,,Toggles rotate tools snapping to grid,Toggles rotate tools snapping to grid
Studio.App.RobloxRibbonMainWindow.Tools,,Tools,Tools
Studio.App.RobloxRibbonMainWindow.Torque,,Torque,Torque
Studio.App.RobloxRibbonMainWindow.Trail,,Trail,Trail
Studio.App.RobloxRibbonMainWindow.Transform,,Transform,Transform
Studio.App.RobloxRibbonMainWindow.UncommentOutTheSelectedText,,Uncomment out the selected text,Uncomment out the selected text
Studio.App.RobloxRibbonMainWindow.UngroupModel,,Ungroup the model into the original parts,Ungroup the model into the original parts
Studio.App.RobloxRibbonMainWindow.Universal,,Universal,Universal
Studio.App.RobloxRibbonMainWindow.UpdateSettingsCurrentGame,,Update settings related to current game,Update settings related to current game
Studio.App.RobloxRibbonMainWindow.VectorForce,,Vector Force,Vector Force
Studio.App.RobloxRibbonMainWindow.View,,View,View
Studio.App.RobloxRibbonMainWindow.ViewAssetManager,,View Asset Manager,View Asset Manager
Studio.App.RobloxRibbonMainWindow.ViewBulkImport,,View Bulk Import,View Bulk Import
Studio.App.RobloxRibbonMainWindow.ViewCurrentCallStack,,View current call stack,View current call stack
Studio.App.RobloxRibbonMainWindow.ViewCurrentlyWatchedVariables,,View currently watched variables,View currently watched variables
Studio.App.RobloxRibbonMainWindow.ViewDiagnosticInfo,,View diagnostic information of your game,View diagnostic information of your game
Studio.App.RobloxRibbonMainWindow.ViewExistingBreakpoints,,View existing breakpoints,View existing breakpoints
Studio.App.RobloxRibbonMainWindow.ViewGameExplorer,,View Game Explorer,View Game Explorer
Studio.App.RobloxRibbonMainWindow.ViewLuaAPIObjects,,View Lua API objects that can be accessed through scripting,View Lua API objects that can be accessed through scripting
Studio.App.RobloxRibbonMainWindow.ViewObjectsInWorkspace,,View a list of objects in the workspace,View a list of objects in the workspace
Studio.App.RobloxRibbonMainWindow.ViewPropertiesOfObjects,,View properties of objects,View properties of objects
Studio.App.RobloxRibbonMainWindow.ViewRecoveredScripts,,View Recovered Scripts,View Recovered Scripts
Studio.App.RobloxRibbonMainWindow.ViewScriptAnalysis,,View Script Analysis,View Script Analysis
Studio.App.RobloxRibbonMainWindow.ViewScriptPerformanceInformat,,View script performance information,View script performance information
Studio.App.RobloxRibbonMainWindow.ViewTaskExecutionInformation,,View task execution information,View task execution information
Studio.App.RobloxRibbonMainWindow.ViewTutorials,,View Tutorials,View Tutorials
Studio.App.RobloxRibbonMainWindow.WatchTheHighlightedVariables,,Watch the highlighted variable's value,Watch the highlighted variable's value
Studio.App.RobloxRibbonMainWindow.Wedge,,Wedge,Wedge
Studio.App.RobloxRibbonMainWindow.Weld,,Weld,Weld
Studio.App.RobloxRibbonMainWindow.WoodPlanks,,Wood Planks,Wood Planks
Studio.App.RobloxScriptDiffDoc.DiffResult,,Diff Result,Diff Result
Studio.App.RobloxScriptDoc.BreakpointsDisabledLinkedSource,,Breakpoints are currently disabled for LinkedSource.,Breakpoints are currently disabled for LinkedSource.
Studio.App.RobloxScriptDoc.CantAccessRevertingChange,,"Cannot gain write access to script, reverting your change","Cannot gain write access to script, reverting your change"
Studio.App.RobloxScriptDoc.CloseOtherScripts,,Close Other Scripts,Close Other Scripts
Studio.App.RobloxScriptDoc.CloseScript,,Close Script,Close Script
Studio.App.RobloxScriptDoc.LockTakenInactivity,,A script lock was taken from you due to inactivity. Please see the Script Recovery Widget to resolve issues.,A script lock was taken from you due to inactivity. Please see the Script Recovery Widget to resolve issues.
Studio.App.RobloxScriptDoc.MultipleScriptLocks,,Multiple script locks were taken from you due to inactivity. Please see the Script Recovery Widget to resolve issues.,Multiple script locks were taken from you due to inactivity. Please see the Script Recovery Widget to resolve issues.
Studio.App.RobloxScriptDoc.OtherChangesReverted1,,"%1 is currently modifying this script, your changes will be reverted","%1 is currently modifying this script, your changes will be reverted"
Studio.App.RobloxScriptDoc.ScriptDeleted1,,%1 has been deleted from the server,%1 has been deleted from the server
Studio.App.RobloxScriptDoc.ShowInExplorer,,Show in Explorer,Show in Explorer
Studio.App.RobloxScriptReview.HeaderLabelActivity,In script performance,Activity,Activity
Studio.App.RobloxScriptReview.HeaderLabelCount,In script performance,Count,Count
Studio.App.RobloxScriptReview.HeaderLabelName,In script performance,Name,Name
Studio.App.RobloxScriptReview.HeaderLabelRate,In script performance,Rate,Rate
Studio.App.RobloxSettingsDialog.ResetAllSettings,,Reset All Settings,Reset All Settings
Studio.App.RobloxSettingsDialog.ResetSettingsText,,Resetting settings will not take effect until you restart Roblox,Resetting settings will not take effect until you restart Roblox
Studio.App.RobloxSettingsDialog.ResetSettingsTitle,,Reset Settings,Reset Settings
Studio.App.RobloxSettingsDialog.RestartForSettingsChanges,,Some setting changes will not take effect until you restart Roblox,Some setting changes will not take effect until you restart Roblox
Studio.App.RobloxSettingsDialog.SaveChanges,,Save Changes,Save Changes
Studio.App.RobloxSettingsDialog.SettingsModificationWarning,,<p>Changing settings may make Roblox unstable.</p><p>We recommend that you don't change any non-Studio settings unless instructed to do so by a Roblox engineer.</p>,<p>Changing settings may make Roblox unstable.</p><p>We recommend that you don't change any non-Studio settings unless instructed to do so by a Roblox engineer.</p>
Studio.App.RobloxSettingsDialog.SettingsSearch,,Search...,Search...
Studio.App.RobloxStudioVerbs.DirtyPublishWarning1,,There are uncommitted script changes that will not be published with the place. Do you want to publish anyway? <a href=%1>Learn more</a>,There are uncommitted script changes that will not be published with the place. Do you want to publish anyway? <a href=%1>Learn more</a>
Studio.App.RobloxStudioVerbs.InsertModelExtFile,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",Roblox Model Files (*.rbxm *.rbxmx),Roblox Model Files (*.rbxm *.rbxmx)
Studio.App.RobloxStudioVerbs.InsertModelExtScript,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",Roblox Model Files (*.rbxm *.rbxmx);;Scripts (*.rbxs *.lua *.txt),Roblox Model Files (*.rbxm *.rbxmx);;Scripts (*.rbxs *.lua *.txt)
Studio.App.RobloxStudioVerbs.InsertOpenFile,,Open file to Insert,Open file to Insert
Studio.App.RobloxStudioVerbs.InsertOpenModel,,Open Roblox Model,Open Roblox Model
Studio.App.RobloxStudioVerbs.LinkedSource,,"Unable to create LinkedSource, see output for details.","Unable to create LinkedSource, see output for details."
Studio.App.RobloxStudioVerbs.LoadCSVExt,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",LocalizationTable CSV (*.csv),LocalizationTable CSV (*.csv)
Studio.App.RobloxStudioVerbs.LoadCSVFile,,Open LocalizationTable CSV,Open LocalizationTable CSV
Studio.App.RobloxStudioVerbs.NegationFailed,,Negation failed,Negation failed
Studio.App.RobloxStudioVerbs.PackageLinkCopy,,Cannot copy selection(s) with PackageLink included!,Cannot copy selection(s) with PackageLink included!
Studio.App.RobloxStudioVerbs.PackageLinkCut,,Cannot cut selection(s) with PackageLink included!,Cannot cut selection(s) with PackageLink included!
Studio.App.RobloxStudioVerbs.PackageLinkDuplicate,,Cannot duplicate selection(s) with PackageLink included!,Cannot duplicate selection(s) with PackageLink included!
Studio.App.RobloxStudioVerbs.PlaySolo,,Play Solo,Play Solo
Studio.App.RobloxStudioVerbs.PlaySoloSaveFailure,,Play solo - save failure,Play solo - save failure
Studio.App.RobloxStudioVerbs.PublishConfirm,,Publish,Publish
Studio.App.RobloxStudioVerbs.PublishConfirmTitle,,Uncommitted changes,Uncommitted changes
Studio.App.RobloxStudioVerbs.Publishing,,Publishing,Publishing
Studio.App.RobloxStudioVerbs.QuickOpen,,Quick Open,Quick Open
Studio.App.RobloxStudioVerbs.QuickOpenActions,,Quick Open Actions,Quick Open Actions
Studio.App.RobloxStudioVerbs.Redo1,,Redo %s,Redo %s
Studio.App.RobloxStudioVerbs.RemoteDebug,,Remote Debug,Remote Debug
Studio.App.RobloxStudioVerbs.RemoteDebugSaveFailure,,Remote Debug - save failure,Remote Debug - save failure
Studio.App.RobloxStudioVerbs.RevealInExplorer,,Reveal In Explorer/Finder,Reveal In Explorer/Finder
Studio.App.RobloxStudioVerbs.RobloxLuaScripts,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",Roblox Lua Scripts (*.lua),Roblox Lua Scripts (*.lua)
Studio.App.RobloxStudioVerbs.RobloxModelFiles,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",Roblox Model Files (*.rbxm),Roblox Model Files (*.rbxm)
Studio.App.RobloxStudioVerbs.RobloxXmlModelFiles,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.",Roblox XML Model Files (*.rbxmx),Roblox XML Model Files (*.rbxmx)
Studio.App.RobloxStudioVerbs.SaveAsPlugin,,Save As Plugin,Save As Plugin
Studio.App.RobloxStudioVerbs.SavingTo,,Saving to Roblox...,Saving to Roblox...
Studio.App.RobloxStudioVerbs.ScreenshotSaved,,Screenshot saved! Click here to open screenshot folder.,Screenshot saved! Click here to open screenshot folder.
Studio.App.RobloxStudioVerbs.SeparateFailed,,Separate failed,Separate failed
Studio.App.RobloxStudioVerbs.StartServer,,Start server,Start server
Studio.App.RobloxStudioVerbs.StartServerSaveFailure,,Start server - save failure,Start server - save failure
Studio.App.RobloxStudioVerbs.StartingPlayers,,Starting players,Starting players
Studio.App.RobloxStudioVerbs.SyncInstanceToFs,,Sync Instance,Sync Instance
Studio.App.RobloxStudioVerbs.Undo1,,Undo %s,Undo %s
Studio.App.RobloxStudioVerbs.UnionFailed,,Union failed,Union failed
Studio.App.RobloxTaskScheduler.HeaderLabelActivity,In task scheduler,Activity,Activity
Studio.App.RobloxTaskScheduler.HeaderLabelName,In task scheduler,Name,Name
Studio.App.RobloxTaskScheduler.HeaderLabelRate,In task scheduler,Rate,Rate
Studio.App.RobloxTaskScheduler.HeaderLabelTime,In task scheduler,Time,Time
Studio.App.RobloxTeamCreateWidget.DeleteUser,,Delete User,Delete User
Studio.App.RobloxTeamCreateWidget.GroupOwnedPlace,,Group owned place,Group owned place
Studio.App.RobloxTeamCreateWidget.TeamCreateDisabled,,Team Create in this game is disabled. Please enable Team Create to add editors to your place.,Team Create in this game is disabled. Please enable Team Create to add editors to your place.
Studio.App.RobloxTeamCreateWidget.TeamCreateOptions,,Team Create Options,Team Create Options
Studio.App.RobloxTeamCreateWidget.TurnOffTeamCreate,,Turn OFF Team Create,Turn OFF Team Create
Studio.App.RobloxTextOutputWidget.ClearOutput,,Clear Output,Clear Output
Studio.App.RobloxTextOutputWidget.Context,,Context,Context
Studio.App.RobloxTextOutputWidget.Copy,,Copy,Copy
Studio.App.RobloxTextOutputWidget.Filter,,Filter...,Filter...
Studio.App.RobloxTextOutputWidget.LuaTableIndicator1,,table: %1,table: %1
Studio.App.RobloxTextOutputWidget.MaxTableDepthReached,,Max table depth reached,Max table depth reached
Studio.App.RobloxTextOutputWidget.Message,,Message,Message
Studio.App.RobloxTextOutputWidget.OpenLink,,Open link,Open link
Studio.App.RobloxTextOutputWidget.SelectAll,,Select All,Select All
Studio.App.RobloxTextOutputWidget.TableOutputBetaFeatureDescription,,"Output gets an upgrade — expressive UI, filter/search, and copy/paste becomes easier.","Output gets an upgrade — expressive UI, filter/search, and copy/paste becomes easier."
Studio.App.RobloxTextOutputWidget.TableOutputBetaFeatureTitle,,Expressive Output Window,Expressive Output Window
Studio.App.RobloxTextOutputWidget.Timestamp,,Timestamp,Timestamp
Studio.App.RobloxTutorials.CopyText,,Build amazing games with Roblox Studio. No experience necessary!,Build amazing games with Roblox Studio. No experience necessary!
Studio.App.RobloxTutorials.LearnNow,,Learn now,Learn now
Studio.App.RobloxViewStudio.ExitUiLayer,,Exit UI Layer,Exit UI Layer
Studio.App.RobloxViewStudio.SelectUILayer1,,"Select UI Layer ""%1""","Select UI Layer ""%1"""
Studio.App.RobloxViewStudio.SelectUiLayer,,Select UI Layer,Select UI Layer
Studio.App.RobloxViewStudio.UseLocalSpace,,Use Local Space,Use Local Space
Studio.App.RobloxViewStudio.UseWorldSpace,,Use World Space,Use World Space
Studio.App.SandboxLocalCache.DialogTitle,,Drafts Local Cache,Drafts Local Cache
Studio.App.SandboxLocalCache.MetaDataCorruptedMessage,,"Can't restore drafts information, metadata corrupted","Can't restore drafts information, metadata corrupted"
Studio.App.SandboxLocalCache.MetaDataFilesCorruptedMessage,,"Can't restore some of the drafts information

Metadata files corrupted:","Can't restore some of the drafts information

Metadata files corrupted:"
Studio.App.SandboxLocalCache.SourcesMissingCorruptedMessage,,"Unable to restore some of the drafts.

Files are missing or corrupted:","Unable to restore some of the drafts.

Files are missing or corrupted:"
Studio.App.ScriptAnalysisWidget.DisplayOnlyCurrentScript,,Display only current script,Display only current script
Studio.App.ScriptAnalysisWidget.NumErrorsTextFmt2,,%1 of %2 Errors,%1 of %2 Errors
Studio.App.ScriptAnalysisWidget.NumWarningsTextFmt2,,%1 of %2 Warnings,%1 of %2 Warnings
Studio.App.ScriptComboBox.RunACommand,,Run a command,Run a command
Studio.App.ScriptRecoveryWidget.ErrorRecovering,,Errors occurred while automatically recovering scripts.,Errors occurred while automatically recovering scripts.
Studio.App.ScriptRecoveryWidget.ErrorRemovedFromWorksapce,,Unable to perform diff because this script has been removed from Workspace.,Unable to perform diff because this script has been removed from Workspace.
Studio.App.ScriptRecoveryWidget.ErrorWriting,,Issue with writing script autosave,Issue with writing script autosave
Studio.App.ScriptRecoveryWidget.InitialWarning,,"You were disconnected from the last Team Create session without saving your scripts.
Some of those scripts have either been changed or are currently being edited by another user.
Please see the Script Recovery Widget to resolve these files. ","You were disconnected from the last Team Create session without saving your scripts.
Some of those scripts have either been changed or are currently being edited by another user.
Please see the Script Recovery Widget to resolve these files. "
Studio.App.ScriptRecoveryWidget.OpenFile,,Open file,Open file
Studio.App.ScriptRecoveryWidget.ScriptNoLongerExists,,Script no longer exists,Script no longer exists
Studio.App.ScriptRecoveryWidget.SelectAndOpenScript,,Select and open script,Select and open script
Studio.App.ScriptRecoveryWidget.ViewDiff,,View Diff,View Diff
Studio.App.ScriptResourceController.ConfirmPublishChanges,,Are you sure you want to publish your changes?,Are you sure you want to publish your changes?
Studio.App.ScriptResourceController.ConfirmWillDestroyChanges,,This will destroy all local changes you have made. Are you sure?,This will destroy all local changes you have made. Are you sure?
Studio.App.ScriptTextEditor.FilterText,,  Type to filter functions. Tab or Enter to go to selected function,  Type to filter functions. Tab or Enter to go to selected function
Studio.App.ScriptsInBatchDialog.FailedToLoadDataErrorMessage,,Failed to load data. Please close this dialog and try again.,Failed to load data. Please close this dialog and try again.
Studio.App.ScriptsInBatchDialog.ScriptSectionHeader,,Script,Script
Studio.App.ScriptsInBatchDialog.Title,,Scripts In Batch,Scripts In Batch
Studio.App.ScriptsInBatchDialog.VersionSectionHeader,,Version,Version
Studio.App.Settings.FolderSelectionDialogTitle,,Select folder to save Roblox documents,Select folder to save Roblox documents
Studio.App.Settings.SelectFolderMessageBoxText,,"Need a location to store local files.
Do you want to pick a file path now?","Need a location to store local files.
Do you want to pick a file path now?"
Studio.App.SettingsHeader.Diagnostics,,Diagnostics,Diagnostics
Studio.App.SettingsHeader.GameOptions,,Game Options,Game Options
Studio.App.SettingsHeader.Lua,,Lua,Lua
Studio.App.SettingsHeader.Network,,Network,Network
Studio.App.SettingsHeader.Physics,,Physics,Physics
Studio.App.SettingsHeader.Rendering,,Rendering,Rendering
Studio.App.SettingsHeader.Studio,,Studio,Studio
Studio.App.SettingsHeader.TaskScheduler,,Task Scheduler,Task Scheduler
Studio.App.Shapes.Cylinder,,Cylinder,Cylinder
Studio.App.Shapes.Sphere,,Sphere,Sphere
Studio.App.ShareModal.By1,,By %1,By %1
Studio.App.ShareModal.CopyLink,,Copy Link,Copy Link
Studio.App.ShareModal.Failed,,Failed,Failed
Studio.App.ShareModal.LinkCopied,,Link Copied,Link Copied
Studio.App.ShareModal.SearchPlaceholderText,,Search for friends,Search for friends
Studio.App.ShareModal.ShareGame,,Share Game,Share Game
Studio.App.ShareModal.ShareWithRobloxFriends,,Share with Roblox Friends,Share with Roblox Friends
Studio.App.ShareModal.Shared,,Shared,Shared
Studio.App.ShareModalController.CheckOutMyGame,,Check out my game!,Check out my game!
Studio.App.ShareModalController.CheckOutThisGame,,Check out this game!,Check out this game!
Studio.App.ShareModalController.Offline,,Offline,Offline
Studio.App.ShareModalController.Online,,Online,Online
Studio.App.ShareModalInfoBox.MakeGamePublicToShare,,Make your game public to share it,Make your game public to share it
Studio.App.SplineEditor.Envelope,,Envelope,Envelope
Studio.App.SplineEditor.Time,,Time,Time
Studio.App.StartPage.Activating,,activating,activating
Studio.App.StartPage.Archive,Look at archived games,Archive,Archive
Studio.App.StartPage.By1,The game was written by whom?,By %1,By %1
Studio.App.StartPage.ClickShareIcon,,Click the share icon to share your game with Roblox friends or on social media,Click the share icon to share your game with Roblox friends or on social media
Studio.App.StartPage.Deactivating,,deactivating,deactivating
Studio.App.StartPage.GotIt,,Got it,Got it
Studio.App.StartPage.MakingPrivate,,Making private,Making private
Studio.App.StartPage.MakingPublic,,Making public,Making public
Studio.App.StartPage.MyGames,Look at all my published games,My Games,My Games
Studio.App.StartPage.PublishYourGame,,"Publish your game and make it public to share it
Go to File > Publish to Roblox","Publish your game and make it public to share it
Go to File > Publish to Roblox"
Studio.App.StartPage.Recent,Look at recent games,Recent,Recent
Studio.App.StartPage.ShareOnFacebook,,Share on Facebook,Share on Facebook
Studio.App.StartPage.ShareOnTwitter,,Share on Twitter,Share on Twitter
Studio.App.StartPage.ShareYourGame,,Share your game,Share your game
Studio.App.StartPageLogin.ForgotPassword,,Forgot Password?,Forgot Password?
Studio.App.StartPageLogin.GenericError,Start page login,Login error. Please try again.,Login error. Please try again.
Studio.App.StartPageLogin.LogIn,,Log In,Log In
Studio.App.StartPageLogin.LoggingInElps,,Logging in...,Logging in...
Studio.App.StartPageLogin.LoggingOutElps,,Logging out...,Logging out...
Studio.App.StartPageLogin.NotAMemberYet,,Not a member yet?,Not a member yet?
Studio.App.StartPageLogin.OpeningPlaceElps,,Opening place...,Opening place...
Studio.App.StartPageLogin.Password,,Password,Password
Studio.App.StartPageLogin.PrivacyPolicy,,Privacy Policy,Privacy Policy
Studio.App.StartPageLogin.SignUp,,Sign up,Sign up
