Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.AnimationClipEditor.Toast.CannotPasteError,Cannot paste keyframes into the track, ,Cannot paste keyframes into the track,No se pueden pegar fotogramas clave en la pista,Impossible de coller les images clés dans la piste,Impossibile incollare i fotogrammi chiave nella traccia,曲にキーフレームをペーストできません,트랙에 키프레임을 붙여넣을 수 없습니다,Não é possível colar quadros-chaves na faixa, , , ,無法將關鍵格貼入軌跡
Studio.AnimationClipEditor.Tooltip.GoToDopesheetEditor,Go to the Dopesheet Editor, ,Go to the Dopesheet Editor,Ir a Editor de dope sheet,Aller à l'éditeur Dopesheet,Vai all'editor di Dopesheet,ドープシートエディタに移動,도프시트 편집기로 이동,Ir para o Editor de dopesheet, , , ,前往分鏡表編輯器
Studio.AnimationClipEditor.Tooltip.GoToCurveEditor,Go to the Curve Editor, ,Go to the Curve Editor,Ir a Editor de curvas,Aller à l'éditeur de courbes,Vai all'editor delle curve,カーブエディタに移動,커브 편집기로 이동,Ir para o Editor de curvas, ,前往曲线编辑器,前往曲线编辑器,前往曲線編輯器
Studio.AnimationClipEditor.Title.AutoFocusFace,Focus Face, ,Focus Face,Cara con enfoque,Focus sur le visage,Faccia Focus,顔にフォーカス,얼굴 포커스,Rosto concentrado, , , ,聚焦臉部
Studio.AnimationClipEditor.Title.ResetAll,Reset All, ,Reset All,Restablecer todo,Tout réinitialiser,Reimposta Tutto,すべてリセット,모두 재설정,Redefinir tudo,Сбросить все, , ,全部重置
Studio.AnimationClipEditor.FaceControlsEditorButtonCallout.Description,The Face Animation Editor provides a user-friendly interface for creating and editing facial animations for dynamic heads., ,The Face Animation Editor provides a user-friendly interface for creating and editing facial animations for dynamic heads.,El Editor de animación facial proporciona una interfaz fácil de usar para crear y editar animaciones faciales para cabezas dinámicas.,L'éditeur d'animation de visage fournit une interface conviviale pour la création et l'édition d'animations faciales pour les têtes dynamiques.,Il Face Animation Editor fornisce un'interfaccia user-friendly per creare e modificare animazioni facciali per teste dinamiche.,フェイスアニメーションエディタは、ダイナミックヘッド用の顔用アニメーションを作成し、編集するためのユーザーフレンドリーなインターフェースを提供しています。,얼굴 애니메이션 편집기는 다이내믹 헤드의 얼굴 애니메이션 제작 및 편집을 위한 사용자 친화적인 인터페이스를 제공합니다.,O editor de animação de face oferece uma interface amigável para criar e editar animações faciais para cabeças dinâmicas, , , ,易於使用的臉部動畫編輯器介面可以讓您創作和編輯動態頭部的臉部動畫。
Studio.AnimationClipEditor.AnimationFromVideo.Initializing,Getting started..., ,Getting started...,Empezando...,Démarrage en cours...,Per iniziare...,初期化中…,시작합니다...,Começando..., , , ,正在初始化……
Studio.AnimationClipEditor.AnimationFromVideo.Pending,Video pending – please wait..., ,Video pending – please wait...,Video pendiente. Espera...,Vidéo en attente – Patienter...,Video in attesa – attendere prego...,動画は保留中です。しばらくお待ちください...,비디오가 대기 중입니다. 잠시 기다려 주세요...,Vídeo pendente – por favor aguarde..., , , ,影片待處理中，請稍後……
Studio.AnimationClipEditor.AnimationFromVideo.Error,"We encountered an error. Please try again in a bit, and if you continue to see this error, you may need to try a new video.", ,"We encountered an error. Please try again in a bit, and if you continue to see this error, you may need to try a new video.","Se produjo un error. Inténtelo de nuevo en unos minutos. Si continúas viendo este error, prueba a usar un nuevo video.","Une erreur s'est produite. Réessayer plus tard et si tu continues à voir cette erreur, tu devras peut-être essayer une nouvelle vidéo.","Abbiamo incontrato un errore. Si prega di riprovare tra un po ', e se si continua a vedere questo errore, potrebbe essere necessario provare un nuovo video.",エラーが発生しました。 もう一度やり直してください。このエラーが引き続き表示される場合は、新しいビデオで試してみる必要があります。,오류가 발생했습니다. 잠시 후 다시 시도하세요. 이 오류가 계속 발생할 경우 다른 비디오를 사용해야 할 수 있습니다.,"Encontramos um erro. Por favor, tente novamente em um momento, e se você continuar a ver este erro, talvez seja necessário tentar um novo vídeo.", , , ,發生錯誤，請稍後再試。若錯誤持續，請嘗試其他影片。
Studio.AnimationClipEditor.AnimationFromVideo.Success,Success! Your animation is ready., ,Success! Your animation is ready.,¡Hecho! Tu animación está lista.,Félicitations ! Ton animation est prête.,Successo! La tua animazione è pronta.,完了！アニメーションの準備ができました。,작업 완료! 애니메이션이 준비되었습니다.,Sucesso! Sua animação está pronta., , , ,動畫準備完畢！
Studio.AnimationClipEditor.AnimationFromVideo.InputTooLong,That video is too long – try a video shorter than 15 seconds., ,That video is too long – try a video shorter than 15 seconds.,Ese video es demasiado largo. Prueba a usar un video de menos de 15 segundos.,Cette vidéo est trop longue. Essayer une vidéo de moins de 15 secondes.,Quel video è troppo lungo – prova un video più corto di 15 secondi.,ビデオが長すぎます。15秒未満の動画をお試しください。,비디오가 너무 깁니다. 15초 미만의 비디오를 사용하세요.,Esse vídeo é muito longo – tente um vídeo menor que 15 segundos., , , ,影片過長，請使用 15 秒以內的影片。
Studio.AnimationClipEditor.AnimationFromVideo.InputHasNoPerson,"Couldn't detect a person – try a video with a person fully in frame, facing the camera.", ,"Couldn't detect a person – try a video with a person fully in frame, facing the camera.",No se pudo detectar a la persona. Prueba a usar un video con una persona completamente dentro del marco y viendo hacia la cámara.,"Impossible de détecter une personne. Essayer une vidéo avec une personne entièrement dans le cadre, face à la caméra.","Impossibile rilevare una persona – prova un video con una persona completamente in cornice, di fronte alla fotocamera.",人を検出できませんでした 。カメラの方を向いているフレーム内の人物があるビデオを試してください。,사람을 감지할 수 없습니다. 사람이 카메라를 향하고 있으며 프레임 안에 완전히 속한 비디오를 사용하세요.,"Não foi possível detectar uma pessoa - tente um vídeo com uma pessoa totalmente enquadrada, virada para a câmera.", , , ,偵測不到人物，請使用含有全身入鏡、面相鏡頭的人物的影片。
Studio.AnimationClipEditor.AnimationFromVideo.InputUnstable,That video is too shaky – try a more stable video., ,That video is too shaky – try a more stable video.,Ese video es muy inestable. Prueba a usar uno más estable.,Cette vidéo est trop instable. Essayer une vidéo plus stable.,Quel video oscilla troppo – prova un video più stabile.,そのビデオは不安定です。もっと安定性のあるビデオをお試しください。,비디오 화면이 너무 흔들립니다. 좀 더 안정적인 비디오를 사용하세요.,Esse vídeo balança muito – tente um vídeo mais estável., , , ,影片搖晃幅度過大，請使用更穩的影片。
Studio.AnimationClipEditor.AnimationFromVideo.TimedOut,"Sorry, we're unable to process your video right now due to a high volume of requests. Please try again in a bit.", ,"Sorry, we're unable to process your video right now due to a high volume of requests. Please try again in a bit.","Lo sentimos, no podemos procesar tu video ahora mismo debido a un alto volumen de solicitudes. Inténtalo de nuevo en un rato.","Désolé, nous n'avons pas pu traiter ta vidéo pour le moment en raison d'un volume élevé de requêtes. Réessayer plus tard.","Siamo spiacenti, non siamo in grado di elaborare il tuo video in questo momento a causa di un elevato volume di richieste. Riprova tra poco.",申し訳ありませんが、現在はリクエストが多すぎるためビデオを処理できません。もう少し後にまたお試しください。,죄송합니다. 현재 요청이 많아 비디오를 처리할 수 없습니다. 잠시 후 다시 시도하세요.,Não conseguimos processar seu vídeo agora devido a um grande volume de pedidos. Tente novamente mais tarde., , , ,很抱歉，因請求過多，我們目前無法處理您的影片。請稍後再試。
Studio.AnimationClipEditor.AnimationFromVideo.TutorialTitle,Create animation from video, ,Create animation from video,Crear animación desde un video,Créer une animation à partir d'une vidéo,Crea animazione dal video,ビデオからアニメーションを作成,비디오로부터 애니메이션 만들기,Criar animação a partir de vídeo, , , ,從影片製作動畫
Studio.AnimationClipEditor.AnimationFromVideo.ChooseVideo,Choose Video, ,Choose Video,Seleccionar video,Choisir une vidéo,Scegli Video,ビデオを選ぶ,비디오 선택,Escolher vídeo, ,选择视频,选择视频,選擇影片
Studio.AnimationClipEditor.CurveEditorCallout.Title,Curve Editor, ,Curve Editor,Editor de curvas,Éditeur de courbes,Editor Curve,曲線エディタ,커브 편집기,Editor de curva, ,曲线编辑器,曲线编辑器,曲線編輯器
Studio.AnimationClipEditor.FaceCapture.WarningTitle,Warning, ,Warning,Advertencia,Avertissement,Avvertenza,警告,주의,Aviso, , , ,警告
Studio.AnimationClipEditor.CurveEditorCallout.Description,The Curve Editor is a new way to visually create and edit rich animations within the Animation Editor., ,The Curve Editor is a new way to visually create and edit rich animations within the Animation Editor.,El Editor de curvas es una nueva forma de crear y editar animaciones sofisticadas en el Editor de animación.,L'éditeur de courbes est une nouvelle façon de créer et d'éditer visuellement des animations riches dans l'éditeur d'animation.,L'editor delle curve è un nuovo modo per creare e modificare visivamente le animazioni ricche all'interno dell'editor di animazioni.,曲線エディタは、アニメーションエディタ内でリッチアニメーションを視覚的に作成し、編集する新しい方法です。,커브 편집기는 애니메이션 편집기 내에서 보다 풍부한 애니메이션 비주얼 작업 및 편집을 가능하게 해 주는 새로운 도구입니다.,O Editor de curva é uma nova maneira visual de criar e editar animações ricas dentro do Editor de animação., ,全新的曲线编辑器可以让你在动画编辑器中创作并编辑生动的视觉动画。,全新的曲线编辑器可以让你在动画编辑器中创作并编辑生动的视觉动画。,全新的曲線編輯器可以讓您在動畫編輯器中製作並編輯生動的視覺動畫。
Studio.AnimationClipEditor.Curves.InterpolationMode2,{interpolationMode} Mode, ,{interpolationMode} Mode,Modo {interpolationMode},Mode {interpolationMode},Modalità {interpolationMode},{interpolationMode} モード,{interpolationMode} 모드,Modo {interpolationMode}, , , ,{interpolationMode}模式
Studio.AnimationClipEditor.Curves.RightTangentLabel,R. Tangent:, ,R. Tangent:,Tangente derecha:,L. Tangent:,R. Tangent:,右タンジェント:,오른쪽 접선:,Tangente D.:, , , ,右切線：
Studio.AnimationClipEditor.Curves.TangentAuto,Auto, ,Auto,Automático,Auto,Auto,自動,자동,Automático, , , ,自動
Studio.AnimationClipEditor.FaceCapture.MainButtonTitle,Face Recorder, ,Face Recorder,Grabadora facial,Enregistreur de visage,Registratore Viso,顔レコーダー,얼굴 레코더,Gravador de rosto, , , ,臉部錄影器
Studio.AnimationClipEditor.FaceCapture.TeachingCalloutTitle,Face Recording, ,Face Recording,Grabación facial,Enregistrement de visage,Registratore Viso,顔の録画,얼굴 기록,Gravação de rosto, , , ,臉部錄影
Studio.AnimationClipEditor.FaceCapture.TeachingCalloutDescription,Animate faces by recording your face movements directly from your webcam., ,Animate faces by recording your face movements directly from your webcam.,Anima las caras grabando los movimientos de tu cara directamente desde la cámara web.,Animer les visages en enregistrant les mouvements de ton visage directement à partir de ta webcam.,Anima i volti registrando i tuoi movimenti del viso direttamente dalla webcam.,お持ちのウェブカメラから直接、顔の動きを録画して顔をアニメ化します。,웹캠으로 직접 얼굴의 움직임을 기록해 얼굴 애니메이션을 만듭니다.,Anime rostos gravando seus movimentos de rosto diretamente de sua webcam., , , ,直接使用網路攝影機錄下臉部動作即可使用臉部動畫。
Studio.AnimationClipEditor.FaceCapture.DetectingCameraTitle,Detecting a camera, ,Detecting a camera,Detectando una cámara,Détection d'une caméra,Rilevamento di una telecamera,カメラを検出中,카메라 감지,Detectando uma câmera, , , ,正在偵測攝影機
Studio.AnimationClipEditor.FaceCapture.WarningDialogOk,Ok, ,Ok,Aceptar,Ok,Ok,OK,확인,OK, , , ,確定
Studio.AnimationClipEditor.FaceCapture.BioDataCollectionBody,"By clicking \"Yes\", you allow Roblox Studio to access your video camera and you consent to the collection and use of your facial movements as described in the Roblox Facial Animation Privacy Notice. Depending on your location, applicable laws might define this data as a biometric identifier or biometric information.", ,"By clicking \"Yes\", you allow Roblox Studio to access your video camera and you consent to the collection and use of your facial movements as described in the Roblox Facial Animation Privacy Notice. Depending on your location, applicable laws might define this data as a biometric identifier or biometric information.","Al hacer clic en Sí, permites que Roblox Studio acceda a tu cámara de video y autoriza la recopilación y el uso de tus movimientos faciales tal y como se describe en el Aviso de Privacidad de Animaciones Faciales en Roblox. Dependiendo de tu ubicación, las leyes que aplican podrían definir estos datos como identificadores biométricos o información biométrica.","En cliquant sur \"Oui\", tu autorises Roblox Studio à accéder à ta caméra vidéo et tu consens à la collecte et à l’utilisation de tes mouvements du visage tels que décrits dans la notice de confidentialité de Roblox Facial Animation Privacy Notice. Selon ton emplacement, les lois applicables peuvent définir ces données comme un identifiant biométrique ou des informations biométriques.","Cliccando su \"Sì\", consente a Roblox Studio di accedere alla videocamera e acconsente alla raccolta e all'uso dei suoi movimenti facciali come descritto nell'Informativa sulla privacy sull'animazione facciale di Roblox. A seconda della tua posizione, le leggi applicabili potrebbero definire questi dati come un identificatore biometrico o informazioni biometrice.",「はい」をクリックすると Roblox Studio がビデオカメラにアクセスすることを許可し、Robloxのフェイスアニメーションプライバシー通知に記載されているように顔の動きのデータ収集と使用に同意するものとします。 所在地と適用される法律によっては、このデータが生体識別子または生体情報として定義されていることがあります。,"'예'를 클릭하면 Roblox Studio가 비디오 카메라에 액세스하는 것을 허용하고 Roblox 얼굴 애니메이션 개인정보 처리방침에 설명된 바와 같이 얼굴 움직임을 수집하고 사용하는 데 동의하게 됩니다. 본인의 소재지에 따라, 해당 법률은 이 데이터를 생체 인식 식별자 또는 생체 정보로 정의할 수 있습니다.","Clicando em \"Sim\", você permite que o Roblox Studio acesse sua câmera de vídeo e você concorda com a coleta e uso de seus movimentos faciais, conforme descrito no Aviso de Privacidade de Animação Facial Roblox. Dependendo da sua localização, as leis aplicáveis podem definir estes dados como um identificador biométrico ou informações biométricas.", , , ,按下「是」即表示您同意 Roblox Studio 存取您的攝影機，也同意 Roblox 依照 Roblox 臉部動畫隱私權聲明收集並使用您的臉部動作。根據您的所在地，此資料可能會被視為生物辨識元素或生物辨識資訊。
Studio.AnimationClipEditor.FaceCapture.PanelReady,Ready, ,Ready,Listo,Prêt,Pronto,準備完了,준비,Pronto, , , ,準備好了
Studio.AnimationClipEditor.FaceCapture.NoCameraWarningText,A camera is required to use this feature. Please make sure your camera is connected and powered on., ,A camera is required to use this feature. Please make sure your camera is connected and powered on.,Se requiere una cámara para usar esta función. Asegúrate de que tu cámara esté conectada y encendida.,Une caméra est nécessaire pour utiliser cette fonctionnalité. Assure-toi que ta caméra est connectée et mise sous tension.,Per utilizzare questa funzionalità è necessaria una videocamera. Assicurati che la videocamera sia collegata e accesa.,この機能を使用するにはカメラが必要です。カメラが接続してあり、電源が入っていることを確認してください。,이 기능을 사용하려면 카메라가 필요합니다. 카메라가 연결되어 있고 전원이 켜져 있는지 확인하세요.,É necessário uma câmera para usar este recurso. Certifique-se de que sua câmera esteja conectada e ligada., , , ,此功能需要攝影機，請確認攝影機已裝上並開啟。
Studio.AnimationClipEditor.FaceCapture.TooltipStartRecording,Start Recording, ,Start Recording,Iniciar grabación,Démarrer l'enregistrement,Avvia Registrazione,録画開始,기록 시작,Iniciar gravação, , , ,開始錄影
Studio.AnimationClipEditor.FaceCapture.CameraSelectionTitle,Select a camera, ,Select a camera,Seleccionar cámara,Sélectionner une caméra,Seleziona una videocamera,カメラを選択,카메라 선택,Selecione uma câmera, , , ,選擇攝影機
Studio.AnimationClipEditor.FaceCapture.CameraSelectionPlaceholder,No camera selected., ,No camera selected.,No hay cámara seleccionada.,Aucune caméra sélectionnée.,Nessuna telecamera selezionata.,選択されたカメラがありません。,선택한 카메라가 없습니다.,Nenhuma câmera selecionada., , , ,未選擇攝影機。
Studio.AnimationClipEditor.FaceCapture.AgeRestrictedTitle,Feature is not available., ,Feature is not available.,La función no está disponible.,La fonctionnalité n'est pas disponible.,La funzione non è disponibile.,その機能は利用できません。,기능을 사용할 수 없습니다.,O recurso não está disponível., , , ,無法使用此功能。
Studio.AnimationClipEditor.FaceCapture.BioDataCollectionTitle,Allow video and facial movement collection?, ,Allow video and facial movement collection?,¿Permitir recopilación de video y movimiento facial?,Autoriser la collecte de mouvements vidéo et faciaux ?,Consenti la raccolta di video e movimenti facciali?,ビデオと顔の動きのデータ収集を許可しますか？,비디오 및 얼굴 움직임 수집을 허용할까요?,Permitir coleta de vídeos e movimentos faciais?, , , ,允許收集影像和臉部動作？
Studio.AnimationClipEditor.FaceCapture.DefaultLearnMoreLabel,Learn more, ,Learn more,Aprende más,En savoir plus,Scopri di più,もっと詳しく,더 알아보기,Aprenda agora, , , ,了解更多
Studio.AnimationClipEditor.FaceCapture.LearnMoreLabel,Learn more, ,Learn more,Aprende más,En savoir plus,Scopri di più,もっと詳しく,더 알아보기,Saiba mais, , , ,了解更多
Studio.AnimationClipEditor.FaceCapture.DefaultFaceRecordingName,Recorded facial animation, ,Recorded facial animation,Animación facial grabada,Animation faciale enregistrée,Animazione facciale registrata,フェイスアニメーションを録画しました,기록된 얼굴 애니메이션,Animação facial gravada, , , ,錄製的臉部動作
Studio.AnimationClipEditor.FaceCapture.OverwritingPreviousFacsTracksBody,Existing face animation will be overwritten. The action is undoable (Cmd+Z / Ctrl+Z)., ,Existing face animation will be overwritten. The action is undoable (Cmd+Z / Ctrl+Z).,Se sobrescribirá la animación facial existente. Esta acción se puede deshacer (Cmd+Z / Ctrl+Z).,L'animation de visage existante sera remplacée. L'action est annulable (Cmd+Z / Ctrl+Z).,L'animazione del viso esistente verrà sovrascritta. L'azione è annullabile (Cmd+Z / Ctrl+Z).,既存のフェイスアニメーションが上書きされます。この動作は取り消せません (Cmd+Z か Ctrl+Z)。,기존 얼굴 애니메이션을 덮어씁니다. 이 작업은 취소할 수 있습니다(Cmd+Z 또는 Ctrl+Z).,A animação de rosto existente será substituída. A ação é reversível (Cmd+Z / Ctrl+Z)., , , ,目前的臉部動畫將被覆寫。此動作可復原（Cmd + Z 或 Ctrl + Z）。
Studio.AnimationClipEditor.Tooltip.Record,Record facial animation, ,Record facial animation,Graba la animación facial,Enregistrer l'animation faciale,Registra l'animazione facciale,フェイスアニメーションを録画,얼굴 애니메이션 기록,Gravar animação facial, , , ,錄製臉部動作
Studio.AnimationClipEditor.Menu.ReduceKeyframes,Reduce Keyframes, ,Reduce Keyframes,Reducir fotogramas clave,Réduire les images-clés,Riduci i fotogrammi chiave,キーフレームを減らす,키프레임 줄이기,Reduzir keyframes, , , ,減少關鍵格
Studio.AnimationClipEditor.Title.ReduceKeyframes,Reduce Keyframes, ,Reduce Keyframes,Reducir fotogramas clave,Réduire les images-clés,Riduci i fotogrammi chiave,キーフレームを減らす,키프레임 줄이기,Reduzir keyframes, , , ,減少關鍵格
Studio.AnimationClipEditor.AnimationFromVideo.UploadingData,Uploading video - please wait..., ,Uploading video - please wait...,"Cargando video , espera...",Envoi de la vidéo - Patienter...,Caricamento video - attendere prego...,ビデオをアップロード中 - お待ちください...,비디오 업로드 중 - 잠시 기다려 주세요...,Enviando vídeo - aguarde..., , , ,正在上傳影片，請稍後……
Studio.AnimationClipEditor.Menu.OptimizeKeyframes,Optimize Keyframes, ,Optimize Keyframes,Optimizar fotogramas clave, ,Ottimizza I Keyframe,キーフレームを最適化,키프레임 최적화,Otimizar keyframes, , , ,最佳化關鍵格
Studio.AnimationClipEditor.Title.OptimizeKeyframes,Optimize Keyframes, ,Optimize Keyframes,Optimizar fotogramas clave, ,Ottimizza I Keyframe,キーフレームを最適化,키프레임 최적화,Otimizar keyframes, , , ,最佳化關鍵格
