Key,Source,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,zh-cjv,zh-cn,zh-tw
Studio.AssetImporter.Statuses.UGCMaxMeshTrianglesWarning,Mesh exceeds the max triangle limit (4000) for UGC upload requirements.,Mesh exceeds the max triangle limit (4000) for UGC upload requirements.,La malla excede el límite máximo de triángulo (4000) para los requisitos de carga de UGC.,Le maillage dépasse la limite maximale de triangle (4000) pour les exigences de téléchargement UGC.,Mesh supera il limite massimo del triangolo (4000) per i requisiti di caricamento UGC.,UGC のアップロード要件である三角形の最大制限 (4000) を超えるメッシュ。,UGC 업로드 요구사항인 삼각형 최대 한도(4000)를 초과하는 메시입니다.,A malha excede o limite máximo de triângulo (4000) para os requisitos de upload de CGU.,网格超过了 UGC 上传要求的三角形数量上限（4000）。,网格超过了 UGC 上传要求的三角形数量上限（4000）。,網格超過 UGC 上傳需求的三角形上限（4000）。
Studio.AssetImporter.Statuses.UGCExceedTextureSizeWarning,Textures exceeds the max texture size limit for UGC upload requirements.,Textures exceeds the max texture size limit for UGC upload requirements.,Las texturas exceden el límite máximo de tamaño de textura para los requisitos de carga de UGC.,Les textures dépassent la limite maximale de taille de texture pour les exigences de téléchargement UGC.,Le texture superano il limite massimo di dimensione delle texture per i requisiti di caricamento UGC.,テクスチャがUGCアップロード要件の最大テクスチャサイズ制限を超えています。,UGC 업로드 요구사항인 텍스처 크기 최대 한도를 초과하는 텍스처입니다.,As texturas excedem o limite máximo de tamanho de textura para requisitos de upload de CGU.,纹理超过了 UGC 上传要求的纹理大小上限。,纹理超过了 UGC 上传要求的纹理大小上限。,紋理超過 UGC 上傳需求的紋理大小上限。
Studio.AssetImporter.Properties.AddModelToInventory,Add Model To Inventory,Add Model To Inventory,Añadir Modelo a Inventario,Ajouter un modèle à l'inventaire,Aggiungi modello all'Inventario,持ち物リストにモデルを追加,인벤토리에 모델 추가,Adicionar modelo ao inventário,添加模型到物品栏,添加模型到物品栏,新增模型到道具欄
Studio.AssetImporter.Statuses.DeletedCageGeometryWarning,Some cage geometry has been removed. This will result in layering issues.,Some cage geometry has been removed. This will result in layering issues.,Se eliminaron algunas geometrías de jaulas. Esto causará problemas de capa.,Une certaine géométrie de la cage a été supprimée. Cela entraînera des problèmes de superposition.,Alcune geometrie delle gabbie sono state rimosse. Questo causerà problemi di layering.,ケージジオメトリの一部が削除されました。これによってレイヤーの問題が発生します。,일부 케이지 지오메트리가 제거되었습니다. 이로 인해 레이어링 문제가 발생합니다.,Alguma geometria de gaiola foi removida. Isso resultará em problemas de camadas.,某些围笼几何已被移除。这将导致分层问题。,某些围笼几何已被移除。这将导致分层问题。,已移除部分圍籠幾何，可能會發生覆蓋問題。
Studio.AssetImporter.Statuses.CageNoGeoParentError,"Couldn't find geometry for cage, check your mesh names and spelling.","Couldn't find geometry for cage, check your mesh names and spelling.",No se pudo encontrar la geometría para la jaula. Comprueba tus nombres de malla y ortografía.,"Impossible de trouver la géométrie de la cage, vérifie les noms de tes mailles et l'orthographe.","Impossibile trovare la geometria per la gabbia, controllare i nomi delle mesh e l'ortografia.",ケージのジオメトリが見つかりませんでした。メッシュ名とスペルを確認してください。,케이지의 지오메트리를 찾을 수 없습니다. 메시 이름과 철자를 확인하세요.,"Não foi possível encontrar geometria para a gaiola, verifique os nomes da malha e ortografia.",找不到围笼的几何，请检查您的网格名称和拼写。,找不到围笼的几何，请检查您的网格名称和拼写。,找不到圍籠的幾何，請檢查網格的名稱和拼字。
Studio.AssetImporter.PropertiesTooltip.OuterCageFarExtendedFromMeshWarning,There are outer cage vertex(s) that are too far away from the clothing mesh. This will lead to issues when other clothing is layered on top.,There are outer cage vertex(s) that are too far away from the clothing mesh. This will lead to issues when other clothing is layered on top.,Hay vértices externos en jaulas que están demasiado lejos de la malla de ropa. Esto causará problemas cuando se ponga otra ropa en la parte superior.,Il y a des sommet(s) de cage externes qui sont trop éloignés du maillage des vêtements. Cela provoquera des problèmes lorsque d'autres vêtements seront superposés.,Ci sono vertici esterni della gabbia che sono troppo lontani dalla rete di abbigliamento. Questo porterà a problemi quando altri capi di abbigliamento sono stratificati in alto.,衣装メッシュから遠く離れている外側ケージの頂点があります。これは、他の衣装を上に重ね着したときに問題になります。,복장 메시에서 지나치게 멀리 떨어진 외부 케이지 정점이 있습니다. 이는 위에 다른 복장을 레이어드할 때 문제가 됩니다.,Há vértices externos de gaiola que estão muito longe da malha de roupa. Isto levará a problemas quando outras roupas forem colocadas em camadas em cima.,有一些外围笼顶点距服装网格太远。当其他服装叠加在其上时，这会导致问题。,有一些外围笼顶点距服装网格太远。当其他服装叠加在其上时，这会导致问题。,有從服飾網格延伸過遠的外圍籠頂點。其他服飾覆蓋在上時將會出現問題。
Studio.AssetImporter.Statuses.OuterCageFarExtendedFromMeshWarning,There are outer cage vertex(s) that are too far away from the clothing mesh. This will lead to issues when other clothing is layered on top.,There are outer cage vertex(s) that are too far away from the clothing mesh. This will lead to issues when other clothing is layered on top.,Hay vértices externos en jaulas que están demasiado lejos de la malla de ropa. Esto dará lugar a problemas cuando se ponga otra ropa en la parte superior.,Il y a des sommet(s) de cage externes qui sont trop éloignés du maillage des vêtements. Cela provoquera des problèmes lorsque d'autres vêtements seront superposés.,Ci sono vertici esterni della gabbia che sono troppo lontani dalla rete di abbigliamento. Questo porterà a problemi quando altri capi di abbigliamento sono stratificati in alto.,衣装メッシュから遠く離れている外側ケージの頂点があります。これは、他の衣装を上に重ね着したときに問題になります。,복장 메시에서 지나치게 멀리 떨어진 외부 케이지 정점이 있습니다. 이는 위에 다른 복장을 레이어드할 때 문제가 됩니다.,Há um vértice externo que está muito longe da malha de roupas. Isto levará a questões quando outras roupas forem colocadas em camadas em cima.,有一些外围笼顶点距服装网格太远。当其他服装叠加在其上时，这会导致问题。,有一些外围笼顶点距服装网格太远。当其他服装叠加在其上时，这会导致问题。,有從服飾網格延伸過遠的外圍籠頂點。其他服飾覆蓋在上時將會出現問題。
Studio.AssetImporter.Statuses.FacsCorrectiveDupeError3,Found duplicate FACS control name "{FacsDupeName}" for corrective "{FacsControlName}" in attribute "{FrameAttr}",Found duplicate FACS control name "{FacsDupeName}" for corrective "{FacsControlName}" in attribute "{FrameAttr}",Se encontró el nombre de control FACS duplicado "{FacsDupeName}" para corregir "{FacsControlName}" en el atributo "{FrameAttr}",Le nom de contrôle FACS "{FacsDupeName}" trouvé pour le correctif "{FacsControlName}" dans l'attribut "{FrameAttr}",Trovato duplicato nome di controllo FACS "{FacsDupeName}" per correttivo "{FacsControlName}" nell'attributo "{FrameAttr}",属性「{FrameAttr}」で矯正「{FacsControlName}」 と重複する FACS コントロール名 「{FacsDupeName}」が見つかりました,'{FrameAttr}' 속성에서 보정 '{FacsControlName}'에 대한 중복 FACS 컨트롤 이름 '{FacsDupeName}'(이)가 발견되었습니다,Encontrado um nome de controle FACS duplicado "{FacsDupeName}" para corretivo "{FacsControlName}" no atributo "{FrameAttr}",在属性“{FrameAttr}”的校正“{FacsControlName}”中发现重复的 FACS 控制名称“{FacsDupeName}”,在属性“{FrameAttr}”的校正“{FacsControlName}”中发现重复的 FACS 控制名称“{FacsDupeName}”,在特性「{FrameAttr}」中的校正「{FacsControlName}」找到重複 FACS 控制名稱「{FacsDupeName}」
Studio.AssetImporter.Properties.OuterCageFarExtendedFromMeshPreview,Outer cage extends too far,Outer cage extends too far,La jaula externa se extiende demasiado lejos,La cage extérieure s'étend trop loin,Gabbia esterna si estende troppo lontano,外側のケージが遠すぎます,외부 케이지가 너무 멉니다,A gaiola externa se estende muito longe,外围笼延伸太远,外围笼延伸太远,外圍籠延伸過遠
Studio.AssetImporter.EnumItem.RotationsReset,Default with rotations zeroed out,Default with rotations zeroed out,Por defecto con las rotaciones a cero,Valeur par défaut avec les rotations réduites à zéro,Predefinito con rotazione azzerata,ローテーションをゼロにした既定値,회전이 0인 기본값,Padrão com rotações zeradas,默认旋转归零,默认旋转归零,預設旋轉歸零
Studio.AssetImporter.Statuses.AvatarCagesMissingWarning,Corresponding cage mesh is missing for this mesh. All R15 Body Parts must have a cage.,Corresponding cage mesh is missing for this mesh. All R15 Body Parts must have a cage.,Falta la malla de la jaula correspondiente. Todas las piezas del cuerpo R15 deben tener una jaula.,La maille de cage correspondante est manquante pour cette maille. Toutes les pièces de carrosserie R15 doivent avoir une cage.,Manca una rete di gabbia corrispondente per questa maglia. Tutte le parti del corpo R15 devono avere una gabbia.,このメッシュに対応するケージメッシュがありません。すべてのR15ボディパーツにはケージが必要です。,이 메시에 해당하는 케이지 메시가 없습니다. 모든 R15 신체 파트에는 케이지가 있어야 합니다.,Está faltando a malha de gaiola correspondente para esta malha. Todas as partes R15 de corpo devem ter uma gaiola.,此网格缺少对应的围笼网格。所有的 R15 身体部件都必须要有一个围笼。,此网格缺少对应的围笼网格。所有的 R15 身体部件都必须要有一个围笼。,此網格找不到對應的幾何網格。所有 R15 身體部位都須擁有網格。
Studio.AssetImporter.Statuses.NoRefMeshForCageWarning,Could not find corresponding Geo Mesh for Cage Mesh.,Could not find corresponding Geo Mesh for Cage Mesh.,No se pudo encontrar Geo Mesh correspondiente para la jaula Malla.,Impossible de trouver le maillage Geo correspondant pour le maillage Cage.,Impossibile trovare Geo Mesh corrispondente per Cage Mesh.,ケージメッシュに対応するジオメッシュが見つかりませんでした。,케이지 메시에 해당하는 지오 메시를 찾을 수 없습니다.,Não foi possível encontrar a geo malha correspondente para a gaiola de malha.,无法为围笼网格找到对应的几何网格。,无法为围笼网格找到对应的几何网格。,圍籠網格找不到對應的幾何網格。
Studio.AssetImporter.Statuses.NoRefMeshForCageWarningWithSuggestion,Could not find corresponding Geo Mesh for Cage Mesh. Try renaming to {name}.,Could not find corresponding Geo Mesh for Cage Mesh. Try renaming to {name}.,No se pudo encontrar la Geo Mesh correspondiente para la jaula Malla. Intenta renombrar a {name}.,Impossible de trouver le maillage Geo correspondant pour le maillage Cage. Essaie de renommer en {name}.,Impossibile trovare la Geo Mesh corrispondente per la Gabbia Mesh. Prova a rinominare {name}.,ケージメッシュに対応するジオメッシュが見つかりませんでした。 {name} に名前を変更してみてください。,케이지 메시에 해당하는 지오 메시를 찾을 수 없습니다. 이름을 {name}(으)로 변경하세요.,Não foi possível encontrar a geo malha correspondente para a malha de gaiola. Tente renomear para {name}.,无法为围笼网格找到对应的几何网格。请尝试重命名为 {name}。,无法为围笼网格找到对应的几何网格。请尝试重命名为 {name}。,圍籠網格找不到對應的幾何網格。請重新命名為 {name}。
Studio.AssetImporter.Statuses.InnerButNoOuterCageWarning,Inner Cage has no corresponding Outer Cage.,Inner Cage has no corresponding Outer Cage.,La Jaula interior no tiene la correspondiente Jaula externa.,La Cage Intérieure n'a pas de Cage Extérieure correspondante.,La gabbia interna non ha una gabbia esterna corrispondente.,内側のケージに対応する外側のケージがありません。,내부 케이지에 해당하는 외부 케이지가 없습니다.,A gaiola interna não possui uma gaiola externa correspondente.,内围笼有对应的外围笼。,内围笼有对应的外围笼。,內圍籠沒有對應的外圍籠。
Studio.AssetImporter.Statuses.CageNameHasTypoWarning_v1,"Cage name contains a typo, try renaming to {SuggestedName}.","Cage name contains a typo, try renaming to {SuggestedName}.",El nombre de la jaula contiene un error tipográfico. Intenta renombrar a {SuggestedName}.,"Le nom de la cage contient une faute, essaie de renommer en {SuggestedName}.","Il nome della gabbia contiene un tipo, prova a rinominare {SuggestedName}.",ケージ名にタイプミスが含まれています。 {SuggestedName} に名前を変更してみてください。,케이지 이름에 오타가 있습니다. 이름을 {SuggestedName}(으)로 변경하세요.,"O nome da gaiola contém um erro de digitação, tente renomear para {SuggestedName}.",围笼名称中有错字，请尝试重命名为 {SuggestedName}。,围笼名称中有错字，请尝试重命名为 {SuggestedName}。,圍籠名稱有錯字，請重新命名為 {SuggestedName}。
Studio.AssetImporter.Properties.ImportAsPackage,Import as Package,Import as Package,Importar como Paquete,Importer en tant que package,Importa come pacchetto,パッケージとしてインポート,패키지로 가져오기,Importar como pacote,以套装导入,以套装导入,以套件匯入
Studio.AssetImporter.Statuses.FacsMultipleRootFaceJoints1,Multiple joints named "{JointName}" were found as specified by extra attribute "RootFaceJoint".  Joint names must be unique.,Multiple joints named "{JointName}" were found as specified by extra attribute "RootFaceJoint".  Joint names must be unique.,Se encontraron múltiples conexiones denominadas "{JointName}" como se especificó por el atributo extra "RootFaceJoint". Los nombres de conjuntos deben ser únicos.,Les joints multiples nommés "{JointName}" ont été trouvés comme spécifié par l'attribut supplémentaire "RootFaceJoint". Les noms de jointures doivent être uniques.,Giunti multipli denominati "{JointName}" sono stati trovati come specificato dall'attributo extra "RootFaceJoint". I nomi delle giunzioni devono essere unici.,追加属性「RootFaceJoint」で指定されているように「{JointName}」という名前の複数のジョイントが見つかりました。ジョイント名は一意でなければなりません。,추가 속성 'RootFaceJoint'에 지정된 대로 이름이 '{JointName}'인 여러 조인트가 발견되었습니다. 조인트 이름은 고유해야 합니다.,Múltiplas articulações chamadas "{JointName}" foram encontradas como especificadas pelo atributo extra "RootFaceJoint". Nomes conjuntos devem ser únicos.,已找到根据额外属性“RootFaceJoint”所指定名为“{JointName}”的多个关节。关节名称不得与他者相同。,已找到根据额外属性“RootFaceJoint”所指定名为“{JointName}”的多个关节。关节名称不得与他者相同。,指定的額外屬性「RootFaceJoint」找到多個名稱為「{JointName}」的接合。接合名稱不可重複。
Studio.AssetImporter.Statuses.NoRefMeshForCageWarningWithSuggestion_v1,Could not find corresponding Geo Mesh for Cage Mesh. Try renaming to {SuggestedName}.,Could not find corresponding Geo Mesh for Cage Mesh. Try renaming to {SuggestedName}.,No se pudo encontrar la Geo Mesh correspondiente para la jaula Malla. Intenta renombrar a {SuggestedName}.,Impossible de trouver le maillage Geo correspondant pour le maillage Cage. Essaie de renommer en {SuggestedName}.,Impossibile trovare la Geo Mesh corrispondente per la Gabbia Mesh. Prova a rinominare {SuggestedName}.,ケージメッシュに対応するジオメッシュが見つかりませんでした。 {SuggestedName} に名前を変更してみてください。,케이지 메시에 해당하는 지오 메시를 찾을 수 없습니다. 이름을 {SuggestedName}(으)로 변경하세요.,Não foi possível encontrar a geo malha correspondente para a malha de gaiola. Tente renomear para {SuggestedName}.,无法为围笼网格找到对应的几何网格。请尝试重命名为 {SuggestedName}。,无法为围笼网格找到对应的几何网格。请尝试重命名为 {SuggestedName}。,圍籠網格找不到對應的幾何網格。請重新命名為 {SuggestedName}。
Studio.AssetImporter.Statuses.FacsFrameExtraCharsWarning1,Ignoring {FrameAttr} because it contains underscores or spaces.  Must be of the form "Frame#" where "#" is an integer with no spaces or underscores.,Ignoring {FrameAttr} because it contains underscores or spaces.  Must be of the form "Frame#" where "#" is an integer with no spaces or underscores.,Se ignora {FrameAttr} porque contiene guiones bajos o espacios. Debe ser de la forma "Frame#" donde "#" es un entero sin espacios o guiones bajos.,Ignorer {FrameAttr} parce qu'il contient des traits de soulignement ou des espaces.  Doit être de la forme "Frame#" où "#" est un nombre entier sans espace ni trait de soulignement.,Ignorato "{FrameAttr}" perché contiene trattini o spazi. Deve essere del modulo "Frame#" dove "#" è un intero senza spazi o trattini.,アンダースコアやスペースが含まれているため {FrameAttr} を無視。「#」がアンダースコアやスペースがついていない整数のとき、必ず「Frame#」の形式にします。,밑줄이나 공백이 포함되어 있으므로 {FrameAttr}(을)를 무시합니다. 유형은 'Frame#'이어야 하며 '#'은 공백이나 밑줄이 없는 정수여야 합니다.,Ignorando "{FrameAttr}" porque contém sublinhados ou espaços. Deve ser da forma "Frame#" em que "#" é um número inteiro sem espaços ou sublinhados.,{FrameAttr}由于包含下划线或空格而遭到忽略。形式必须为“Frame#”，“#”应该为整数，并且不包含空格或下划线。,{FrameAttr}由于包含下划线或空格而遭到忽略。形式必须为“Frame#”，“#”应该为整数，并且不包含空格或下划线。,「{FrameAttr}」因含有空格或下橫線而遭到忽略。型態必須為「Frame#」，「#」應為整數並不包含有空格或下橫線。
Studio.AssetImporter.Statuses.FacsUnrecognizedFACSError2,Unrecognized FACS control name "{FacsControlName}" for attribute "{FrameAttr}",Unrecognized FACS control name "{FacsControlName}" for attribute "{FrameAttr}",Nombre de control de FACS no reconocido "{FacsControlName}" para atributo "{FrameAttr}",Nom de contrôle FACS non reconnu "{FacsControlName}" pour l'attribut "{FrameAttr}",Nome di controllo FACS non riconosciuto "{FacsControlName}" per l'attributo "{FrameAttr}",属性 「{FrameAttr}」の未認識のFACS コントロール名「{FacsControlName}」,'{FrameAttr}' 속성의 인식할 수 없는 FACS 컨트롤 이름 '{FacsControlName}',Nome de controle FACS desconhecido "{FacsControlName}" para o atributo "{FrameAttr}",属性“{FrameAttr}”的无法识别的 FACS 控制项名称“{FacsControlName}”,属性“{FrameAttr}”的无法识别的 FACS 控制项名称“{FacsControlName}”,特性「{FrameAttr}」有無法識別的 FACS 控制名稱「{FacsControlName}」
Studio.AssetImporter.Statuses.FacsInvalidCorrectiveError2,Invalid corrective name "{FacsControlName}" for attribute"{FrameAttr}": Neutral cannot be part of a corrective,Invalid corrective name "{FacsControlName}" for attribute"{FrameAttr}": Neutral cannot be part of a corrective,Nombre correctivo no válido "{FacsControlName}" para el atributo"{FrameAttr}": Neutral no puede ser parte de un correctivo,Nom correctif invalide "{FacsControlName}" pour l'attribut "{FrameAttr}" : le neutre ne peut pas faire partie d'un correctif,Nome correttivo non valido "{FacsControlName}" per l'attributo"{FrameAttr}": Neutro non può far parte di un correttivo,属性「{FrameAttr}」の無効な矯正名 「{FacsControlName}」: Neutral （ニュートラル）は矯正の一部にはなれません,'{FrameAttr}' 속성의 유효하지 않은 보정 이름 '{FacsControlName}': Neutral은 보정의 일부가 될 수 없습니다,Nome corretivo inválido "{FacsControlName}" para o atributo "{FrameAttr}": Neutro não pode ser parte de um corretivo,属性“{FrameAttr}”的无效的校正名称“{FacsControlName}”：Neutral 不能作为校正器的一部分,属性“{FrameAttr}”的无效的校正名称“{FacsControlName}”：Neutral 不能作为校正器的一部分,特性「{FrameAttr}」有無效的校正名稱「{FacsControlName}」：Neutral 不可為校正的一部分
Studio.AssetImporter.Statuses.FacsRootFaceJointNotStringError,RootFaceJoint attribute must be of type string,RootFaceJoint attribute must be of type string,El atributo RootFaceJoint debe ser de tipo cadena,L'attribut RootFaceJoint doit être de type string,L'attributo RootFaceJoint deve essere di tipo stringa,RootFaceJoint 属性は文字列型でなければなりません,RootFaceJoint 속성은 문자열 유형이어야 합니다,O atributo RootFaceJoint deve ser do tipo string,RootFaceJoint 属性的类型必须是字符串,RootFaceJoint 属性的类型必须是字符串,RootFaceJoint 特性類型應為字符串
Studio.AssetImporter.Statuses.FacsRootFaceJointNoValueError,RootFaceJoint attribute has no value,RootFaceJoint attribute has no value,El atributo RootFaceJoint no tiene valor,L'attribut RootFaceJoint n'a aucune valeur,L'attributo RootFaceJoint non ha valore,RootFaceJoint 属性に値がありません,RootFaceJoint 속성에 값이 없습니다,O atributo RootFaceJoint não tem nenhum valor,RootFaceJoint 属性没有值,RootFaceJoint 属性没有值,RootFaceJoint 特性沒有值
Studio.AssetImporter.Statuses.FacsFrameAttrNotStringError1,"{FrameAttr}" attribute must be of type string,"{FrameAttr}" attribute must be of type string,El atributo "{FrameAttr}" debe ser de tipo cadena,L'attribut "{FrameAttr}" doit être de type string,"{FrameAttr}" l'attributo deve essere di tipo stringa,「{FrameAttr}」属性は文字列型でなければなりません,'{FrameAttr}' 속성은 문자열 유형이어야 합니다,O atributo "{FrameAttr}" deve ser do tipo string,“{FrameAttr}”属性的类型必须是字符串,“{FrameAttr}”属性的类型必须是字符串,「{FrameAttr}」特性類型應為字符串
Studio.AssetImporter.Statuses.FacsUnparseableFrameNumberError1,Couldn't parse the frame number in attribute "{FrameAttr}".,Couldn't parse the frame number in attribute "{FrameAttr}".,No se pudo analizar el número de fotograma en el atributo "{FrameAttr}".,Impossible d'analyser le numéro de la trame dans l'attribut "{FrameAttr}".,Impossibile analizzare il numero di frame nell'attributo "{FrameAttr}".,属性「{FrameAttr}」のフレーム番号を解析できませんでした。,속성 '{FrameAttr}'의 프레임 번호를 구문 분석할 수 없습니다.,Não foi possível analisar o número do quadro no atributo "{FrameAttr}.,无法从属性“{FrameAttr}”中解析帧编号。,无法从属性“{FrameAttr}”中解析帧编号。,無法分析特性「{FrameAttr}」中的影格數。
Studio.AssetImporter.Statuses.FacsEmptyAttributeWarning1,Empty value found for attribute "{FrameAttr}".  Ignoring this.,Empty value found for attribute "{FrameAttr}".  Ignoring this.,Valor vacío encontrado para el atributo "{FrameAttr}". Se ignorará.,Valeur vide trouvée pour l'attribut "{FrameAttr}". Ignorer ceci.,Valore vuoto trovato per l'attributo extra chiamato "{FrameAttr}". questo verrà ignorato.,「{FrameAttr}」に空の属性が見つかりました。これは無視してください。,속성 '{FrameAttr}'에 대해 빈 값이 발견되어 이를 무시합니다.,Valor vazio encontrado para o atributo "{FrameAttr}". Ignorando isto.,属性“{FrameAttr}”发现空值。请忽略。,属性“{FrameAttr}”发现空值。请忽略。,屬性「{FrameAttr}」因找到空白值而被忽略。
Studio.AssetImporter.Statuses.FacsDupeControlError3,Duplicate control name found: "{FacsControlName}" in frame {FrameNumber1} and frame {FrameNumber2},Duplicate control name found: "{FacsControlName}" in frame {FrameNumber1} and frame {FrameNumber2},Se encontró un nombre de control duplicado: "{FacsControlName}" en el frame {FrameNumber1} y el frame {FrameNumber2},Nom de contrôle dupliqué trouvé : "{FacsControlName}" dans la trame {FrameNumber1} et la trame {FrameNumber2},Trovato nome di controllo duplicato: "{FacsControlName}" nel frame {FrameNumber1} e nel frame {FrameNumber2},重複したコントロール名が見つかりました: フレーム {FrameNumber1} とフレーム {FrameNumber2} 内の「{FacsControlName}」,중복 컨트롤 이름 발견: {FrameNumber1} 프레임 및 {FrameNumber2} 프레임의 '{FacsControlName}',Nome de controle duplicado encontrado: "{FacsControlName}" no quadro {FrameNumber1} e no quadro {FrameNumber2},在帧 {FrameNumber1} 和帧 {FrameNumber2} 中发现重复的控制名称“{FacsControlName}”,在帧 {FrameNumber1} 和帧 {FrameNumber2} 中发现重复的控制名称“{FacsControlName}”,影格 {FrameNumber1} 和影格 {FrameNumber2}找到重複控制名稱：「{FacsControlName}」
Studio.AssetImporter.Statuses.FacsHasFramesNoRootFaceJointError1,Found "Frame#" attributes in mesh "{ParentNodeName}" but no "RootFaceJoint" attribute.  No FACS mapping will be created for this mesh.,Found "Frame#" attributes in mesh "{ParentNodeName}" but no "RootFaceJoint" attribute.  No FACS mapping will be created for this mesh.,"Se encontraron atributos \"Frame#\" en la malla \"{ParentNodeName}\", pero no se encontró ningún atributo \"RootFaceJoint\". No se asignará FACS para esta malla.",Des attributs "Frame#" trouvés dans le maillage "{ParentNodeName}" mais aucun attribut "RootFaceJoint". Aucune correspondance FACS ne sera créée pour ce maillage.,Trovati attributi "Frame#" in mesh "{ParentNodeName}" ma nessun attributo "RootFaceJoint". Non verrà creata alcuna mappatura FACS per questa mesh.,メッシュ「{ParentNodeName}」内に「Frame#」属性が見つかりましたが、「RootFaceJoint」属性はありません。このメッシュにはFACSマッピングは作成されません。,메시 '{ParentNodeName}'에서 'Frame#' 속성은 찾았지만 'RootFaceJoint' 속성은 찾지 못했습니다. 이 메시에 대해 FACS 매핑이 생성되지 않습니다.,"Encontrado atributos \"Frame#\" na malha \"{ParentNodeName}\", mas não há o atributo \"RootFaceJoint\". Nenhum mapeamento FACS será criado para esta malha.",在网格“{ParentNodeName}”中找到“Frame#”属性，但没有“RootFaceJoint”属性。无法为此网格创建 FACS 映射。,在网格“{ParentNodeName}”中找到“Frame#”属性，但没有“RootFaceJoint”属性。无法为此网格创建 FACS 映射。,網格「{ParentNodeName}」找到「Frame#」特性，但找不到「RootFaceJoint」特性。無法建立此網格的 FACS 配對。
Studio.AssetImporter.Statuses.FacsNoAttributesError1,"{ParentNodeName}" has no "Frame#" attributes that map FACS controls to animation frames.,"{ParentNodeName}" has no "Frame#" attributes that map FACS controls to animation frames.,"{ParentNodeName}" no tiene atributos de "Frame#" que mapeen controles FACS a fotogramas de animación.,"{ParentNodeName}" n'a pas d'attributs "Frame#" qui associent les contrôles FACS aux images d'animation.,"{ParentNodeName}" non ha attributi "Frame#" che mappino i controlli FACS ai quadri di animazione.,「{ParentNodeName}」には、FACS コントロールをアニメーションフレームにマップする「Frame#」属性がありません。,'{ParentNodeName}'에 FACS 컨트롤을 애니메이션 프레임에 매핑하는 'Frame#' 속성이 없습니다.,"{ParentNodeName}" não tem atributos de "Frame#" que mapeiam controles FACS para quadros de animação.,“{ParentNodeName}”没有可将 FACS 控制项映射至动画帧的“Frame#”属性。,“{ParentNodeName}”没有可将 FACS 控制项映射至动画帧的“Frame#”属性。,「{ParentNodeName}」沒有將 FACS 控制配對到動畫影格的「Frame#」特性
Studio.AssetImporter.Statuses.FacsMissingSupportCorrectiveWarning2,Found corrective "{FacsControlName}" but missing corrective "{FacsControlName2}" to support it.  This may cause odd deformations.,Found corrective "{FacsControlName}" but missing corrective "{FacsControlName2}" to support it.  This may cause odd deformations.,"Se encontró un correctivo \"{FacsControlName}\", pero no se ha corregido \"{FacsControlName2}\" para soportarlo. Esto puede causar deformaciones impares.",Correctif "{FacsControlName}" trouvé mais correctif " "{FacsControlName2}" manquant pour le supporter. Cela peut causer des déformations inhabituelles.,"È presente il correttore {FacsControlName}, ma manca il correttore {FacsControlName2} per supportarlo. Ciò potrebbe causare strane deformazioni.",矯正 「{FacsControlName}」が見つかりましたが、矯正 {FacsControlName2} がありません。これは、奇妙な変形を引き起こす可能性があります。,보정 '{FacsControlName}'(을)를 찾았지만 이를 지원하는 '{FacsControlName2}'(이)가 없습니다. 이는 비정상적인 변형을 일으킬 수 있습니다.,Encontrado o corretivo "{FacsControlName}" mas sem o corretivo "{FacsControlName2}" para suportá-lo. Isso pode causar deformações.,找到校正“{FacsControlName}”，但缺少辅助的校正“{FacsControlName2}”。这可能导致异常的变形。,找到校正“{FacsControlName}”，但缺少辅助的校正“{FacsControlName2}”。这可能导致异常的变形。,找到校正「{FacsControlName}」，但沒有輔助的校正「{FacsControlName2}」。這可能會導致異常變形。
Studio.AssetImporter.Statuses.FacsMissingBaseError2,"{FacsControlName}" has not been specified. This is needed for corrective "{FacsControlName2}".,"{FacsControlName}" has not been specified. This is needed for corrective "{FacsControlName2}".,"{FacsControlName}" no se especificó. Esto es necesario para corregir "{FacsControlName2}".,"{FacsControlName}" n'a pas été spécifié. Ceci est nécessaire pour corriger "{FacsControlName2}".,"{FacsControlName}" non è stato specificato. Questo è necessario per la correzione "{FacsControlName2}".,「{FacsControlName}」が特定されていません。矯正 「{FacsControlName2}」にはこれが必要です。,'{FacsControlName}'(이)가 지정되지 않았습니다. 이는 보정 '{FacsControlName2}'에 필요합니다.,"{FacsControlName}" não foi especificado. Isso é necessário para o corretivo "{FacsControlName2}".,未指定“{FacsControlName}”，需要指定才可以使用校正“{FacsControlName2}”。,未指定“{FacsControlName}”，需要指定才可以使用校正“{FacsControlName2}”。,未指定「{FacsControlName}」。須指定才可使用校正「{FacsControlName2}」。
